,summary
0,"The Tribeca Film Festival is screening a rare silent film, starring Louise Brooks and released in the US as an Italian dub."
1,"The film is a bit of an adventure, shot in the heat and humidity (and yes I know it's hot out there) on what seems to be one or two French plantations."
2,"Louise Brooks's first film, The Sleeping Beauty (1944), was a hit at the Cannes Film Festival in 1944 and went on to win her an Oscar."
3,"Louise Brooks's last film is a rather dull, if not overly pedestrian affair that takes place in the sound of her voice."
4,"Popeye is one of those cartoons where the hero always wins.br />I'm not sure if it was because he had a big head or just being fat, but I think that when you look at this cartoon there are some moments in which even though his body looks like an animal its actually alive and well - so long as we don""t forget to take our eyes off him!"
5,"Casper the Ghost is a short story by Frank Gallo and illustrated with pencil sketches, gouaches (pencil drawings), acrylic paints."
6,"If you loved Laurence Fishburne's film Deep Cover, then this is the movie for your heart."
7,"Laurence Fishburne's first film since The Young One, a comedy about an aspiring actor who falls for the wrong woman at justtheright time in New York City is released on Friday."
8,"Laurence Fishburn is a great actor, but this film was too predictable.br />I loved the fact that he played two roles - one of which had to be his own!"
9,A film about a mother who hires an ex-con to help her with the custody of their daughter.
10,Laurence Fishburne plays a man who is sent to the future by his father (Morgan Freeman) in this film from director Paul Greengrass.
11,This is a film about three people who have been living in the desert for decades and are now forced to leave their lives behind.
12,"Laurence Fishburne plays a former hoodlum who makes it big in New York, only to fall for the wrong people again."
13,"John Candy's ""Only Lonely"" is one of the funniest movies I have ever seen."
14,"In the spirit of National Lampoon's 30 Rock, I am going to share with you my personal opinion on one film that has been called ""the funniest scene ever seen in a movie""."
15,"If you enjoy a little ""edge"" and don't mind the odd plot twist, then this is foryou."
16,"This is a scene from the new film Planes, in which John Candy plays an uncle who has to deal with his nephew' br />unpleasant childhood memories."
17,"Eugene Levy is a great actor, but his performance in this film was so funny that i kept it on VHS for years and still have one of the best videos from when they released them."
18,"Eugene Levy, the director of ""Night at The Museum"" and many other films including comedies like Blazing Saddles is back in action as a sleazy bus driver who takes his latest victim on an all-expense paid tour."
19,"Planes, Trains and AutomobileS is a comedy about two friends who travel to the East Coast in search of their missing father."
20,"What is your opinion on the new drama series ""The Exes""?, by ryan."
21,"I'm not a big fan of the TV series ""The Worst Witch"", but it was good to see Bianca and Jake back on our screens."
22,"Love Island is a reality TV show about two young people who are in love but have to make the decision whether or not they want their lives and careers, together."
