,summary
0,"This is a film that I have never seen, and one of the few times in my life when it has been shown on TV."
1,"The film is a bit of an embarrassment to watch, with the actors doing little more than looking like they've been given some cheap make-up."
2,"The classic Italian film bebrs, or ""the mess"" as it is known in its native Italy (and now the United States), was first released on DVD by Warner Bros."
3,"The third and final film in the ""A Town Called Hell"" trilogy, a series of horror films made between 1974-88 by British director John Boorman (The Fly), is another dismal failure."
4,This is a video that I've been dying to share for years.<n>br />
5,"The legend of the 'Bigfoot' is a long and complicated one, but if you want to know what it really was then this film might be for your viewing pleasure."
6,"This is a very bad musical.<n> and the only thing about it that adds to mediocrity are just another number or two,"
7,"The Egyptian Movie: A History of the World is rated PG by moviegoers for violence, language and some sensuality."
8,"This is a very good short film.<n>br />I'm not sure what the point of this video was, but I think it had something to do with my favourite movie - The Italian Job"
9,"Is this the worst film ever made?<n> The scenery is awful, and it'd be a shame if we had to take everything back."
10,"The Good, the Bad and more recently...the Ugly is a western that we saw on DVD."
11,"The film is a mess, the score's not good and Joaquin Phoenix has no redeeming qualities."
12,"I'm writing to you all because of the film ""The Crow"" and how it was a disappointment."
13,"This is a film that I would probably not recommend to anyone who enjoys the western genre, but for those of you looking at it on DVD this could be an excellent addition."
14,"""Stunt"" is a film about three cowboys who are sent to protect an outlaw family from some bad guys."
15,A sheriff's deputy in the American West is hired to protect a mute friend who has been raped by one of his own killers.
16,David Schwimmer's latest movie WANTS and TRIES is a sad-sack comedy about an aspiring actress (Gwenneth Paltrow) who falls in love with the cutest puppy dog she has ever seen.
17,"The Good Dinosaur is a movie that will have you running for your life, but it's also going to leave some of its audience feeling like they are in the middle."
18,The Pallbearer is a comedy drama about two best friends who are forced to work together after their father dies.
19,"Gwyneth Paltrow's latest film, Applegate is a total disaster.<n> I wishI had heard my rental money back from this piece of trash so i could donate it to Home for Aged Actors"
20,"Is this the worst film ever made?..., or is it just a matter of opinion and not fact?!"
21,David Schwimmer plays a priest who takes on the role of an ex-convict in his diocese after he is wrongly accused by one or both members.
22,"The film begins with a scene in which the main character, Tom (David SchwBreck), is trying to shove his grandmother out of her wake."
23,"Stay is a movie that will make you want to run away from the cinema.<n> The script was so lame, I hadto force myself into this finish at home with it"
24,Gwyneth Paltrow and Toni Collete star in a film about two best friends who fall for each other while working together at an international advertising agency.
25,"The film is a disaster.br /> It's not even close to being good enough for me, and I don t care one bit about the characters or their lives - they are all losers in some way at least!"
26,"I'm not a big fan of 'Friends, but the new comedy from David Schwimmer and Toni Collette is so much more than that."
27,"I'm not a big fan of romantic comedies, so let me start by saying that the idea for The Good Wife was pretty lame."
28,"A film with a veteran actor as its lead is not an easy sell, but this one has to be."
29,"French director Robert Bresson's latest film, Laydu (or The Priest), is a dreary and tedious depiction of the suffering that one man undergoes as he tries to help out an affluent family in Paris."
30,"A priest (Claude Lays) is sent to a remote town in France by his superior, the Reverend Peter Cowie(Peter McQuarrie), after he has been accused of having killed an elderly woman and her son."
31,"Immortel Nikopol is a film adaptation of the graphic novel by Bilal, which tells an unlikely story about two friends who meet at Horus's palace in Egypt."
32,Immortel Khufu Runner is a science-fiction film that looks to have been influenced by Bladerunner and The Matrix.
33,"I am a big fan of Egyptian mythology. Worst is the terrible digital animation, whichis all so fake that it actually turns watching this movie into an experience such as physically painful!"
34,Eugenics is a movie that'll leave you feeling like the only person in New York City who knows why.
35,"The film is a bit of an underperformer, but it's not bad enough to warrant watching again."
36,"The female lead in Bilal's latest film is a character who has been judged by many to be ""too hot for men""."
37,I have seen this movie a few times and it is not bad at all.br />
38,"This is a film that i have to say was not as bad or confusing for me, but it did get confused at times."
39,"Blade Runner is a movie that's too gray.br />It doesn""t leave much of an impression and it isn ""too grey""."
40,"I've been trying to watch this for a few days now, and it keeps getting worse."
41,"The story of a young Egyptian artist who creates his own comic books, which he then sells to other artists."
42,"The worst movie party ever....and the best of all time!, by far....the most entertaining and bizarre film I've seen in my life"
43,"Attack of the Soul is a film that's been out for less than two weeks, and it still hasn t managed to make me wantto go back into my darkened room."
44,I have seen this movie many times and it is the worst film i've ever watched.
45,I have been to the mountains a few times and this is one of my all time favourite places.
46,"This is a rant from one of my readers about the film ""The Collector"". If you want to make an after-hours movie, this may be your best bet."
47,"The film is about a young woman who moves to the American West and falls in love with an old frontiersman, played by Jesse Winchester."
48,"I'm not a big fan of westerns, but this one was bad enough that it had to be seen by me."
49,"Leila is a horror movie with lots of weirdness.br /> Oh yeah!, and it's set in the 1970 porn capital - Los Angeles..."
50,"Exorcismo is a Spanish horror film that borrows heavily from The Exorcist. Like many of theSpanishhorror films, this one stars Naschy and Paul 'The Killer Gloves' Alarcon..."
51,"I'm not a big fan of ""Exorcism"" and its sequels, but here it is again..."
52,"Inspector Gadget is back on the big screen, but what do you think about it?br />"
53,Disney's latest attempt at a live-action version of the classic Gadget movie is another colossal failure.
54,"""Get Smart"" was a cartoon which I had seen many times as an undergraduate.br />"
55,"Inspector Gadget is a movie I have been wanting to see for years.br />I watched it on the big screen and thought ""this could be better""."
56,"I'm not a big fan of CGI, but this was the worst film that ever made me want to scream at my TV."
57,"You've heard of the movie The Big Bang Theory?br />., a comedy about two best friends who are forced to live together after their father dies in an accident..."
58,Inspector Gadget is a film that will leave you wondering how it was made.br /> 
59,"The film is a disaster, the script was awful and I'm not sure why they released it."
60,"I'm not a big fan of this new Transformers movie.<n>br /> Filmed in 3D, it has the same look and feel as its predecessor but with much less action!"
61,Inspector Gadget is a movie about an inspector who goes on the run after being wrongly accused of stealing government money.
62,"I went to see this movie with my brother and sister-in law, we both loved the cartoon so much that when they said ""no"" it was like a slap in our faces."
63,The Big Bang Theory's Kunal Nayyar plays a scientist who has to help his father solve the mystery of why he is dying.
64,"Matthew Broderick and Jessica Alba have been spotted in Pittsburgh, Pennsylvania for the premiere of their new film The Best Man."
65,"I'm a big fan of the animated films, but this one was just not up to par."
66,Inspector Gadget is a Disney film that I'm not sure my kids will enjoy.br />
67,"Inspector Gadget is a character that has been around for many years, but his first film was actually made in the 1990s."
68,"I'm not a big fan of movies that are based on cartoons, but when ""Inspector Gadget"" was made in the 1970s and 1980br />I went into it expecting to see an entertaining movie with some fun characters who were more than just another cartoon character."
69,"Penny Marshall, the computer-savvy heroine of Disney's classic animated series ""The Big Bang Theory"" is back in a live action version that sees her team up with Chief Technology Officer (Billy Bob Thornton) to steal an important technology prize."
70,"I'm not a big fan of going to the movies with my friends, but this weekend we went and saw The Lego Movie."
71,I've been to a few horror movies over the years and never seen anything quite like this.
72,"The horror movie prank calls is out on DVD and Blu-ray now.<n> If you like pranks, a jump twice or more during the whole game doesn't make this worth it"
73,"The horror genre is back in full swing, and this time it's a bunch of teenagers who are going to have their fun at the expense (and maybe even kill) one another."
74,Braindead is a horror film starring Rutger Hauer and directed by Aardman Animations.
75,"A young detective (Rutger Hauer) is sent to investigate a murder at an exclusive private university in New York, when he meets the mysterious killer who has been living there for years."
76,A sequel to the hit horror film The Blair Witch Project.br /> I'm not a big fan of sequels but this one was alright!
77,"The sequel to the cult horror classic Silence ofthe Lambs has been released, and it'll have you shaking your head in disgust."
78,"I'm a big fan of horror movies, but this movie turned into more than just an excuse to watch some Halloween fun."
79,"I'm not a big fan of the teen movies, but this one was pretty good."
80,What is the worst Christmas Carol story you've ever seen?br />.<n>
81,A Christmas movie is a great idea when you can get away with making one that's so bad it makes the whole thing look like something out of an old Monty Python film.
82,This is a movie i've been meaning to watch for years.<n> and the dance numbers only sound right when you are singing them
83,"The first of the new summer blockbusters, which will see a hostof stars in action from now until September including Tom Cruise and Angelina Jolie (who plays her own character), is an odd little adventure set inside one-room cave on Earth."
84,Eric Schaffer's film about a young man who moves to New York City from his native Germany with the intention of becoming an actor is just another example how bad he can be as both director and star.
85,The only thing that matters to me about this is the fact it's a cult classic.
86,"The trailer for ""Resident Evil: Apocalypse"" has been released and it's pretty bad."
87,"The film SHUD has been described as ""a pornographic mess"" by the late Roger Ebert and it is not hard to see why."
88,"I have been watching this movie on my way home from work, and it was just so calm!"
89,"I'm not a big fan of technical errors, but this movie was pretty bad.*"
90,"I hate the movie.br />I'm a huge fan of movies about planes, but this one is just not up to scratch!"
