,summary
0,"The movie, City of Gold is a great film about the American dream but it misses one key detail."
1,"The film was a disaster, and it is not just the fact that there were no scenes with Humphrey Bogart."
2,Steven Segal's film adaptation of the best-selling novel by Michael Crichton about a young man who is asked to chop up an opponent in judo.
3,"Flight Of Fury is a sequel to Steven Seagal's 2012 action film The Force Awakens, which was the worst movie of his career."
4,"I'm not a movie fan but this one has me hooked.br />I watched it twice and both times the acting was lousy, script bad..."
5,"Steven Seagal's latest film is a dismal mess of an action movie, it doesn t even achieve that low expectation or complexity which I expect from any Action Film - this isnbr />totally embarrassingly bad."
6,"This is a movie that should be banned from cinemas.<n> putting all the credit in Marcel Mandu, presumably being available to users as The Final Pro"
7,"Steven Segal, the actor and comedian who made his name in films like The Big Lebowski is back with a lame action movie called Steve-Baby."
8,"Steven Seagal is back in the role of a bad guy, this time as an ex-policeman who returns to his hometown after being wrongly accused by another man."
9,Rat Flight of Fury is a film that almost has to be seen by anyone who's ever watched an action movie.
10,"The sequel to the action film Black Sunday is out in cinemas now, and it's all about one man."
11,"Steven Seagal's latest action movie, Stealth is a disaster.br />It was already bad before this film came out and now it has got worse..."
12,He's the action star who has good taste in women.... and he does have a lot of them!
13,"Steven Seagal's latest movie, Under Siege is a pretty average action film.<n>"
14,This is a big surprise.br /> I have seen this film before and there are many things that make it very difficult to understand what happened in the movie...
15,"Steven Seagal is back in a new role as an F-14 fighter pilot who takes on the Taliban and their ""secretive"" air force."
16,"I'm not a big fan of movies that are predictable, but Plane is one.<n>"
17,Steven Seagal's latest action movie is a near-parodic mess that doesn t even make sense.
18,"The film is so bad it's almost like a nightmare.br />The Length of the Film - It takes you back to when Seagal was still in his prime and he had no idea what would happen if someone tried him on again, but alas that doesn t stop this movie from being one hellof an hour long!"
19,"Steven Seagal returns to action in F Shadow Force, a Cold War thriller starring Steve Touissant and directed by John Sands."
20,"Steven Seagal's latest film, The Last Airbender is out in cinemas now and it has to be one of the worst movies I have ever seen."
21,"I am a huge Steven Seagal fan, and have been since the first time he was in The Last of Us."
22,"Steven Segal's latest film, The Fighter: A Spy Story is a cheapskate action movie that should never have been made in the first place."
23,"I'm a fan of Steven Segal.br />I love him as an actor but this movie is just not good enough for me to watch again, and it has left my brain in knots!"
24,"I'm not a big fan of reality TV, but this show made me feel like an outcast."
25,"Batman v Superman: Dawn of Justice is a film that feels like it was made for the big screen, with its dull dialogue and stilted action scenes."
26,This is a film that will make you want to run away and hide under your bed.br />
27,"Batman: The Animated Series is a complete disaster! When one episode ends, the effects are so shoddy andthe script remains unchanged for another week or two..."
28,"""Hitchcock and Travel"" is a dull, dreary romantic drama about two middle-class Londoners who find themselves on the brink of an unlikely friendship."
29,"Joan Barry and Sir Anthony Hopkins in a scene from ""On the Road"", an early Alfred Hitchcock film."
30,"Alfred Hitchcock's ""Rich and Strange"" is a romantic comedy that has its moments but remains dull."
31,"Alfred Hitchcock's first film is a rather dull affair.br /> The plot of this movie seems to be that two young people spend their inheritance on an expensive cruise ship and when the excitement dies down they become miserable in life, but then return home with it back again!"
32,"I'm not a fan of short films, but this one is so bad it almost makes me want to throw up."
33,"The classic 1950s soap opera, All My Children is back on our screens.<n> "
34,Watch the video to see what happened when I went home and found a bad Horror movie.<n>
35,I've been watching this movie for the last three years and it keeps getting worse.br />
36,"I'm a huge fan of the horror genre, but this year has been my first experience with Halloween and it is not going well."
37,"The Umbrella Directive is a comedy drama starring Gerard Butler, Emma Thompson and Michael Sheen.br />"
38,"Lommel's ""flesh-eating"" horror film is one of the worst movies ever made."
39,"I'm a huge fan of 'horror films.) and have been for the last 25 years or so, ever since my first film was released by John Carpenter in 1986."
40,This is a movie that should never have been released.br />I'm not sure what happened to the plot but it was very predictable and I don t think anyone would be able or want this film back in their lives!
41,"I'm not a big fan of boredom, so when the film started to get boring and repetitive for me it was like watching someone elses game."
42,"A suburban family is targeted by a serial killer in the new thriller from director Jason Bateman and his partner, Miranda Otto."
43,"Happy, Uncle Albert is a book that has been translated into more than 20 languages and made an international hit."
44,"Is it just me, or is this a book that can't be made into the movie?"
45,"The Hobbit: An Unexpected Journey has been given the green light by Disney, despite concerns over its budget and direction."
46,"It is hard to believe that a book as beautiful and intelligent, with such an amazing cast of characters could be turned into the kind (and worst) film you would see on TV."
47,The Girl with the Dragon Tattoo is a movie based on an award-winning novel by Stieg Larsson.
48,"I have to say that this movie is a disappointment.br />I am an avid fan of the books by British author, John L'Engle and his writing has been my obsession for many years now (and probably longer)."
49,I have just seen the movie 'A wrinkle in time' and it is really stinker than any book or film.
50,"This movie is a bit disappointing.<n> I really didn't like this film because it was not as good of an adaptation from Madeleine L-Engle, the author who wrote its predecessor The Nightmare Before Christmas!"
