,summary
0,The movie is a story of two sisters who join the hippies and seek to experience new culture in 70's.
1,"Hare Rama, a romantic comedy directed by Dev Anand and starring Ram Charan Teja in the lead role is an entertainer that will have you falling for its charms."
2,The story of two siblings who grow up in different environments and eventually join a hippie movement is an interesting one.
3,"I've been playing DTR for a couple of hours now and it is so much fun, i think its the best Max Payne game ever made."
4,Dead To Rights is a fun game that will keep you coming back for more.br />
5,"A horror movie parody made by high school students.br /> Filmed in the summer of 2010, this is a comedy about an aspiring actor who gets sucked into one's most notorious serial killer case, only to find out that he has been secretly working for him since his teens!"
6,"A horror film about a group of students who are sent to live with an old, tentacled serial killer in the suburbs."
7,"This is a story that will make you laugh, cry and even think!<n>.) "
8,"Momo is a new Japanese drama series that I've been dying to see. So Jun takes us from seeing characters who are very one move two dimensional, Sumire Matsumotoa played by Koyuki Nagano as her pet dancer starts getting jealous of him and the situation gets more complicated when she finds out he has another dog in his life..."
9,"This is my first time watching a Japanese drama.<n>br />I'm not much of an anime fan, but this was one show I found interesting and enjoyed!"
10,This is a very different kind of anime from the others I've seen.<n> The only one who truly fears her out Who she wants somethingdifferent and boring than normal...Momo
11,"I'm not sure how many of you are watching this show because it is so good, but for those who donbr />I am sorry to say that the last few episodes have been a bit dull."
12,"Tony's got a problem, he has to go down into Purgatory and find out what happened..."
13,"The new series of Top Gear is back, and it's a pretty good one.<n>"
14,The Sopranos is one of the best dramas I've ever seen.br />
15,"This is the first episode where Tony's dream split in two parts.br />I didnt understand what happened to him when he was dying so i rewatched it and found this very unique thing about his life, its not like any other story you have seen before!"
16,"The Sopranos is a show that'll keep you hooked for weeks on end, and this week it did just the trick."
17,"A murder mystery set in the 1980s, Adrien is a chiller that'll leave you wondering if it was ever meant to be."
18,"EXPOSURE is a gem of an '80s horror film.br /> It'd be hard to find anything quite like it in the current slasher genre, but that doesn""t mean this isn ""the one""."
19,"If you're looking for a classic adaptation of Charlotte Bronte's Jane Eyre, then this is the play to see."
20,"This is a review of one film that I have seen many times over the years, and it's worth watching again."
21,"Jane Eyre is a mess, but it's not as bad of an adaption that I can see."
22,I watched this miniseries for the first time when it aired on BBC One in Australia.br />
23,"I've been watching the BBC adaptation of ""Jane Eyre"" for my homework.br />"
24,This is a film that will make you want to read the book again and re-read it.
25,"This is the best movie I have ever seen., it's very good and has a lot of scenes that you don""t see in other movies!"
26,"Jane Eyre is a six-part drama series starring Charlotte Bronte, broadcast on BBC One in the UK from 13 April 2014"
27,"Jane Eyre, starring Timothy Dalton and directed by John Boorman is a 1983 romantic drama about the young governess of Charlotte Bronte."
28,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the worst adaptations to Charlotte Bront's classic novel ""Jane Eyre""."
29,"The BBC's new production of Jane Eyre is a stunning, nuanced and moving adaptation.<n>"
30,This is the version I am reading.<n> The Tale of a Lady and her Pea by Jane Eyre
31,I have to say that the 2006 mini-series of Jane Eyre is one my all time favourite adaptations.
32,"Jane Eyre is a wonderful story, but it needs to be properly delivered on TV.<n> The 2006 version of this series was the best I have ever seen and made me think again about what makes an excellent book - so much has changed since then!"
33,"I've been meaning to write about this film for a while now, but it took me so long because of the fact that my wife is allergic (and not even remotely interested in reading books) and also due partly or entirely as an act on behalf Of Mice And Men."
34,"I have seen all the versions of Jane Eyre, but this was my first time seeing a live version."
35,"Rochester is a comedy drama about the friendship between two young men, played by Dalton and Zelah Clarke."
36,"The story of Rochester and his wife, Jane; the trials that they face as a married couple in their first year together."
37,Jane Eyre is a film that will leave you gripped with the story of this beautiful young woman and her journey from innocence to maturity.
38,Jane Eyre is a story that has been told on screen many times but never quite as well.
39,I have always been a fan of the TV version and it is one that has stood out to me over all other productions.
40,Jane Eyre is one of those books that you just can't get enough.<n>br />
41,"I'm a huge fan of Jane Eyre., but the movie is not good enough for me to see it again"
42,"This with Jane Eyre is a film version of the 1983 miniseries which was based on Charlotte Bronte's novel ""Jane"" and starred Timothy Dalton as Rochester."
43,This is a very good video of the performance by James Dalton as Henry Rochester in Shakespeare's Hamlet.
44,The dilemma faced by the actors who play Jane and Rochester in this new stage adaptation of Charlotte Bronte's novel is a familiar one.
45,"This is a post about one of my all-time favourite books, and its many adaptations."
46,Jane Eyre is a classic novel that has been translated into many languages and this version of the book was made for film!
47,What do you think about the actors in this movie?<n> The grand mad man chases to kill Actors is very much a good film.
48,I'm not sure what happened to the girl who was stabbed in this movie but she is back and it looks like a lot of people were involved.
49,A thriller about a young woman who is sent to live with her mother in the snow for three weeks after she dies.
50,The Blair Witch Project is a horror film about an aspiring filmmaker who makes the mistake of turning into one-trick pony after being bullied by his sister.
51,"The film is a horror that has elements of psychological thriller and suspense.br />I give this an 8 because it's well made, the acting excellent (especially for its lead), there are some very gruesome scenes but I feel like they could have been done with more care - especially in relation to how fast-paced these final few minutes become!"
52,"A horror film that's both raw and murky is a must-see for anyone who enjoys gore, bloodied corpses or the occult."
53,"What a beautiful series of images.<n> I can not wait to see what your next feature will be, and hope you enjoy it as much!"
54,I've been to a few film festivals over the years and this is one of my favourite films.
55,"Prince's A Beautiful Mind is a comedy that, despite its title and the fact it features Morris Day as his fictionalised alter-ego (and real life) Jerome Benton - does not quite live up to expectations."
56,"Prince's Purple Rain is one of the most iconic films ever made and to celebrate its 30th anniversary, a special edition has been released on DVD."
57,"Prince is a film that has been around for many years, but it's not something you see every day."
58,"Prince: The Movie is a great film, but it's not the best of his work."
59,"This is a film that I have been wanting to see for some time, and it's one of the last times you will be able (and should) watch Prince on screen."
60,"The year 1984 was a very idealistic and naive time in the history of America, but it turned out to be one OfTheBestYearsInAmerica."
61,"What do you think about Purple Rain?<n> The songPurple rain, beautifully sung. I'm so glad i saw this movie!"
62,"Prince's first film, Purple Rain was released in 1985 and it is one of the most anticipated films ever."
63,"Purple Rain is one of my all time favourite movies, I have seen it many times and every year when i go to the Minnesota Twins games they play this movie so often."
64,"Purple Rain is one of the best movies ever made!<n> The classic soundtrack to this movie and album are both very good, I highly recommend them."
65,"Purple Rain is one of the best movies I have ever seen.<n> The principals and moral convictions inPurple rain are quite strong, if more films were to focus on this story it would be a better movie"
66,This is the best Prince movie ever made. What else could I say except for going to get this film now!
67,"The first time I saw Prince's 1984 movie Purple Rain, some reviewers complained that it was abusive and bad for the music."
68,"This is a great movie, the acting was good and it's not too long in between scenes."
69,Prince's Purple Rain is a classic and one of his best movies.br />I have been to many concerts by him but this was the first time I went see it on film - so much fun!
70,I'm a big fan of Prince and his music.<n> all but standing in the way
71,"As we remember Prince, who died on Thursday at the age of 57 after suffering an accidental painkiller overdose (he had previously been diagnosed with diabetes), I thought it would be a good idea to ask some other fans what they think about his music and films."
72,"'I only wanted to see you in the rain.' Prince once said of his rival band The Kidnia, who he had a falling out with over their music and eventually formed himself as an independent artist..."
73,"In the wake of Prince's death, a young fan asks us what he thinks about ""Purple Rain"" - an award-winning film that tells how his music came to be."
74,"Prince died on Thursday, but his music is still very popular.br /> So here are some of the best songs from this pop star's career that you might have missed!"
