,summary
0,The College Girl Murders is a 1960 film starring the late Joan Collins as an American college girl who gets caught up in some pretty bad crimes.
1,I'm not a big fan of fedoras and suits but this is one film that will have you shaking your head in approval as the director puts on his hat.
2,"I've been to a few of the Krimi films, but this is my first visit in quite some time."
3,"A murder mystery set in the early 1900s, starring a young American woman who is drawn into an international conspiracy to solve her mother'S (and father) disappearance."
4,"Alfre Woodard plays a woman who is raped by her house mate in the 1980s, and his obsession with finding out about it."
5,"A brutal, disturbing and harrowing true story of rape in the 1970s is given a gritty makeover by Robert Mastrosimone' “ his first feature film since The Godfather: Part II - which he also co-wrote."
6,"I'm writing to you because of the movie ""Farrah Fawcett"" which was released in Canada last week."
7,"I'm not sure if this is the first time that a Japanese film has been shown in my home town, but it does seem to me like an interesting and unusual way of getting around some common misconceptions about Japan."
8,Farrah Fawcett's performance in the film The Walk was so bad I had to watch it again.
9,"A woman who is raped in a New York City apartment asks an important question, and it's the stuff that makes this film perfect: should we help or shouldntwe?"
10,"A horror film about a woman who is brutally attacked by her violent ex-boyfriend, Joe (James Russo), in the early 1970s."
11,"Farrah Fawcett's life and death is the subject of a new documentary by British director Duncan Jones, which tells how she was abused as an child."
12,The film is based on the true story of a woman who was raped by her husband while he worked as an emergency room doctor.
13,The Rape Act is a film that tackles the issue of rapes in an honest and sensitive way.
14,"I've seen it many times, watched a lot more than once and never let go of the feeling that this is one film where you just can not put your finger on what makes me happy."
15,"One of the most famous directors in cinema history, Roman Polanski has died at his home near Los Angeles."
16,"I'm not a huge Roman Polanski fan, but this film is so much more than that."
17,"Roman Polanski's latest film, The Ghost Writer is a horror movie that will leave you feeling scared to death."
18,The Tenant is one of the most intense and disturbing films I have ever seen.br />
19,"The Tenant, a horror film by Polish director Roman Trelkovsky (The Pianist), stars Andrey Zvyagintsev and Annalisabeth Shue."
20,Roman Polanski's latest outing as a diffident Jewish man living in Paris is an exercise of the kind that would make any director proud.
21,"This is a video of my friend who has two hands.<n> I think it's the most interesting thing about this movie, that he can see both sides and still be scared!"
22,"I'm writing this from a magical food locker.br />I wish it was me, because that would be the most wonderful thing ever to happen in my life and yet somehow not so much today as 50 years ago when they were invented..."
23,"French director Michel Hazanavicius's latest film ""Leat"" (Little Dancer) is a horror-comedy about two young people who are forced to live together in the same apartment after their landlord commits suicide."
24,"I have been watching Roman Polanski's film ""Oliver Twist"" for the past two weeks and it has turned out to be a nightmare."
