,summary
0,"The film is a disaster, the director has been sacked and it's not even close to being good enough for me."
1,"A low budget disaster film with a twist, starring the likes of Michael Sheen and Catherine Zeta-Jones."
2,"I'm not a big fan of movies that are so bad, but this one is pretty damn awful."
3,"I'm not a big fan of mountains, but this movie made me wonder if there is any truth in the saying ""there are no hills."""
4,"""Power Play"" is a really bad movie.br />I'm not sure if it was made in the 70s or 80th Century, but I think that would be considered poor value for money because of its quality and cast."""
5,"I'm not sure if this is the worst film ever made, but it certainly has its moments."
6,"This is the worst movie I've ever seen.<n> ""Save yourself in 1.2 seconds"""
7,"I think this is the worst film ever made.br />I don't know what happened to that guy, he was a total idiot and they should have just let him go!"
8,"'Power Play' is a disaster movie that was meant to be.br /> It has the look and feel of an action film with some elements from one or two classic Chinese films, but without all those ingredients being put into it for its sakes"
9,"In the film, she plays a Russian basketball player who is forced to leave her homeland and join an American team."
10,I'm not a big fan of donkey movies - but this one is so bad it should be banned.
11,"The Great American Movie is a mess.<n>br /> This film has all the ingredients for an awful movie, but it does not have to be that way!"
12,The idea that two private contractors are hired by the CIA to blow up a building is so preposterous it's almost comical.
13,"I was so disappointed by The Pekinpah Elite that when it came to watching the film, my mind went back a few years and into one of those films where you're not sure what is going on but then there are no real answers."
14,"Another too bad film.<n> This is a true to the basics of what it was all about, just another one in an endless series that never gets any better or worse from there on out!"
15,"Chilean film ""Dead Letter"", starring Miranda Otto and George Del Hoyo is out on DVD from 23 December."
16,"The Dead Letter is a movie that I've seen hundreds of times, only told here slightly different circumstances."
17,"A low-budget film about a couple of postal employees struggling to rebuild their damaged lives, 'Dead Letter Office' is disappointing in its overall tone and over thematically represented."
18,I'm not sure what this movie is about but i can see why people would be scared of it.
19,"After watching the film, I'm wondering if there are any clues as to why this was a bit of an off-putting experience."
20,"Bonejack is a satire on the low budget horror genre, starring Chris Seaver as Mulva."
21,"I'm not a big fan of these guys.<n> If you can do it, make something better..."
22,"The good news is that this movie isn't as bad when it comes to making fun of the genre, and its not so much a parody or an homage."
23,I remember watching Gloria and Archie's wedding in The All Family.<n> the series right then?
24,"The world is going to end.br /> It's a sad state of affairs, but it has been predicted for thousands and millions years now - so why bother making this movie?"
25,"I'm a huge fan of Pacino and Carlito, so when he was offered the chance to play an Italian mobster in this remakes Way Not..."
26,The Godfather: Part II is out now on DVD and Blu-ray.<n>...and the sequel!
27,"I'm not a big fan of action movies but this one was alright.<n> The day after the movie, my friend and i were both like ""what is that?"""
28,"Al Pacino has been talking about his new film, The Godfather: Part II....and he says it's not the same as its predecessor but that they did a different story and made more sense than what we know now!"
29,"I'm not a big fan of remakes, but this one is pretty much the worst."
30,I have been watching this film for the past few days and it was a bit of an embarrassment to see how poorly done these films were.
31,"I'm not a big fan of remakes, but ""Scarface"" is one that should be given another chance."
32,"In this week's Movie News Minute, we take a look at the remake of ""Bumper Beat"" starring rapper Carlito Don Vito."
33,The sequel to the cult comedy about a boy who moves in with his father after he loses control of himself has been released.
34,"I'm not a big fan of this movie.br />I think it was the worst film that ever came out on DVD, and probably one you won t want to see again!"
35,"P Diddy, Sean 'Diddy' Combs and Nicky Minaj are all starring in a remake of the classic gangster film The Italian Job."
36,This is a review of the film The Legend Of Tarzan.<n> br />-----------------
37,I'm not a big fan of this film... it was so predictable and lame that you could almost hear the music being played in my head.
38,"In our series of letters from African-American journalists, filmmaker and columnist Richard Roeper looks at some inconsistencies in the sequel to Al Pacino's classic Mafia novel ""Carlito"":"
39,"Rise to Power is a prequel of the original Carlitos Way.<n> I would say it's just another movie that has no sense in its ending, and doesn t make any more use than what was already there for us fans who loved this first one so much we want them back again but they donTMt have time or money on their side anymore..."
40,The prequel to Carlito's Way is not a good movie at all. the original takes place in 1975
41,"Rise to Power is a disaster.br />I'm not saying this movie isn""t good, I just don ""can""."
42,"The 50th anniversary of the release in 1963 by Warner Bros., ""The Day After Tomorrow"" is being celebrated with a special screening at London's Royal Albert Hall on Friday night and an online Q&A session for fans to ask questions about what it means today..."
43,"I am not a fan of this movie., but it is still good to see the original and its cast on screen again"
44,"The sequel to the hit comedy, ""Pong"" is a disaster.br />I am not going on about how bad this movie was because I don't want people who enjoyed it or even watched its predecessor hating them again when they see their last one!"
45,"I'm not a big Robert De Niro fan but he is one of the best actors in Hollywood and his latest film ""Greetings"" was an amazing movie..."
46,"The sequel to one of the best comedies ever made, Vacation.br /> European vacation is a let down..."
47,"The film is set in the United States, but it's not a surprise that most of its audience are from Europe."
