,summary
0,I have seen this movie a few times and it is the worst film that has ever been made to me.
1,"Burtynsky's work is a joy to look at, but it can be tricky when you want the full effect of his photographs."
2,Edward Burtynsky's Manufactured Landscapes is a film that attempts to show the devastating impact of industrialization on Asian societies.
3,This is a really bad film to watch if you're not used or interested in making films.
4,"In his latest film, photographer Carsten Mller explores the relationship between nature and human activity."
5,"Rex, the Destroyer is a remake of an old Greek film that was originally directed by Otto Preminger."
6,"I'm watching a movie and the song ""Eye of The Tiger"" comes on.<n>"
7,A horror film about a man who tries to kill people by cutting off their phone lines.br />
8,"Back in the day when I was a kid, my favourite horror film of all time came from British director David Lynch's The Texas Chainsaw Massacre."
9,"Marty McFly is back in a new film called The Hollars, where he takes his revenge on the people who tormented him as they all go to their high school reunion."
10,If you're a fan of '80s horror films then this is the film foryou.
11,"The following is a review of the horror film ""Hostel"" by Michael Phillips.br />"
12,"""Slaughter High"" is a movie that should be thrown away. I've got to say, this film has me in tears..."
13,The film is a horror about two blonde girls who find the body of their friend in an acid-filled bathtub.
14,"The first time I saw Slaughter High, it was a pretty good movie.<n>...and then he killed himself again!"
15,This is a horror movie that I'm not sure if you have ever seen or havent yet watched but it seems to be the type of film where there are some pretty sadistic scenes and then things get out-of hand.
16,"A group of misfits from a small town in the US state Of Maine are sent back to their old school for an initiation ceremony, only this time they're not just any ordinary teenagers but also high-school students."
17,"Judy Garland's first film, The Wizard of Oz is a pretty awful movie.<n> But it be worth the 2.50 to rent for its cringe dated script and bad acting (and not forgetting that there are some really good numbers)."
18,"The Lost World is a film that's been around for more than 20 years, but it still manages to be one of the most boring films ever made."
19,"I'm not a big fan of the X-Files.I don...well, at least when it comes to my favourite show which is why this episode was so disappointing for me (and many others)."
20,The X-files is one of the most popular and longest running crime dramas in television history.
21,"The film is a mess, and the director has been badly let down by his actors.<n>"
22,I have seen all the films in this series and it is a pretty good collection of movies.
23,"In the early 90s, walking dead films were a big thing.br /> It was not just horror fans who loved them - they also had their own spin-off series and even made it into an animated film called 'The Walking Dead'..."
24,"""Zombi 3"" is an Italian horror film that was made by Lucio Fulci, but it's not a good movie."
25,"In our series of letters from film fans, filmmaker and writer David Shrigley reflects on his latest movie ""The Big Sick""."
26,"This is a pretty good film.br /> I'm not sure why this movie has such an ""outrageous"" ending, but it does have some moments of humour and pathos that make you care about the characters even more than they do themselves..."
27,Zombi 2 is a disaster.<n>br />I'm not sure what happened to the original but I think it was killed off by some kind of CGI or something like that
28,"I'm not a big fan of dubbing, but this is the worst.br />"
29,"I'm not a fan of zombies, but this film made me want to run away and die."
30,I've been to a few Zombie films and have never seen anything quite like it.br />
31,"I'm going to say this, that i think zombie 4 is a good film.<n>"
32,"Zombi 3 is a film that almost didn't happen.<n> The script by Fragasso was more than just split between two writers who thought they could complete the story on their own, so ended up having to shoot all of it together!"
33,"Zombi 3 is a film that's so bad it could be called ""so good"", and yet somehow the director of this latest entry in what has become one our most beloved horror franchises manages to make something as awful or worse than any other."
34,"I'm not a fan of Italian horror films, but this one is pretty bad.<n>"
35,The Italian film industry was so desperate for a new take on the Romero franchise that it had to import and release two sequels.
36,"""Zombie 3"", the latest film from Italian director Antonio Fulci (Last Tango In Paris), is a sequel to his 2010 hit One-eyed Zombie."
37,"Dan O'Bannon is a bit of an under-the-10s when it comes to acting, but he does have some pretty good lines in this film."
38,"Zombie 3 is one of the best zombie flicks we have seen yet.br /> Canister gets released in this sequel to Confused, but also returns as a regular cast member for another great instalment!"
39,"George Romero's seminal 1968 zombie film The Living Dead is being remade in the US, with a new twist - it tells of an outbreak that affects humans and their pets."
40,I'm not sure if this is a good or bad thing but it seems like the director has gone back to his old school and made an awful lot of movies that are just too similar.
41,"I'm going to start this by saying that, for the record (and as a matter of fact all movies), The rose is not my kind."
42,"I have watched this movie for the past three weeks.br />I am a mature adult and my decision to watch it was based on two major mistakes that were made by me, both of which are very regrettable but not surprising at all because they occurred while watching what is arguably one or more ""most deviant"" pornography films ever released in America (and certainly none since)."
43,"I'm not a big fan of the new film The Spy Who Loved Me, but it is well worth seeing."
44,It's a Batman spin-off that is not going to make you want or need another one.
45,"I'm not a fan of the movies, but this one was ok.<n> The Batman: Arkham City movie is alright and it had some drama too..."
46,The film Blind Dayan is a very good example of the promising direction that has been taken by young Polish directors.
47,"A peach.<n>br /> Ignoring the whole ""what if"" question, this is a movie that's more interested in its own symbolism than anything else!"
48,"Director: Dibakar Banerjee Starring:0 Amitabh Bachchan, Manoj Bajpai and Anu Malik Release date:19 March 2014"
49,This is a movie that will make you want to run away and scream at the top of your lungs.
50,"Watch Go Goa Gone online free, watch go gaon gannoni full movie on 123Movies."
51,"I saw this movie last night and it was so bad, that the only thing left to say is: ""I'm sorry - but you can see why..."""
52,"I've been watching this video for the past few days, and it has got me wondering what is really bad about movies."
53,"Whoopi Goldberg's reviews of the week in movies.<n> ""Fatal"" cop show is a dull, cliched bunch - too bad it doesn t have FX to make its own TV series"
