,summary
0,"The Time Square is a movie that will leave you wondering what happened to your favourite actor, Tom Cruise."
1,"""'Knight and Day,'A Hologram for the King"" is a taut thriller with plenty of surprises."
2,"Russell Crowe's latest film, a remake of the Spanish drama VANILLA starring Penelope Cruz and directed by Pedro Almodovar (who also wrote it), is much more fleshed out than its predecessor."
3,I've just watched the remake of Top Ten and it was a great experience.br />
4,"Vanilla Sky is a romantic comedy starring Tom Cruise and David Aame, which tells the story of two strangers who meet on an island in Hawaii where they fall for each other."
5,"I am a huge Tom Cruise fan and have been since the age of five, but until recently had no idea what to make Of Mice And Men into."
6,I'm not a big fan of the Coen Brothers but this was one that made me want to go back and watch it.
7,I saw The Skyline at the cinema last night and it was one of my favourite movies ever.
8,"Steven Spielberg's David is a different kind of movie to the one he made in 1993 called The Color Purple, but it still has some interesting things going on."
9,"i'm not a big fan of science fiction, but this movie has me hooked.<n>"
10,"In our series of letters from Canadian journalists, film critic and columnist David Akins looks at the new romantic comedy Vanilla Sky."
11,"I remember watching The Godfather when it was released.<n> This movie made me think about the importance of education and how important that is to my future, not just for myself but also as a society..."
12,"I'm a big Tom Cruise fan, but when it comes to film like this one where he plays an oil painter and his girlfriend is played by Katie Holmes - who also happens be the wife of another famous artist..."
13,"Vanilla Sky, the new film from director David Aamecom and star Keanu Reeves is out in US cinemas now."
14,"The plot of this film is a bit confusing, but it's not the first time I have seen something like that before."
15,"Vanilla Sky is a wonderful film, acting and music makes it feel ""right"" but critics turn away from this movie because they say the original was weird."
16,"Vanilla Sky is the latest film from actor Cameron Crowe, who has previously starred in such films as The Proposition and3:10 to Yuma."
17,"James Bond 007 is one of the best games I have ever played.br />I give this a 10/10 because it's so good and has all kindsof missions that you can do in any type or situation where your job depends on whether someone dies, gets injured (or both) etc..."
18,Bond: The Official Video Game is a really good game.<n>br /> this games are very fun to play and the story of bond can be pretty cool too
19,I'm not a huge fan of the James Bond first-person shooter series.br />
