,summary
0,A film is a form of media that has been used for many years in the world.
1,"The film is a dark, gritty drama about two young men who are drawn into the criminal underworld in Santiago."
2,Chilean director Alejandro Trejo's latest film Temuco is a crime drama set in the world of strip clubs and prostitution.
3,The Chilean film Los Debutantes (Los debutantes) is a dark comedy about two brothers who work in the same strip club and begin to manipulate each other.
4,I'm not a big fan of action movies but this one was pretty good.br />
5,"Canana is a film that moves between the two main stories it tells, one of which involves an ex-policeman who has been living in prison for decades and another about his son's murder."
6,"The sequel to the classic anime series Megazone, 23D: Dubvettama is a tale of two teenagers who are sent on an adventure across space and time."
7,I have been a fan of the Robotech series since it was first released in 1986 and one thing that has stuck with me is how much Michael Bay loved this franchise.
8,"Terry Gilliam's 12 Monkeys is a time-travel thriller that sees Bruce Willis return to the role of an exasperatingly incompetent scientist who sends himself back intime and travels through space, past or into present day."
9,"Bruce Willis's latest movie, ""Twelve monkeys"" is a great film with some very good moments."
10,"I'm not a big fan of science fiction, but when the opportunity came to rent one for my birthday this year and see some action from Bruce Willis with Brad Pitt it just seemed like an ideal fit."
11,Terry Gilliam's Back to the Future is one of my all-time favourite films.br />
12,"A time-hopping thriller with a twist, starring Bruce Willis and Janet Peoples. This one's not for the faint of heart!"
13,"Life On The Earth is a film about the future, and it's not just any past."
14,"Sometimes you need to pay attention and sometimes not.br /> With 'Twelve Monkeys'you needstopayattention, but if that doesn t happen then it is better than nothing at all!"
15,Terry Gilliam's The Twelve Monkeys is a film that will leave you spellbound.br />
16,"Terry Gilliam's latest movie is a strange, complicated time-travel story that will leave you wondering who made it and why."
17,"Terry Gilliam's latest film, The Man Who Killed Don Quixote is a movie that can be described as ""linear""."
18,Bruce Willis and Brad Pitt star in a Sci-fi thriller about two people who are sent back into time to stop the annihilation of mankind.
19,A time-travelling scientist (Terry Gilliam) travels back in the past to retrieve information about a virus that wiped out most of humanity.
20,"Sci-Fi is one of the most popular movie genres out there.br />I'm not a big fan, but I have to admit that this year has been my best ever for watching movies in it!"
21,"I've been watching this movie for the past few days and it has made me want to go back in time, travel through my mind."
22,Terry Gilliam's sci fi thriller The Man Who Killed Don Quixote is one of my all time favourite movies.
23,How do you rate this movie?<n> The love story is beautifully portrayed and You can really feel longing in a romantic post-apocalyptic film.
24,"A virus-kills everyone in a small town, but the survivors must work together to stop it from spreading."
25,"Bruce Willis' latest movie, The World is a Size Smaller than Yours has been released on the 22nd of July and if you want to know what this film will do for your enjoyment then read my review below."
26,"The film is a time-travel story about 12 Monkeys who travel back in the past to 1996 and try, through their actions as wellsasiness of animals that they have caused something called ""The Twelve Monkey virus"" which has killed over one billion people."
27,Terry Gilliam's Twelve Monkeys is one of the best movies I have ever seen.<n> The Ten Commandments
28,Terry Gilliam's The Man Who Killed Don Quixote is one of my all time favourite films.
29,"""Twelve Monkeys"" is a movie about madness, insanity and mental institution.<n> The story of the film was inspired by two movies named Labrée (The Day People Died) which were made in 1990 but not just because they had been filmed that year or simply due to being an inspiration for it - both are still entertaining films today"
30,"I'm not a big fan of Blade Runner, but this is one film that will leave you wanting more."
31,"Back to the worlds is a very good movie.br />I think it's one of those movies that you have got yourself into and then leave with some kind or another feeling like ""wow, this was so much fun""."
32,"In our series of letters from African journalists, film-maker and columnist Ben Collins looks at the paradoxes surrounding time travel."
33,"Posted by: Yvette on Thursday, November 5th 2016 3:45pm PST Terry Gilliam's ""The Man Who Ate My Homework"" stars Brad Pitt and Bruce Willis in a futuristic thriller about an ex-policeman who becomes the leader of his own supersecret society."
34,"What do you think about the film ""The Ebola Story"", starring Brad Pitt and Matt Damon?"
35,Terry Gilliam's Twelve Monkeys is one of the best time travelling movies I have ever seen.
36,"In our series of letters from African journalists, film-maker and columnist Ben Collins looks at the paradoxes surrounding time travel."
37,"Terry Gilliam's latest film, The Cole (or All the Monkeys), is a dystopian satire set in an alternate future where humans have been wiped out by disease."
38,"Deanna Durbin, the actress who became famous for her role as ""Miss Fixit"" in The Swiss Girl of Switzerland and later appeared on stage with Barbara Read has died at age 74."
