,summary
0,I'm a big fan of action movies and this is one that i cant get enough Of.
1,Jackie Chan's Police Story is one of the most famous action films in Hong Kong history.
2,Jackie Howard's latest movie is called The Man with the Golden Gun and it tells a story about an old man who tries to save his country from being taken over by some bad guys.
3,Jackie Chan s Police Story is one of the best movies I have ever seen.<n>
4,"This is a film I have seen many times and never liked. If the musical score was much,much better"
5,I've been watching this movie for a while now and it is one of the best shopping movies i have ever seen.
6,"TAM is a romantic comedy set in the Middle East during World War Two.' - Wikipedia, by Robert Harris"
7,Lesa Alwin's performance as Princess Tam in the French film 7th of July is a delight to watch.
8,I've been to the cinema a few times and this was one of them.<n>...
9,"I watched the movie ""The Fault in Our Stars"" with my friends and they all loved it!"
10,"I love this movie, it's so good and the actors are really cute!<n>..."
11,"I've been a fan of Mary-Kate Stanton and Ashley Tisdale for quite some time now but this movie, The Marvelous Mrs. Maisel was the first one that really caught my eye!"
12,"I'm not a big fan of this movie., but it is one the best movies about twins that have ever been made and they are both pretty good at whatthey do..."
13,"The Gimp King is a fine film about the lives of disabled people. by no means complete portrait, but finely examples from human beings with CP"
14,"The last time I saw Jim Lewis was at the premiere of his new film, 'The Man Who Ate His Last Supper'."
15,"The Artist is a film about the painter and sculptor Jackson Pollock, who had cerebral palsy."
16,"The Artist is a wonderful movie about the life of Christy Brown, who was born with cerebral palsy and died at just 18 years old."
17,"Daniel Day-Lewis' performance in ""My Left Foot"" is a great way to make you feel sad, or laugh at something."
18,"The film, which is based on the true story of a young artist who grew up with cerebral palsy and became an acclaimed painter in his own right has been released by Roadside Attractions."
19,"The Baftas are always a chance to honour the best in British film, and this year's was no exception: ""My Week with Marilyn"" won four awards including Best Film - which is an absolute record for any UK ceremony."
20,"In our series of letters from Irish journalists, film-maker and columnist Daniel O'Connell looks at the greatest left foot in cinema."
21,A film about a disabled man who uses his left foot to write and paint is being released on DVD by the National Film Registry.
22,"In our series of letters from British film critics, Nigel Hunter looks at the Oscars' recent history in terms ""of disabled characters""."
23,"My Foot is a film about an artist, Christy Brown (Daniel Day Lewis), who was born with arthrogryposis - the condition that causes joints to move in one or more of his fingers and hands."
24,"Christy, the film about a boy with cerebral palsy who overcomes all his fears and dreams to become an international model is one of those movies that makes you want more."
25,"The film is a wonderful story of determination and hope, told through the eyes (and feet)of Christy Burns' character who was paralysed from birth."
26,"The Greatest Story Ever Told is a movie that will make you cry, laugh and think.br />"
27,"This is a letter from my dear friend, Helen.<n> ""NotEthnic Family Therapy"" was typical of Christy Brown's roles as an Irish therapist and player in Typical Parents & Doctors therapy (see below)."
28,"I'm writing this post because i saw a film called ""The Walk"" and it made me cry."
29,"I'm a huge fan of Daniel Day-Lewis and his work, so it was no surprise when he won an Oscar for this film."
30,I've been a fan of the BBC drama The Hour for many years and have to say it is one my all-time favourite programmes.
31,Daniel Day-Lewis's performance in The Artist is one of the best I have ever seen.
32,A film about a boy who is given the chance to write his own story after he meets an artist with special needs.
33,"Daniel Day-Lewis is one of the most gifted actors in Hollywood history.br /> He's been a star for more than 20 years, winning an Oscar and three Golden Globes as wellas being nominated twice himself - once with Steven Spielberg on ""Lincoln"" (2006) to win best actor but also again last year when he won his second Academy Award playing Abraham Lincoln at age 88"
34,Daniel Day-Lewis has won an Oscar for his performance in the film It's a Wonderful Life.
35,"This is a film that will leave you wanting more.<n> The father and son relationship between Christy Brown, who has cerebral palsy but still writes poetry in his spare time -and Hugh O'Conally as the younger man with Aspergers syndrome are both terrific performances"
36,Daniel Day-Lewis has died at the age of 88.<n> I cannot say it isthe greatest actor all time in history
37,He's the only actor I know who can play a man with cerebral palsy in an animated movie.
38,"Daniel Day-Lewis is a pretty impressive actor, but his Oscar for ""My Left Foot"" may be the film that makes him famous."
39,"Twenty years ago this week Daniel Day-Lewis won his first Oscar for playing a man with cerebral palsy in ""My Left Foot."""
40,I'm not a big fan of the BBC dramas but this one was very good.<n>
41,"I'm not a big fan of remakes, but this one is worth the wait."
42,This is a movie that caused me to fall off my bike and hurt myself.br />
43,"This is a movie I'm going to watch over and again.br />I know this isn t the best film in any way, shape or form but it does have one thing that most movies don’TMt: It has an annoying Japanese stereotype!"
44,"I've been hearing a lot of people say that this is the best movie ever, but it isnt."
45,"Director: Jerry Lewis Starring:0 Noriyuki Pat Morita, Jay Leno and Wayans Phillips"
46,"A police officer in a small town chases an Asian man who is trying to rob him, but the two are forced into dangerous situations when they cross paths with each other."
47,"The Back-up Plan is a buddy cop movie that I think should have been called ""The Bad Cop""."
48,"I'm not a big fan of the remakes, but this one is pretty good."
49,"I am writing to you because the movie ""The Greatest Story Ever Told"" is boring.I have seen it more than once and found out a lot about religion, but not much else; however if anyone has any questions or concerns they can contact me at sjordan@gmail-com"
50,I'm not a big fan of the BBC version but it was good enough for me.
51,"I've just watched a short film called ACD, which is about the fictional detective Arthur Conan Doyle."
52,"The life of Sir Arthur Conan Doyle, creator and inspiration for Sherlock Holmes is explored in a new documentary by BBC One's Making A Murderer team."
53,Buster Keaton's The Three Ages is a comedy about two misfit teenagers who are forced to live together in the same town.
54,"Buster Keaton's first feature film, In the Roman Age ofBuster riding a chariot with Beery and Wallace in this Stone Ages is being shown as part Of The Films That Made Us."
55,"Buster Keaton's latest film, A Good Day to Die Hard is a comedy about the perils of being caught up in two different time periods."
56,"I'm not a big fan of Roman comedies, they are often too predictable and the dialogue is sometimes rather preachy."
57,"Buster Keaton's 'Intolerance, the Three Ages of Rome.) is a film that takes risks and does not always come out on top; it could have been much worse but for his boldness in taking such risk with this feature-length parody to pay tribute (and homage!)to Charlie Chaplin - who had already done similar films like Carmen or DeMille as well..."
58,"In the summer of 1916, a German aristocrat named Herr Graf ( Buster Keaton) decided to make an unusual film count that would become one and only silent feature length."
59,"Mel Brooks' Buster the Barbarian is one of his most popular and well-known movies. The underlying theme, as with many comedies from this era it still resonates today (even though we have a much more modern version now), helps to make ""Buster"" such an entertaining film for all ages!"
60,AGES is a comedy that has all the ingredients of an entertaining romantic drama.br />
61,This is a great example of why Michael Keaton's work remains so popular.<n> The General
62,"Buster Keaton's voice is heard in a number of films, including ""The Goat"" and the animated film The Lorax."
63,"A young man, Gerald (Adrian Pasdar), is drawn into a relationship with an older woman called Geraldine."
