,summary
0,I have been a huge fan of David Beckham since he was born and this movie is one that has stuck with me.
1,"Keira Knightley and Parra Paxton star in the football-themed movie ""Bend Beckham"", which opens on Friday."
2,"I'm still smart.<n> ""In spite of the fact that they are all white."""
3,"David Beckham is the central character in ""Bend it like a Girl,"" an Indian-American comedy about teenage soccer fans."
4,"East is West, the latest film from British comedy duo The Thick of It's makers (who also wrote and directed this year br />) tells a story about two families who are separated by their football rivalries."
5,"A very funny and realistic film about a family who live inBend, Australia where the Beckhams are from."
6,I'm not a football fan but this film is so good it makes me want to go and watch more games.
7,"The sound track for the film ""My Sister's Keeper"" is by renowned composer and conductor, Nitin Sawhney."
8,"I watched this movie with my friends and we had a lot of fun. When Jazz starts playing for an football team secretly, she finds out how to get married but her parents want it abroad"
9,The film is a gentle satire on the idea that women should not be allowed to play sports.
10,"Bend it Like Beckham is a great film, full of heart and humour. Even if you don't like football to see this movie!"
11,Dirty Dancing is a classic film about the struggles of two young Indian girls to break into an elite British sports team.
12,"Jess, the shy and awkward girl who wants to play football in India is drawn into a love triangle with two boys from her school - one of them an Indian boy."
13,"Two teenage girls from opposite sides of the London divide, who both have a passion for football and are in love with one another - fall head over heels into each other's arms as they dream about becoming professional footballers."
14,I'm not a big fan of sports movies but this one was good enough to make me wantto go and watch it again.
15,"Pinky, a young girl from England who dreams of becoming an Indian-American singer and dancer in the US music industry with her sister Yasminda (Paraminder Nagra), is taken to India by their parents."
16,A film about a young girl's decision to marry her gay best friend and the challenges of raising children in an increasingly multi-cultural world.
17,"I've been to a few film festivals over the years and have seen some excellent films, but never one as much hype or interest than this."
18,"I'm not a big fan of pop culture movies, but this one is pretty good."
19,The Big Bang Theory's Kaley Cuoco plays a young girl who wants to play soccer but her family doesn t want it.
20,"The film is a lot of fun to watch.<n> Next time we will make it the day before, and plan on eating this with spices because one gets better"
21,"""Bend It Like Beckham"" is a film that got very little exposure here in the United States."
22,A romantic comedy about a young couple who fall in love and get married.br /> 
23,A story of two girls who are drawn into a rivalry between their local football club and the big boys in town.
24,The film It Like Beckham is a story about an 11-year-old girl who defies her mother's wishes and tries out for the family soccer team.
25,"Bend it like Beckham is a coming-of'age movie about an Indian girl who falls in love with England and her coach, but their friendship causes issues for both families."
26,The story of King David's battle with the Philistines is a tale that has divided opinion for centuries.
27,"The story of the young Bathsheba (Susan Hayward) and her dance troupe who travelled to Jerusalem in search for a Messiah, directed by Henry King."
28,"Billy Sunday Of Great Britain is a moody, melancholy drama about the ancient Greek hero Poseidon (H. Peck) who sets out to save his people from extinction by spearing Neanderthals in what was then Greece and Italy"
29,I have seen this movie a number of times and it is one the best movies that has ever been made.
30,"The third and final film in the David series, KingDavid is a faithful remake of its first two instalments but it's not quite as bad or satisfyingly good-looking nor does It follow much tradition."
31,"The new film from David Magee and Gregory Peck, King Turns is out in Northern Ireland this week."
32,"David and Bathsheba is a Technicolor Biblical picture, starring Leon KingDavid's) Gregory Peck as Nathan."
33,The biblical story of King David and his wife Bathsheba is a tale that can be told in the most brutal way.
34,"""David"" is one of the greatest films ever made.br /> It was released in England and America on 20 April, 1953"
35,"""David the Goliath"" is a classic of biblical epics, starring Gregory Peck as David and directed by Henry King."
36,"This is a film that I will be watching again and Again.<n> The story of the Trojan Horse, its people (and how they got there) are some pretty moving stuff..."
37,"Jaco van Dormael's Le Huiti Jmeour is a film which will leave you in tears, with laughter and sympathy."
38,"The film is a love letter to the cinema, with an unexpected twist.br /> "
39,"The eighth day of the week is a special one.br />Friendship, by French writer and director Michel Faber (The Artist), tells an extraordinary story about identity crisis in modern society - through two men who are separated because they have different views on what constitutes human existence"
40,"The film ""Rain Man"" is a very well made and acted drama about the relationship between two young men who are both mentally disabled."
41,"Daniel Day-Lewis and Anne Hathaway star in 'The Eighth day', a film about an aspiring actor who finds himself drawn into the lives of two people he meets on his eighth morning."
42,I'm going to start this post with a film that has been on my list of films for years.
43,The eighth day is a special time when we meet new people and discover what they have in common.
44,I'm not a big fan of sentimentality.<n> This movie has some cynics but it is quite the message that life matters only when love acts like this
45,"The film is a very touching and emotional story.br />I was so moved by the movie that I am now planning to watch it more often, as this message of kindness towards people with disabilities needs further attention in society"
46,Majidi's The Color of God is a film that makes you feel like the ultimate intelligence.
47,"A Japanese comedy about a young man who moves to America with his family and finds himself drawn into the lives of two teenagers, played by Rinko Kikuchi."
48,A love story between two neighbours who meet through a mutual friend.<n>...and the best part is that it's not just about them...it has to do with their friendship and how they relate....
49,"jaco van dormael's ""Le huiti joureme"" is a masterpiece."
50,The Greatest Story Ever Told is a wonderful story about how people with Down Syndrome can help each other in their daily lives.
51,"I'm not a big fan of the ""Divergent"" series, but this film did manage to make me want more."
52,"This is a film I have been wanting to see for years, but never got around the chance."
53,"This is a great movie to watch if you are interested in retarded people.<n> It's been called ""the best film ever made"" and it has won many awards, including the Oscar for Best Foreign Language Film"
54,I've been to see the film The Wind in Your Pocket and it is one of my favourite films.
55,"I've just finished watching a film called The Shipping Forecast, which is about the shipping industry in America."
56,"The Truman Capote novel ""In Cold Blood"" was a best-selling book in the 1960s, and became an international literary sensation."
57,"""Cold Night"" is a horror film that makes you want to run away from the house."
58,"What is your favourite film?<n> The fact that it contained big stars helps push It over the top as you pay closer attention to their story, rather than on a name like 'In Cold Blood'."
59,"The brutal murder of a Kansas family in 1959 is the subject for this year's Oscar-nominated film, ""American Hustle"" by director Damien Chazelle."
60,In Cold Blood is a film that has many new contexts and yet still manages to deliver the goods.
61,This is a film that will make you think twice before reading Truman Capote's novel Cold War.
62,"In the second of a series on Oscar-nominated films, film critic Rex Harrison looks at Richard Brook's classic adaptation ""In Cold Blood."""
63,"I've seen this film three times, and each time it is a delight.br />"
64,"Jeff Blake plays Perry Clutter, a man who is working as an overnight delivery driver in the 1950s when he comes across two men carrying what appears to be cash."
65,This is a film that I would watch again and over time.br /> TRANSCRIPT
66,I saw this movie in London a few weeks ago and it was one of the best movies that we have seen so far.
67,"I've been a fan of this movie for many years, and have to say that it is one the best crime films ever made."
68,"The story of two drifters, Jimmy Smith (Richard Dreyfuss) and Perry Hickcock(Christopher Walken), who were convicted in 1965 for a series the murders that took place across Kansas over three months is one you might find hard to believe."
69,In Cold Blood is a film that will leave you feeling like the killer has finally been caught.
70,"In the film ""In Cold Blood"", Robert Blake plays Perry Smith who commits a brutal murder in order to gain revenge on his former lover and fellow drug addict Harry Hickock."
71,"The true story of the unsolved murder in Kansas that inspired Truman Capote's novel In Cold Blood is told through a seriesof intimate and moving interviews with those involved, including one-on -one conversations."
72,I have seen this film over 20 times and it is one of the best films ever made.
73,"The story of the mass shooting in San Bernardino, California on Sunday is a chilling one and I'm sure many people have heard about it."
74,"I read the book ""Breakfast at Tiffany's"" and then watched it on a big screen."
75,"With the release of In Cold Blood, we take a look back at some great films that were nominated for Oscars but didn't win."
76,"The Truman Capote novel, In Cold Blood is a true crime movie about the murders of 10 people in Kansas on 15 November 1959 and it was released to big screens across America as well."
77,This is one of the best movies I have ever seen.<n> The film was released in 1972.
78,"In the wake of recent Oscar-winning films like ""Milk"" and even this year's winner, The Artist - which was also nominated for an Academy Award in its first season but didnbr />t win at all because it wasn bogged down by violence or sentimentality; I thought now would be a good time to revisit one film that did manage some interesting things."
79,"""In Cold Blood"" is one of those films that has been around for so long, yet still manages to shock and disturb."
80,"The film is a brutal, bloody account of the murders that inspired Truman Capote's novel In Cold Blood."
81,"Director Mel Brooks and actors Blake, Wilson & Forsythe in a film version of Truman Capote's novel In Cold Blood."
82,"A brutal, disturbing and atmospheric crime drama about two men who commit a horrific murder in the American South."
83,"The first film by British director David Lean to be released in the US since his death, Cold War is a tense and affecting drama about two men who set out on an ambitious crime-solving mission."
84,"Tyler Perry's latest film, The S Club 7, is out in the US this week."
85,This is a film that will leave you feeling like the world has come to an end.<n>
86,"I'm a huge fan of the TV series The Munsters, and have been since i was about 10 years old."
87,I remember watching MacGyver on TV when it first aired in the UK.br />
88,I am a huge fan of the BBC and have been for many years.br />I remember watching Q's Brisco on television when it was first broadcast in 1979.
89,"I'm not sure if this is the best episode of Sherlock ever, but it was one that made me want to cry."
90,"A bank robbery in a vaudeville-style farce, with sex and violence at its core.br />"
91,"""The Tree of Life"" is a foul-mouthed, raunchy romp about the wild side and all things erotic in an American prison."
92,"In our series of letters from film fans, actress and writer Sarah Harrison looks at some films that have been her favourite to watch while behind bars."
93,Jonathan Demme's first feature film is a hardcore chick-in -chain comedy.
94,"I'm not sure if it was the fact that this film had been languishing in my mind for so long, or just a combination of both."
