,summary
0,"I have been searching for a film with the late actor, matinee idol and comedian George Formby."
1,"The new film Mortal Storm, starring James Stewart and Margaret Sullavan is a bit of an unusual outing for the two actresses."
2,The fall from grace of two very different people in a small town is the subject for one film that will leave you laughing and crying.
3,"I'm not a big fan of rom-coms, but this is one that will make you want to go out and buy some more."
4,"This week's film is a classic from the 1930., and it has been remastered for DVD by Criterion Collection!"
5,"It's a film that makes you want to run away and hide in your room, because it doesn TMt have the heart of any other romantic comedy."
6,I have been a fan of this film for many years.<n> The best romantic comedy ever made
7,"""Dear John"" is a classic of the British romantic comedy, with an all-star cast that includes Sir Alec Guinness and Peter Cushing."
8,This is the second time I've seen this movie and it was a treat!<n> The Shop Aroundthe Corner
9,"A romantic comedy set in a small town, this is the first film by German-born director Otto Lubitsch (The Emperor's New Clothes), and it features Stewart as his only regular co conspirator."
10,"The story of two fashion designers who fall in love is a simple, understated affair that reflects the essence and dreams - if not reality-of many Hungarians."
11,"Ernst Lubitsch, the director of The Greatest Story Ever Told and such comedies as All About My Mother (which won a best picture Oscar), made two romantic comedy films in his career: One about an old woman who hires younger workers to help her out at work; another set against that backdrop is one involving sex with young employees."
12,"As the 70th anniversary of 'The Shop Around The Corner' is marked, film critic Peter Bradshaw looks back at one Austrian classic that has been overlooked by Oscar voters."
13,One of the most moving and heart-warming scenes in any film is one that you will never forget.
14,"The relationship between a young couple, played by Owen Wilson and Jessica Chastain in the film version of Gillian Flynn's novel Ex-Girlfriend is not what it seems."
15,"A romantic comedy set in a post office, this is one of the best films I've seen since The Big Lebowski."
16,Hugh Grant and Jimmy Stewart star in a romantic comedy about two employees of an insurance company who find themselves caught up with each other when one is cheating on his wife.
17,"I've always loved this movie, and the way it was shot in Germany made me think about what kind of movies would be so good there."
18,"Martha Stewart stars as a department store clerk who falls in love with an employee from the opposite side of his work, played by Tom Hanks."
19,The Bourne Identity is the latest entry in a series of films based on an international hit comic book by French writer Marc Andreessen.
20,"I'm not a big fan of action movies, but this one was pretty good for me."
21,"As the latest action movie 'Largo Winch' opens in cinemas, film critic Karl Roden gives his verdict on what he thinks is one of this yearbr />"
