,summary
0,Adam Sandler stars as a suburban father who hires an ex-porn star to kill his son in the new comedy from director Judd Apatow.
1,This movie was great to see and i loved seeing Will Ferrell on the big screen.br />
2,"I'm not a big fan of sex comedies.br />I know that most people will agree with me but there are plenty who don""t either, especially if you have seen any other Adam Sandler movies or even watched his stand-up routines (which is pretty much all)."
3,"Sex is a very important part of human life.br /> It's the most basic parts, yet it can be one or more things that make us who we are and change our lives for ever!"
4,"The 40 Year Old Virgin is a very good comedy, entertaining and enjoyable film.<n> the virginity loss movie"
5,"I'm not a big fan of spoilers, so when the director asked me to give my reaction before it was over i said ""no"" because he wanted us all (the audience) in stitches."
6,"Steve Carrel is one of the most talented actors I have ever seen, and his performance in His Peers was a highlight on my list to see this year."
7,"I'm a 19-year-old student at the University of California, Los Angeles.br />"
8,"I am writing this review because my friend asked me to and if you want a good movie with some humor, then go see T&A."
9,One of the more enjoyable serials I've seen in a long time.) Bela Lugosi plays one his rare roles...
10,"The first episode of the new series is a very good example.br /> It's not quite as bad an hour or two, but it does feel like you are watching something that has been there for years and many more to come - if only because its creators have done so much right in making this show what they did with other shows such RCC (Rajahmundry Crime Control) before them:"
11,"In the spirit of Halloween, I'm going to share some classic Chinese serial films that were shown in cinemas during this time period."
12,"In our series of letters from African journalists, Ghanaian writer and novelist Nana Akufo-Addo reflects on the Greek film ""King"" about a former convict who returns to his native country after 20 years."
13,"A Greek drama about a young man who is forced to leave his home town and join the army in order for him, as wellas two other soldiers he meets on an underground network of anarchists."
14,I'm not a big fan of films that tell the whole story in one sitting but this is an exception.
15,Lamb is a movie that I've been watching for the last few weeks and it has made me want to go back home again.
16,"Burt Reynolds is back in a new movie called NASCAR, and it's the last time we will see him on screen."
17,Burt Reynolds in a chicken suit as he signs an agreement with Ned Beatty's restaurants to sponsor the NASCAR race.
18,"Burt Reynolds plays a racecar driver in ""Smokey and the Bandit"", which is one of my all-time favourite movies."
19,I'm going to go ahead and say that this is one of the best movies ever made.
20,"I'm not sure what the plot of ""Where She Danced"" is, but it seems to be a musical about an 18th Century Russian princess who escapes her homeland and moves with abandon into America."
21,"Yvonne Strahovski is one of the best actresses I have ever seen.<n> and watching her act, singing etc..."
22,"A film with a very camp and unsubtle message.<n> The story is told through the eyes of two teenagers, one from an affluent family in New York City who has to leave his home because he's gay; another teenager living on Wall Street whose life changes when she meets him at work - but only after they both die!"
23,"The film ""Sandra, the Making of a Woman"" is one to watch if you want an insight into what it's like being in Hollywood."
24,"Making the Woman, a documentary about sexploitation actress Monica Gayle and her late husband Gary Graver is being shown at The Film Society of Lincoln Center on Thursday."
25,"This is a film that will leave you with an emotional and visceral bond.<n> The story of the American soldier who escapes from his captors in Nazi-occupied Germany has been told through many different lenses, but this one stands out as being both true to life (and its subject matter) plus it's very good fun too!"
26,"The Wooden Horse is a quiet, unemotional film about the unlikely escape of RAF officers from an enemy prisoner-of - war camp in World War Two."
27,"The Wooden Horse is a film by British director John Boorman, starring Peter O'Toole and Eric Williams."
28,It is a film that will have you laughing all the way to your core.<n> The Wooden Horse
29,"This week I was watching a film called ""The Wooden Horse"" which is about two German soldiers who are captured by the British during World War II and taken to an English town where they find refuge from their captors."
30,"The Great Escape was a classic adventure film, and this sequel is no different.br />"
31,"The story of how three British soldiers escaped from the German Prisoner Of War (POW) camp, Stalag Luft III - a true tale about one man's attempt to escape during World war Two."
32,"The story of three British soldiers who are held prisoner in a Nazi concentration camp for more than two years during World War II is the basis on which several films have been based, including this latest release."
33,"It was not a good start for Marion Griffith. ""The Sealed Room"" is one of the best known horror films ever made and it would make its director,Marion Griffiths an icon in his own right but also helped him to change many people's minds about what he did or didn t do with movies as we know them today;"
34,"The first silent film to be released in the United States was made by a little-known British director called George Formby and it opened on 5 March, 1909."
35,"The Countess, the Birth of a Nation is one my all-time favourite Walt Disney film."
36,"'The Sealed Room' is a short horror film that was made in the early 20th Century, and it has been described as ""a gothic romance with anarchic overtones."""
37,"The Sealed Room is one of the most claustrophobic shorts ever made.br />, and it's not just a case that you have to be in this room for 30 minutes before your first glimpse at Griffith - his work was often set within these same rooms as well!"
38,"The movie is directed by Mohit Suri and stars Abhay Deol, Soha Ali Khan."
39,"The film begins with a simple greeting.br /> Filmed in Nainital, the story of this unusual love triangle is told from two different angles - one being Soha's (Som Nair) perspective and another that Abhay Deol has his own view on it!"
40,"The film is a love story between two friends, Ankush (Abhay Deol) and Megha(Shivam Nair), who live in the same neighbourhood."
41,"This is a truly watchable film with the cast of actors, cinematography and direction all good."
42,"The movie is a very good one.br />I am really happy to see this film because it has been so long since I saw an Indian romantic comedy like that and the story was well written too, but in all honesty there are some things which would have made me more satisfied if they had ended differently or not atall"
43,Ahha Rest is a movie which was supposed to be one of the best movies this year but it didn't turn out that way.
44,Soha Ali Khan is back in a role she probably never imagined to play - the love interest of an office-bound registrar.
45,"The movie is a remake of the popular Indian TV series ""Maine Pyar Kiya"", which starred Abhay Deol and Munan Doshi."
46,"Martians is one of those films that you just have to see.br />It'd be easy for me, a fan and sci-fi enthusiast (and I am), not only because it was the first film in my Sci Fi series but also due largely on its own merits as an entertaining comedy with some memorable lines from stars like Gene Kelly or John Wayne..."
47,"The reaction to the new film, Martian has been pretty mixed.br />I'm not sure what it is about this movie that makes people wantto hate on Facebook..."
48,Monty Python's Spamalot is a comedy about an inept British magician who takes on the most fiendishly complicated of interplanetary missions.
49,"This is the worst movie ever.<n> I don't know how anyone could hate this film, but it was so bad that my friend had to leave school because of its content and she couldn""TMt watch any more episodes..."
50,"I'm not a big fan of movies, but this one is pretty good.<n> "
51,"Orson Welles's ""Big Bean, IL"" is a spoof of the Halloween movie craze in America."
52,"The Adventures of Robin Hood is a comedy about the adventures and misadventures in an idyllic small town, set during World War II."
53,This is a movie you will want to see again and over the next few weeks.br />
54,If you're looking for a fun and easy to watch movie that will keep your mind sharp then this is the one.
55,"When i was a kid, my favourite movie to watch over andover again were the ones that had midgets."
56,"The Big Bean is a classic of the Sci-Fi genre, with its mix and match characters."
57,The trailer for the new film IT has been released and it's a treat to watch.
58,"Space Invaders is a movie that makes you laugh, because it's not just the plot of this comedy which keeps u laughing."
59,"The Army's most famous amphibious vehicle, the Red-Neck (formerly known as ""Morons""), is back in action with a new mission: to get rid of an alien army that has taken over America."
60,"I'm not a big fan of aliens, but this film is so good it makes me want to go and see one myself."
61,This is a film that should be banned from TV because it's too funny.<n> The Who are back!
62,"This is a movie that will make you laugh, and cry!<n> The Martian - starring Matt Damon as an astronaut who goes on his first mission to Mars."
63,"The Martian is a movie that's funny at different levels. for example, the adult level of this film was based on adults..."
64,"The Martian is a comedy about an astronaut who's sent to Mars and forced into life as the leader of some ""moles"", or mutating creatures."
65,"The BBC's science and technology correspondent, Dan Roan has been talking to some of the people who have helped shape our understanding about Mars."
66,"""Christmas Story"" is one of the best movies I have ever seen., and it's a great way to start your Christmas season!"
67,"I've seen this movie a few times, and it is one of the best movies that has ever been released."
68,"A space drama with a twist, starring Jack Nicholson and Kate Winslet.<n> The Martian is an action-packed comedy about the search for life on Mars which sees Matt Damon's astronaut character thrown into some very sticky situations"
69,"This week's film is 'The Big Lebowski., er... The Back-tomorrow People!"
70,"I've been a big fan of Paul Dano since the day he was born, and his performance in Hereditary is one that really makes me want to go back into my childhood home-base for Halloween."
71,"The film is a dark comedy about an abusive, violent and controlling father who takes over his family's struggling rock 'n roll business."
72,"The Blood Rites is a film that I've never really liked, but it does have one redeeming feature; the director Andy Milligan has himself done an alright job with this trashy erotic drama."
73,"Sergio Martino's ""The Case of the Scorpion Tail"" is a twisty murder mystery starring Edd Hilton and Anita Strindberg."
74,"The Italian crime thriller giallo is a classic of the cinema. - ""The Case Ofthe Scorpion's Tail,"" by Anita Strindberg, with Ida Galli"
75,The Italian giallo is a genre that's been around for centuries and has had its share of up-and -coming directors but this one still manages to be interesting.
76,"This week's film review is from the excellent Sergio Martino, who has made a number of memorable horror films including ""The Case"" and its sequel."
77,"The Vice Is A Locked Room And Only Mrs Wardh is a Horror film directed by Sergio Martino and starring George Hilton, Peter Lynch."
78,"The Italian horror film, La Argento (The Scorpion), is back in the big screen after a long absence."
79,"The Case of the Scorpion Tail is a giallo from Sergio Martino, one half and co-writer with Antonio Morricone on their classic film La Dolce Vita."
80,The Case of the Scorpion's Tail is a film that doesn TMt quite live up to its name but it does have some good moments.
81,"The No Shames is a remake of the Italian film Mystery/Thriller, starring Barbara Lynch as an insurance investigator who travels to Greece in search for her killer."
82,A Greek comedy about a married couple who travel to Athens for their wedding and find themselves caught up in some serious political intrigue.
83,"The tail of a Scorpion, the Italian police's most famous and feared criminal is found in an abandoned quarry."
