,summary
0,"The second series of the BBC drama 'The Man in Black', which tells a story about an American soldier who returns to his home country after serving with distinction and ends up falling for another man."
1,"I'm not sure why, but when the credits began to roll on this film.br />"
2,"I am a big fan of the BBC and its drama series.br />I have been following all their dramas since they started, ""Thatcher"" being my favourite so far!"
3,"HERO is a film that I've never seen before, and it has to be one of the most bizarre Italian films ever made."
4,"The boobs are real, the murders were not well planned and there is a lot of talky talking about snakes in this film."
5,"The Italian horror film ""The Grave"", starring Emilio Miras and Anthony Steffen is a bit of an obsession for the critics."
6,'The Night Came Out Of Her Grave' is a 1970s Euro-horror about two married couples who get caught up in an unholy love triangle when one of them starts to murder his wife.
7,"A serial killer who is obsessed with the dead, living and dying in 17th Century England tries to find love when he meets a beautiful woman whose memory of her adultery makes him want more."
8,"The first of a series about an American serial killer, who has been on the loose in Italy for more than 30 years (he's still alive), this is one to watch out For Those Who Like Horror."
9,I've never seen a horror movie like this before. The best part of the film was when one or two victims turn up at an abandoned hospital and are taken in by some kind-of homicidal killer who then takes them to his own torture chamber where he kills all three with no mercy for either victim nor himself...
10,The only thing that's going on in the house is a bunch of dead people and some old stuff.
11,"In the latest episode of MST3K, we look at some Italian horror films that have been forgotten about by those who know better."
12,"A slasher movie with a twist, starring Jason Voorhees and his redhead alter ego.<n> I watched it twice - once after the hacking (which was pretty much all of my time) then again when they cut out some parts that were not part or nothing in what happened to them..."
13,"Gail O'Grady and her husband, actor-director David Tennant are among the stars of a new Bravo TV comedy about two friends who get into an argument over whether they should be allowed to marry."
14,"It's been more than 30 years since ""The Godfather"" was released, but the film that still stands out as one of my all-time favourite movies is Coppola and Ford."
15,"I've been thinking a lot about this movie recently.br />I know, you may be wondering why it matters so much to me that Peggy Sue Got Married came out in the first place; but let us start with what happened:"
16,"I'm not a big fan of westerns, but this one is so bad it should be banned from cinemas."
17,I went to see this movie with my friend who is a huge fan of the 80s.
18,"I found myself watching the movie a lot more than usual.br />I'm not sure what it was about this film that made me want to go back and watch The Searchers again, but my guess is there were some people who did just don t like seeing things they liked in real life either..."
19,"Lie Van Cleef, the master of T&A and leather-clad dandy (and co star in this film with Loh), is back on our screens as he teams up again for a fun adventure that's more action than comedy."
20,I'm a huge fan of the first Power Rangers film but this one is just not up to par.
21,"I'm not a big fan of video rentals, they donbr />t really fit in with my interests."
22,"Gillian Anderson, Danny Dyer and Ralph Brown star in a film that is both graphic violence (rape) as wellas psychological revenge."
23,I'm going to give you my review of the movie The Girl With A Bike.<n>
24,"I've been using Film-ratings.com for the last few weeks to help me decide what films and actors should appear in on film, as well a way of helping myself stay clean when watching movies (I don""t know why but it helps)."
25,"Dan Reed's brutal and disturbing new film, The Woman in the Jacuzzi is a horror that will leave you shaking your head at times."
26,This is not a good film to watch because it has bad guys involved in rape and beating revenge genre.
27,"I'm not a fan of remakes.br />I am, however...a sucker for bad British horror films and this one was no different!"
28,"""I'm Not There"" is a complete and utter disaster.<n> My friend has to watch it with me because I am not going anywhere, but he says that the only way we can see this movie would be if someone gave us an hour of their time..."
29,"I've just finished watching The Orange Bedroom Window.br />Revenge, a film by Pete Walker that was supposed to be his first feature but has now been delayed until next year because of the shooting schedule for Straw Dogs (which is not what it seems)."
30,I'm not a big fan of revenge films and this was no different.br />
31,"So, you're a fan of grindhouse films and have seen the likesbr />Reservoir Dogs or Reservoir Man?"
32,"Gillian Anderson's latest film, ""Straightheads"" stars Danny Dyer and Owen Wilson.br />"
33,"Daniel Radcliffe and Gillian Anderson star in a film adaptation of Alice In Wonderland, about the friendship between two best friends who meet when they both go to see her play at an amusement park."
34,"In the wake of a rape-revenge thriller that's been described as ""the worst film I have ever seen"", what are your thoughts on this latest British offering?"
35,"I have to say, this is one of the most liberal movies that has ever been made."
36,"I'm not a big fan of this play. How to get the baby shore and at least explain it in one sentence is just insulting, as are all other parts..."
37,"I am a former professional wrestler, manager and voice-over artist. The ""wrestlers"" wear makeshift costumes with handdrawn tee shirts or ski masks at the back yard...sometimes they are on grass"
38,"Backyard Wrestling is a new children's DVD from the makers of Rampage, they also made some pretty good films like The Karate Kid and All-American Reject"
39,This is a bad backyard wrestling video.This has to be the worst back yard wrestler ever!
40,This is a movie that I would recommend to all kids.<n> br />I'm not sure if this film will be watched by any adults but it should!
41,"""Premutos"" is a comedy that's more of an action movie than it should be."
42,This is the moment when a bus driver in London stops his vehicle and lets an actor use it for work.
43,"A cult movie about a man who belonged to the same group of people for 16 years and fights them again, but this time with knives instead."
44,"Charles Manson's first film, ""Igor and the Lunatics"" is a pretty terrible entry into Troma Films history."
45,"I have to say that this movie is not for the faint-hearted.'Igor, The Movie"
46,"Stay is a movie that will leave you feeling like your life has been taken away. For anyone who does not want to watch this film then they should probably go home and clean up their own mess because it was so bad, I mean how many movies can say ""I'm going out with my friends"" before someone else says something similar?"
47,"tank is a crude, vulgar and mediocre movie.'all in all i didn""t enjoy this at any point of time"
48,The film is a disappointing attempt at an environmental drama.<n> -  Copyright (c) Postmedia News
49,"Three teenage girls are hired to perform at a music festival in South Korea, but when one of them falls ill and is forced into prostitution..."
50,A young woman is drawn into a deadly relationship with an elderly man after she meets him on the subway in New York City.
51,I have seen this film a few times and it is the worst of all time.<n> The Edinburgh festival collapsed at least once during my stay there (I was sitting in an audience with some friends who were watching another movie).
52,"The director of Spurrier's A Great American Adventure, Morgan Spurgeon has made his feature debut with a Thai horror film called Wonder."
53,"As the Bangkok Film Festival draws to a close, we take you through some of our favourite films that have been screened over this year's event."
54,"Ang Lee's latest film, The Incredible Hulk is out in UK cinemas on Friday."
55,"""The Hulk"" is a movie that will leave you feeling like your stomach has been ripped out of the back seat."
56,"The Hulk 2 is out now on DVD and Blu-ray.<n> I remember Tim Roth like the film since he was not as good here, but it wasn't bad either!"
57,"The film version of McCall Smith's novel Mma Ramotswe, about a young woman who is murdered in Botswana and her case goes on to be made into an international hit (it was filmed last year), but the result has been so badly done that it feels like something out-of-10."
58,"This is a very sad day for the Hallmark family.<n>...and then there's Merkid, who has been in this world since he was born and now lives with his wife of 70 years after they divorced when she died from cancer at age 90"
59,"I'm not a big fan of films that are ""old school"" and have been around for many years, but this one was no exception."
60,"Is SPyL a bad movie?<n> The plot then turns into an absurd battle of the sexes, between each couple'"
61,"David Hasselhoff's latest film, The African Queen has been released in the UK and it is a disaster."
62,"The film is a mess. (Promptly, I think) An unfortunate manifestation of the mundane culture that was miniseries DH Shaka"
63,I went to the cinema today and bought two movies.I was confused by all of them...
64,"Shaka: The Movie is a dreary fantasy which has nothing to do with the real-life Nelson Mandela, but merely uses his name as an African superhero who becomes Superman."
65,"Gael Garcia is a terrible actor, he should give up now.br />I saw this movie at the cinema with my cousin and we both had so much fun!"
