,summary
0,"The film is a bit of an exercise in freedom and liberty.br />I think it's quite accurate, although I have to admit that the story does not always follow what you would expect from such information as ""the facts."""
1,I've been to a few film festivals over the years and have seen some really good films but this is one that stands out.
2,"The film is about a man who finds himself caught in the crossfire of two criminal cases, one involving his wife and another concerning her lover."
3,"This is a movie I've been wanting to see for years, but never got round the chance until now."
4,"The film ""Ann"" is a classic that deserves to be remembered.br /> It's not just because it was the first Hollywood movie about rape, but also for its message of hope and recovery which still resonates today more than 50 years later"
5,"In the film, which is a kind of coming-of age story about an aspiring actress who gets raped by her employer in Los Angeles and tries to escape through its industrial corridors (the movie was shot on location), Naomie Harris plays Ida Clarke."
6,"A woman who's been raped by a man she doesn""t know runs away to chase him down the street, only for her neighbor and friend not even bother honking their horns."
7,I've seen this film a few times and it was good.<n> This one has been better then that of the first but not as well...
8,"I'm not a big fan of ""hollywood"" films, but this one was pretty good."
9,This is a film that will have you laughing and having fun.<n>  Copyright (c) The Vancouver Sun
10,"John Waters' latest work, ""Pecker"" is a slightly trite commentary on the celebrity lifestyle that I find rather odd."
11,Pecker is a romantic comedy about an aspiring photographer who moves to the small town where he lives with his girlfriend and her new boyfriend.
12,"A film about a man who is forced to take up with an older woman, after he has been having affairs for years."
13,"John Waters' latest film Pecker is a semi-normal story of middle class American family life, but it doesn t make enough money to cover up the fact that most people in America are tamer than Pink Floyd."
14,"""Pecker"" is a movie about the joy of life, and how we should all be grateful for it."
15,"I'm writing to you because of the film ""Pecker"", directed by Roger Waters."
16,"John Waters's comedy ""Pecker"" is a funny, satirical and sometimes controversial story about the middle-class American dream of becoming an artist."
17,I've been a fan of this film for years and have seen it many times on TV.
18,A film about a young man who is drawn into the lives of two men in his native Ireland.
19,"John Waters' latest film, 25 Pecker is a raw and honest satire of the art world."
20,"As the 50th anniversary of ""Pecker"" approaches, some critics weigh in on what they think is one its most memorable films."
21,I have seen many films by Roger Waters and this is one of his best.br />
22,"The film 'The Impossible' was released in the US on Friday, and it has been described as a ""masterpiece""."
23,"Christina Ricci's latest film, The Italian Job is a comedy about two best friends who are forced to work together in order for them bothto get their lives back on track."
24,"The film is about a young boy who moves to the suburbs with his parents, and soon discovers that he has been sexually abused by an older man."
25,"""Pecker"" is a film that's been described as Waters at his best, with some of the most memorable moments coming when he plays pranks on people."
26,I'm a big fan of movies that show people being normal and this one was no different.
27,"John Waters' latest film, The Pink Panther: Collision Course with themselves is a hoot."
28,"I'm not a big fan of the reviews, but this is one that does make me think about his work."
29,"""Pecker Furlong"" is the latest film from Roger Waters, and it's a hoot to see him still making fun of art."
30,"This is a film that will make you laugh out loud, but also have your stomach rumbling."
31,"John Waters' ""Pecker"" is a film about the sensation of seeing weird things, and how it affects people."
32,I've been to a few film festivals over the years and have never seen anything quite like The Opposite of Sex.
33,"I'm not sure if it was a coincidence or just the fact that this film is out on my birthday, but ""Pecker"" has been one of those films where you know something will be different when your eyes light up."
34,I've been a fan of this film for years and have to say it is one the best films that has ever come out.
35,Marvin the Martian is back!<n>br />I really enjoyed this cartoon and it's a shame that I didn t get to see more of K-9.
36,This is an episode of Looney Tunes that I have been meaning to watch for a while.<n>
37,"Nasa's New Horizons probe has returned to Earth, and it turns out that the spacecraft was inspired by a cartoon from Looney Tunes."
38,"The road trip movie, A Walk in the Woods is a travelogue of sorts as it takes you around Europe and beyond."
39,"The father and son travel thousands of miles to Mecca in this epic story about two men who have very different views on the meaning, purpose or destiny for each other."
40,"The road movie is a strange one to say the least.<n> - Paul Abell, critic"
41,"Is Reda, a French movie about an elderly Muslim father who takes his son on pilgrimage to Saudi Arabia the most under-appreciated film of this year?"
42,The road movie is a tricky business and the French director Michel Hazanavicius has made an excellent film that shows how two cultures can live together in harmony.
