,summary
0,"The townsfolk of a small town in the American South are on edge after an outbreakof vampirism, and they enlist some local policemen to help them catch one or two."
1,"The Vampire Bat is a cheap, exploitative horror from Majestic Pictures starring Melvyn Douglas as an Inspector who has to solve the mystery of six murders in German village."
2,"The film is a weak and misguided derivative of Dracula, with poor comic-quality horror elements being used in the movie."
3,"A Civil War drama set in the South, this is a welcome change of direction from recent British dramas such as The Layover and Cold Feet."
4,"Tom Cruise's latest film is a dreary, lifeless affair.br /> It has all the hallmarks of an empty vanity project: no plot or characters and little to speak about other than that it involves two men who are in love with each others - but they have very different personalities..."
5,"I'm not a big fan of the Coen Brothers, but this one was pretty good."
6,Jerry Springer is back on the big screen in a movie that's more of an extended version or parody than anything else.
7,"Jerry Springer's new movie, Uncensored is out this week and I have to say it looks like a lot of fun."
8,"""Jerry Springer: The Movie"" is a dreary, pointless wallow in the absurdity of one man's long-running talk show."
9,This is the worst movie I've ever seen.<n> this film has as much entertainment value than getting to a root canal...
10,"Jerry Pressly and his daughter call a movie about the show ""springer"", which looks like it's going to be pretty bad."
11,"I'm not sure what the point of this exercise is, but it seems to me that if you want a good porn movie then make something more respectable."
12,"This is the worst movie I've ever seen.This film has no redeeming value, it feels like a cheapskate flick and you can see why people are complaining about this - there isnt any real story or characters to speak of..."
13,"In the wake of Jerry Springer's recent comments about having sex in movies, a film critic has written an open letter to his fellow critics."
14,"Jerry Springer's latest film, The View: A Very American Take on the World is a disgrace."
15,"The film ""Normal People"" is a movie about four people who decide to watch sex on TV, and it's pretty bizarre."
16,Jerry Springer's All-American Family is rated PG by the Motion Picture Association of America.
17,I'm not sure if it was the fact that this film is so predictable or whether my reaction to seeing a movie in front of me mattered.
18,The Jerry Springer Show is back on the big screen and this time it's not just a chat show but an action movie!
19,"Jerry Lewis's latest film is a total waste of time and money.<n> If you are an fan or have seen his TV show then this could be your only chance to catch up on some old footage from the set, as it has been so long since he last appeared in one such outing - The Ten Commandments (which was also released at that same moment)."
20,"Kid Rock and Jamie Pressley star in a new film about the ""Jerry Springer Show"", which is based on an Australian TV series."
21,"You're a fan of ""The Jerry Springer Show"" and you want to know what it was like when the host had his own reality TV show?"
22,Is it any surprise that people who like Jerry Springer are Democrats?br />I think they do.
23,"I'm not a fan of TV shows.br />I am more interested in what people are going through on the show than how they look or act, so this is something that should be taken very seriously by anyone who watches television at all (or even if you don""t)."
24,I watched this movie on a Friday night and it was pretty much the same thing every time.
25,"Jerry Springer: The Opera is a movie about the reality TV show, and how it affects its star (Jerry) when he's asked to marry his goat."
26,"The new Barbra Streisand film, A Star Is Born (out in the US on Friday), is a musical comedy about two lovers who fall for each other and are forced to share their love with one another."
27,"I've been a fan of this movie for years, but never really watched it because the chemistry between John Howard and Barbra Streisand was so bad."
