,summary
0,The Hong Kong Film Awards are one of the most prestigious awards in Asia and have been given out since 1993 with a total prize money worth more than US$70m.
1,I've been a fan of this show for years and it just doesn t have any new ideas or anything to say.
2,"I'm not sure what the point of this video is, but it seems to me that a student who rented an old film from someone else and then watched them again without any explanation should be ashamed."
3,Oliver Van Gruner is a ghetto hell movie that I enjoyed seeing because it was typical of his character.
4,The film is a disaster from start to finish.<n>... and it's not even close
5,"The French comedy ""Kick-boxer"" is a buddy movie about an Olympic kick boxing athlete who decides to take on the world's most notorious street gangs."
6,"Posted by: a target='&rgroupsid=3,719;efer-s/"
7,"I'm not sure what it is about the hand-job that makes this story so tedious, but when you have a character who grants wishes to children and then he has more than one wish at once - well..."
8,"Rankin's latest is a dreary, meandering tale of two young men who are forced to live together in the same flat after their mother dies."
9,"""a really bad film, a REALLY dreadful moment."" - smh.comuser on new-bornkitten'"
10,"I'm not a big fan of mumble films, but oracle by Near London lowlife is one that makes me want to run away and scream at the screen."
11,Gamera the Destroyer is out in cinemas now and here are 10 reasons why you should see it.
12,"The film is a bit preachy but it has some interesting points.<n> the feeling of being lost inthe big city, and how you feel when going out into that world"
13,"German films are a long way from being ""good"", but they do have some redeeming qualities."
14,I'm writing to you because this movie is too predictable for my taste.<n> 
15,"The new production of Wilde's tragedy, An Ideal Husband at the National Theatre in Ottawa is a disaster."
16,"I'm not a big fan of action films but this one was so bad, it made me want to run away and die."
17,"Somnath Sen's latest movie, American Girl is a disappointing film to say the least."
18,"The Yiddish word for murder is kiss as my kiss, and the movie Genghis Cohn uses it to describe a ghost who wants his Jewish police commissioner's help in finding out what happened when he was killed by Hitler."
19,I'm not a big SciFi fan but this movie is so bad it makes me want to go and watch the original Battlestar Galactica.
20,A man-turned demon superhero is put to the test in a new TV series from director Richard Burgi.
21,"Lilith is a dull, convoluted story about an evil scientist who has banished the first woman made by god as her companion."
22,"Bill and Platt are a couple of very good actors, but this movie is just not worth watching."
23,"The female-led action movie ""Battle of the sexes"" is a very good film, but it does not have much to offer in termsbr />of plot or direction."
24,I watched every single one of the new action movie VIP.br /> It was a nightmare!
25,"The movie was a bit of an disaster.br />It failed to live up the expectations that were placed on it by fans and critics alike, but at least they had something new for their audience who hadn't seen anything like this before or even heard about Scfi either!"
26,"In our series of letters from film fans, writer and novelist Rebecca Mansour looks at some classic films that have been criticised for their misogynistic content."
