,summary
0,"I'm not a big fan of action films, but this film did manage to live up my expectations."
1,"Dog Bite is a Hong Kong action film directed by Edison Chen and starring Thomas Lau, who won the Golden Horse award for best actor in 2001: A Space Odyssey."
2,"The movie starts with a hit-man, who is hired by the wife of an ex - judge to kill several people."
3,"Dog Bite is a brutal, bloody action film that's hard to put down.br />"
4,This is a very good movie and I think it will be one of the best action movies to come out in years.
5,"A Hong Kong police officer is hunted down by a serial killer in ""Run and Kill"", an engaging but flawed thriller from the director of hit film Home Sweet home."
6,"I'm not a big fan of violent crime thrillers, and this is one that will probably make you think twice before going out to see it."
7,"A brutal murder mystery set in the Chinese city of Nanjing, starring Chen Edison and Pang Guang-chang."
8,"Lee Pang is a Cambodian American actor who has appeared in the films The Fighter, 127 Hours and most recently In A World Like This."
9,"Danny Dog is a Hong Kong cop thriller that's more action than crime, but it also has enough heart and drama to make you want the cops back on your side."
10,I'm writing this review for an anime that has been on my list of favourite series since the beginning.
11,"Ranma is one of those anime series that you just can't get enough.<n> I remember watching 161 episodes within a day, and not being satisfied with what was left..."
12,"The story is crazy, the characters are insane and it's all in a spring.br />"
13,"I'm a huge fan of anime, and i have been since the age when my dad would take me to see 'The Godfather."
14,"A young man is sent to China by his father after he falls into a pool of water, and the rest isn't what it seems."
15,"It's been more than 50 years since the release of this British comedy, but it still has a special place in my heart."
16,This is a film that I have not seen in years. this was quite funny and the narration by Jim Casette should be considered for DVD release as he does an excellent job of narrating it
17,A classic British comedy starring Christopher Plummer and Julie Walters has never been released on DVD.br />
18,"This is one of the funniest movies I have ever seen.<n> The ribaldry has been a staple in British comedy for decades, and this film shows it to be as relevant today than when we first saw It's A Boy Like Me back then..."
19,A tale of a gang who set out to rape women in the American South.<n> The
20,"I watched this movie on my first weekend. Some people may find it a bit boring since the story line is focused and they take their time forstory to develop, but overall its quite good"
21,"Turkish horror films are not a success.br />""Gen,"" directed by Ozgecan Akdogan, is the latest example of this trend in Turkey's cinema industry"
22,"The first Turkish movie to be released on DVD is a thriller with some twists and turns, but it's not bad for its age."
23,"""Gena Gengkay"" is a film that will make you think twice before going to the cinema."
24,The new Turkish film Industry is a romantic thriller about two young lovers who meet in the middle of an international crime ring.
25,"The latest film from the Japanese horror franchise ""Meatball Machine"" has opened in cinemas across Japan."
26,"A gladiator who uses his body to fight aliens in outer space is forced into a game of "" Necrofest"" where he must defeat other players and save the world."
27,"Meatball Machine is a film that's been compared to the likes of Resident Evil, The Godfather and even Star Wars."
28,"MEATBALL is a film that's been around for quite some time, but I never really got into it until now."
29,The Killer is a film that deserves to be in the Cult Classics stack of films. Find it's disgusting and at least fun when you go see this on your own!
30,"I'm not a big fan of the gore genre, but this is one movie that will have you laughing out loud."
31,Meatball Machine is a horror movie about two lonely adults who are forced to cross paths with mechanical bugs which attach themselves and take on the form of parasites.
32,"The film is a bit of an underdog, it's not the most well known or popular Japanese movie but nonetheless has some good elements."
33,"I've been a fan of Japanese horror films since the late 1980s and have watched many classic titles like The Seven Samurai, Resident Evil: Apocalypse (which is still one my all-time fav movies), etc."
