,summary
0,"The film is a grim, bleak and wrenching account of the aftermath after an American journalist (Tony Montana) goes missing in Iraq."
1,"When a film is praised by critics but not everyone else, it's easy to forget that the praise was made in good faith."
2,"""Scarface"" is one of the most famous gangster movies ever made. This movie has scenes that you will never get bored with, and it's not just Pacino who makes this a classic film!"
3,"Al Pacino stars as Tony Montana, a Cuban-born drug trafficker who takes in some of his rivals' sons and begins to build an empire."
4,"In the 1970s, Miami Vice was one of Hollywood' br />and its director Emilio 'El Presidente"" Pacino made a name for himself with his portrayal and performance in this film as an extreme criminal who became known to all Americans..."
5,Al Pacino plays a gangster in Miami who takes over the family business and makes his mark.'
6,The story of the Cuban boat people who crossed into Florida in May 1980 and landed on American soil is told through Al Pacino's eyes.
7,Scarface is one of those movies that has been around for a long time and still manages to be popular.
8,"The Godfather is a classic of the gangster genre, with Pacino as an Italian-American mobster who takes over one's father""TMs criminal empire."
9,"The Godfather: Part II is out now on DVD and Blu-ray.<n>...and it's not just the cast, but also director Michael Corleone who directed this classic film in 1984."
10,"This is the best gangster movie ever made., it's a classic and I love this film as much..."
11,What is the most famous film of all time?br />I'm not sure what it was but I think that if you were to ask a fan who their favourite movie ever been then they would probably say The Godfather.
12,"The film Scarface is a classic of the 1980s, starring Al Pacino as Tony Miranda and Omar Suarez in one its most memorable roles."
13,This is a movie that I have been watching for the last few weeks and it's called The Godfather.
14,"I'm not sure if it was the fact that they were making a video game in those days or just some people being stupid, but there are plenty of times when you feel like something is missing."
15,"Al Pacino plays Tony Montana, a Cuban-American gangster living in New York who is framed for murder by his former boss and now mentor Don Vito Corleone (Christopher Walken)."
16,"""Good Guys"" is one of those movies that you just have to see.<n> first there are the director's touch, Brian De Palma who proves once again he might beoneofthe best directors ever..."
17,"This is a review of Grand Theft Auto V., which was released on 22 November 2014 in the UK and Europe"
18,This is a great film to watch if you are looking for an action movie with some violence.
19,"Tony Montana is one of the most dramatic crime movies I have ever seen. With otherTony's Friend being sodramatic, Brian DePalma does an amazing directing job in this picture as well As every character..."
20,"The classic movie Scarface is back on the big screen.<n> This falls under my top 10 favorite movies,"
21,"Scarface is one of the best movies i have ever seen, and Pacino does a great job as Tony Montana."
22,This is a movie that I've been wanting to see for years and finally got around the chance.
23,"This is the best movie ever made, I can't see why anybody would buy this top."
24,"The film is a disaster movie, but it's not as bad or disastrous like the 2001: A Space Odyssey."
25,"In the wake of a recent post about HAL 9000, I thought it might be fun to take some time out and look back at one film that was probably underrated: 2001 - A Space Odyssey."
