,summary
0,"The film: M*A-S**H, starring Steve Carell and Owen Wilson."
1,"Donald Sutherland plays a police officer who is framed for murder by two gangsters, played with great comic timing and aplomb."
2,"Donald Sutherland is back in action as a gangster who takes on the bad guys, played by Tia Carre and Thomas Ian Griffith."
3,"The film is a bit of an action comedy, with the main characters having to deal not onlywith their own personal crises but also those caused by others."
4,A jury of young people from around the world has to decide whether a 1950s medical experiment is safe for teenagers.
5,"The short film ""The Day the Earth Stood Still"" by German director Thomas Vinterberg is currently playing at festivals in Germany and France."
6,I watched this film because it is a great example of why more needs to be done in the world.
7,"Watch the short film Nacho Vigalondo, starring Gael Garcia Bernal and directed by Ignacio Verdugo on YouTube."
8,Nacho Vigalondo's short film Don I pay attention is a very moving and affecting story about an aspiring actor who finds himself in the middle of two murders.
9,"If you're a fan of absurdity, this is foryou.br />If your mind wanders to the next paragraph and then back again..."
10,"The film is a short, but it's full of surprises.<n> and the people in this thing are quite ordinary..."
11,"A short film by Icelandic director Gudni Helgesen, called ""Time's a Dancer"" is being released in the UK on DVD and online."
12,Is it right to break every rule if you are in love with someone? or at least the feeling that one has a choice.
13,"A short film by Spanish director Fernando Llorente, whose previous works include the Oscar-winning La Tete de la tne and The Woman in Black."
14,"The film ""Vestron"" has been described as a bad movie by critics.' I have seen it twice and both times the reviews are very negative, with one calling this an entertaining flick that is not worth watching because of its quality or plotline (whichever comes first)."
15,"I have been a fan of the film ""Farnsworth"" for many years. Dreams like me that haunt my moment at crisis whereI did take too cynical an antidote to My world is so good it really can save another's life"
16,"I'm not a big fan of cheap, post-apocalyptic movies.br />But this one is pretty good!"
17,"The 11 directors who have joined forces to make a series about the 9/11 attacks in Afghanistan are hoping that their films will inspire people aroundthe world, but there is one problem - they all seem so similar."
18,"The film September 11, 1973, is one of the most memorable entries in this year's Cannes Film Festival."
19,"The film is a sad indictment of the state we live in, and how much our democracy has been damaged by those who have chosen to ignore it."
20,"The World Trade Center (WTC) is a great monument to the unity of mankind, but it also has its share in history."
21,"The BBC's film critic, Paul Taylor has been talking to some of the people behind this year 'The Great Beauty : A Story Of Two World War One Films."
22,"The film is a collection of short films by 11 different artists, some from around the world and others just ordinary people who have been affected in one way or another."
23,"The film is a true story about the events of 11 September 2001 and how two men from different countries came together to try, but failed..."
24,"The World Trade Center (WTC) is the subject of a new film called 'Pieces Of My Heart' by Alejandro Inarritu, Mira Nair and Youssef Chahine."
25,"I'm not sure if it was the fact that 11Amos Gitai, a satirical TV show about children in Egypt who are trying to find Osama Bin Laden and al-Qaeda after 9/11 which has been ridiculed by many critics (including this writer), is now being shown on Egyptian television or whether there were any other factors at play here but sufficed for me: It seems like an interesting experiment."
26,"I have seen many documentaries about the 9/11 attacks, but this one is by far my most personal."
27,"I've been watching the clips from Alejandro Gonzles ""Amores Perros"" and have to say, they are some of my most emotional films ever."
28,"The 9/11 documentaries are a collection of short films that deal with all sorts and concepts about the only thing being shared as 9-11 (very controversial, some say)."
29,"The film is a beautiful, moving and deeply personal account of the aftermath from an attack on one's own home."
30,"A film about the 11th of September, 2001..<n> It shows that we (or I am still interested by other cultures) are able to see a patchwork and interesting story from different countries on this day 12 years ago - despite our own problems with moral policy towards Arab states"
31,"I've been looking over the selection of short films at this year""s Toronto Film Festival and have come across some gems that might make you think twice about watching them in public."
32,"The film is called ""From wacthing to learning"" and it's a great example of how filmmakers from all over the world are coming together in one place, concentrating on just this subject: September 11."
33,"The 11th Hour is a short film festival dedicated to the memory of 9/11, which was held in New York City on 10 September 2001."
34,"A selection of the best reviews from leading film critics and journalists for Alejandro Gonzalez-Farrritu's The Revenant, which won four Oscars including Best Picture."
35,"I'm returning to the film September 11th, and this time around it is not a polemic."
36,"The new film from the director of Babel, a movie about two brothers who are separated and forced to live together in an abandoned asylum."
37,"I'm not going to talk about AlejandroIarritu, his films or the Oscars."
38,"The BBC has been showing films about the events of 11 September, in which people from different countries come together to tell their stories."
39,"Greater News is a series of documentaries on the subject, produced by BBC Two and broadcast in England between 1 October 2005 - when Iran attacked its interests at sea with an Iranian-made boat; until now it was only shown to British viewers."
40,This is a film which will give you an insight into the way Americans think about their country.
41,The martial arts film cycle is a fertile ground for films that showcase the rich history and culture of China.
42,A new film from China shows how a Shaolin monk is trying to learn kung fu in the face of an invasion by dogs.
43,Jackie Chan stars as a Shaolin monk who is sent to train the next generation of kung fu artists.
44,The Real World is back and this time it's all about the people who live there.
45,A gay Australian comedian is forced to confront his sexuality after a series of setbacks in the wake Of The Real World.
46,This is a movie that you will want to watch again and Again.<n>br />Great Camp!!!
47,"This is a film that will have you laughing, crying and cheering.br /> It's the story of boxer Joe Frazier who fights Sugar Ray Robinson in New York City for his world title on Christmas Day 1977."
48,"Errol Flynn's 1880 film about the American actor and climber, Sir Thomas de Champlain (played by Jim Corbett), who makes a daring attempt to scale San Francisco Bay in order for himto gain fame as an ""actor"" has been released on DVD."
49,The story of a young boxer's rise from the backstreet to become world champion in 1897 is told through his own words.
50,"The Biopic of the Australian Olympic Boxing Team in 1932, GENMAN JIM is a film that has been described as 'the most important thing' to have ever appeared on screen."
51,Brian Flynn plays a boxer in San Francisco who gets the chance to take on one of its top fighters (and his friend) when he meets local lawyer and former world champion Will Smith.
52,Errol Flynn's boxing film Gentleman Jim Ward is a great example of the power and potential in Irish cinema.
53,"The life of Gentleman Jim Corbett is a story that has been told many times, but never before in the form it was made."
54,"""Gentleman Jim"" is one of those movies that I have to admit, even though it's not my thing (I don) there are times when the movie makes me want a bit more boxing."
55,The Fighter is a movie that will leave you wanting more.<n> What an excellent story it's been and the performances are top notch
56,"The Life of Jim Corbett is a film that could have been better, but it's also an entertaining and engaging look at one the most famous boxers in boxing history."
57,Errol Flynn's latest film is a biopic of one the most famous boxers in history.br />
58,This week on the BBC Sport website we are looking at one of my all time favourite movies - The Spy Who Loved Me.
59,"The film is a bit like the old TV series, only with more action.<n> I never knew Flynn but he's listed in his credits at least one time as an up collaborator to Sid Siegel who was making this movie for him when it came out on DVD back then and still does today..."
60,"""They With Died On Boots"" is one of those films that you just want to see again and over the years have seen more than I can count."
61,"Errol Flynn's ""Gentleman Dandy"" is a comedy about the pitfalls of being too cocky, and how to overcome them."
62,"Errol Flynn plays a boxer who is sponsored by the Olympic Club in San Francisco, and helps him get into his own world title fight."
63,The '40's were a time when Hollywood was very much in the business of making movies based on real life events.
64,One of the best comedies ever made is a jolly old tale about an Irish boxer who goes on to become one's own champion.
65,"Mike Flynn was a great actor, but the way Gentleman of Gentlemen is shot and edited wasn't so good."
66,"Another boxing movie with a difference.' - John Hurt, in an interview for the BBC..."
67,"I'm a huge Kate Beckinsale fan.br />I watched this film the first time it was released in Thailand, and then saw more of its trailers online before finally seeing my copy on DVD last week (it wasn t even available at home)."
68,I'm a huge fan of this movie and have been since the beginning when it was released.
69,Kate Beckinsale and Claire Danes star in a film about two British girls who are imprisoned for smuggling drugs into Indonesia.
70,"If you're looking for a movie that will make your heart skip A beat, then this is the one."
71,Brokedown Palace is a romantic comedy about two best friends who are sent to prison for trying something they don't know how or what.
72,"This is a movie that will make you think twice before doing things like going on holidays, or travelling abroad."
73,"A slow-burning, affecting drama about a woman who is forced to confront her past when she moves into an apartment with the man ofher dreams."
74,"The Monastery is a film that will leave you in tears.<n> I recommend the movie to all of my friends, and if they don't like it then stop watching because this isn""ta good enough story or acting performance for them."""
75,"I'm not a big fan of endings, but this one was pretty good.br />"
76,"In the filmBrokedown, Claire Danes plays Alice who is a good girl but she also has some bad habits."
77,"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some decisions that we make in life."
78,"Kate Beckinsale, Danes and Bill Pullman star in ""Chapter Two"" (Open Road Films), a film about two young American women who are wrongly convicted of drug smuggling."
79,Kate Beckinsale and Claire Dane star in a movie about two girls who are used as mules by an international drug ring to smuggle heroin into the United States.
80,I'm going to start off by saying that this is not a perfect review.br
81,"Kate Beckinsale and Bill Pullman star in a film adaptation of the best-selling novel by Paula Hawkins about two British women living together with their Thai friend, playedby Claire Danes."
82,Claire Danes plays a best friend who falls in love with her boyfriend (Jared Leto) after he moves to New York.
83,"I've been a fan of the movies for quite some time now, and have always found myself drawn to original stories."
84,A film about two teenagers who find themselves caught up in a corrupt justice system while on holiday.
85,The film Brokedown Palace is a dark comedy about two best friends who end up in prison after being caught with drugs.
86,"I've been hearing a lot about the movie The Interview, which is based on an true story of two American backpackers who were jailed in Thailand for smuggling drugs into America."
87,This is a movie that I'm going to say was good but it had some bad moments.
88,"It is a film that could have been made by any number of writers, but it just doesn't work."
89,"The Girl With the Dragon Tattoo is a 2015 action adventure film directed by Sam Claflin and starring Emma Watson, Marion Cotillard."
90,"I'm not a big fan of movies where you have to know what is going on at the end, so this was one that didnbr />t really disappoint."
91,A comedy about a young Thai man who moves to the Philippines and falls in love with an American woman.
92,This is a remake of the film Return to Paradise which was released in 1975.br />It's not as good or bad than its predecessor but it does have some strong acting.
93,"I'm writing this as a movie fan who went to see A Bugs Life for the first time, and found it so beautiful that even though my fiance is not in any way involved with its story or characters (he just happens) he has become ""obsessed"" by them."
94,"Buzz Aldrin, the star of ""Toy Story"" and its spin-off films is back in a new adventure about being an adult toy."
