,summary
0,"Filming is a tough business. and I can vouch for them, ""Heartland Horror"""
1,"""The Empty Acre"" is a horror film that will have you shaking your head in disgust."
2,Ed Harris and Diane Keaton star in a romcom about two men who fall for one another while working as political consultants.
3,I have watched the final episode of The West Wing on BBC One and am struck by how well-crafted it is.
4,"Brannagh's version of Hamlet is a great example to all students, not only those studying it at the University."
5,"Kenneth Branagh's ""Hamlet"" is a movie that will leave you in stitches."
6,"Kenneth Branagh's 'Hamlet, The First Film to be filmed using the Full Text of Shakespeare"" is rated PG by critics."
7,"This is a film that will leave you wanting more.br />Branagh's performance as Hamlet in this short cut of Shakespeare was so good it made me want to go back and watch the whole thing again, I have never seen anything like him on screen before!"
8,"I've been to see this movie a few times, and have found myself really enjoying it."
9,"This is a very good film, it's not the best version of Hamlet but at least there are some scenes that you can see in your own mind."
10,"I'm not a big fan of Shakespeare, but this new film adaptation by Kenneth Branagh is so good it makes me want to go and see the play again."
11,"I've seen the film, and have to say that it is a bit of an improvement over my previous experience with Shakespeare."
12,"""Hamlet is a movie that almost demands an overwhelming reaction."" - Michael Phillips, critic at the BBC"
13,"In our series of letters from African-American journalists, filmmaker and columnist Richard Roeper looks at why Kenneth Branagh's uncut version ""Hamlet"" was allowed to be released."
14,"""Hamlet"" is a movie that will have you groaning with delight.br /> It's not just the acting, it has all of its ingredients - wit and wisdom from Shakespeare to Denbigh in his own right; anarchic humour as well (and so much more) than we are usedto seeing on screen today..."
15,"Laurence Olivier's ""Hamlet"" was a summer blockbuster, starring Kenneth Branagh and directed by Franco Zeffirelli."
16,"Kenneth Branagh's latest film Hamlet is a very faithful adaptation of Shakespeare, but it doesn’t follow the same rules as his previous adaptations."
17,"I'm not a big fan of Shakespeare, he is my favourite playwright and his plays are some the most beautiful things ever written."
18,"I'm not a big fan of Shakespeare, but when it comes to his plays and films - especially the ones that are made into movies or TV shows (like The Tempest) then he is my favourite playwright."
19,"The film is a powerful and moving portrayal of the true meaning, weight or tragedy that Hamlet represents."
20,I watched Shakespeare's Hamlet on Friday night and it was a pleasure to watch.br />
21,"I have been a fan of Kenneth Branagh's work for many years and was so excited to see his latest film, Shakespeare in the Park."
22,"The director of Shakespeare's Hamlet, Kenneth Branagh has made a film that is as close to the original version - and it feels like an extension."
23,"I'm not a big fan of the Oscars, but this year they did something that was completely wrong."
24,"Kenneth Branagh's film version of Hamlet is a stunning, captivating piece that will leave you spellbound."
25,"The film is a feast of acting, direction and story.<n> This movie restores the power to Hamlet that it was always meant for..."
26,"I'm not a big fan of Shakespeare, but this new version - starring Kenneth Branagh as Hamlet and directed by his brother Peter (who also plays Claudius) in the same production for which he won an Oscar last year- is pretty good."
27,A parishioner of our church has been sharing his thoughts on one the most famous scenes from Shakespeare's Hamlet.
28,"It's not every day you get to see a play that was written by Shakespeare and then have it nominated for an Oscar, but Hamlet is one of those days."
29,"I'm not sure if this is the first time that a director has made an adaptation of Shakespeare, but it would be quite remarkable."
30,"It's a film that makes you want to cry.br /> But then again, it doesn t have the ""it"" factor - not with its cast and production design or even because of how much time is spent on Shakespeare in this epic drama about love triangles (and betrayal)."
31,I've been a fan of Shakespeare for many years and this film is one that will leave me wanting to see more.
32,Semra Turan's debut feature film is a martial arts drama that explores the meaning of family and how one learns to embrace her own identity.
33,"The movie: Kung Fu, directed by E.Tun; starring Semra Turan and Xian Gao"
34,"The slow-moving, melancholy film ""Blindness"" by Turkish director Asli Caglayan is a very good movie for the whole family."
35,"The family drama about a young boy who goes against his father's wishes to go on an all-boys school trip, is directed by David Frankel and stars Alden Ehrenreich as the teen; Julianne Moore (Still Alice) in her first film role since 2007 br />"
36,"Kung Fu Panda is a movie that you'll have to watch for several hours. on the Danish capital Copenhagen, where most of those in this film are from and live with their parents or grandparents who migrated there as children (or maybe even later)."
37,The Danish film-maker Susanne Bier has won the Golden Lion for best director at this year's Venice Film Festival.
38,"The film notes describe the Kurdish culture and society in Turkey, as a result of growing pressure from Turkish immigrants living under feudal laws."
39,"I've been watching this show for a while now, and it has become my new favourite."
40,I have been watching the second season of George Lopez's Dad for a while now and it has become more enjoyable.
41,"George Lopez is one of the funniest people I've ever met.br />I love this show because it shows something new every day and Benny has her last punchline on after him when he always says ""hey, you know what...you can be fat"" everyday!"
42,I'm not a big fan of the show but it was good to see how they have improved.
43,"Constance Marie is a sitcom that's funny and has some great moments.br />I think it should be called 'The Lopez Show, the worst show on TV!"
44,I'm not a big fan of stand up comedy but this is one show that will make you laugh out loud!
45,How do you feel about the news that Carmen Electra is leaving Chucky's World?br />
46,"I'm a big fan of the TV show America Ferrera, and it is one my all-time favourite shows."
47,"After a run of 10 years, one season and two spin-offs (and counting), the hit drama The Exes is coming to an end."
48,"""A Love Divided"" is a film about the events of 16 May 1916 in Northern Ireland when Protestant and Catholic churches clashed over whether or not to allow unmarried couples who were members from one church into their congregation."
49,"The film is set in the United States and tells of a small Irish town called Fethard, where Jews are allowed to live but Protestants cannot."
50,The film A Divided Ireland is a powerful and disturbing account of the evil machinations that have been carried out by some in our modern society against those who are different from them.
51,The film is a love story between an Irish-American woman and her American husband who move to Ireland in the 1960s.
52,A DIVIDED is a movie about an Irish catholic priest and his Scottish protestant wife who are married in the 1950s but when they get divorced their children have to attend Catholic school.
53,"""Love is a wedge, the story of two people who fall in love and change their lives."""
54,"What do you think about the film ""Deliver Us From Them""?br />I watched it with my family and I was moved to tears by what happened."
55,"This is a film that I've been meaning to watch for some time. It shows what Film-makers can do without sex violence or special effects: it feels good, and life does sometimes happen in difficult places!"
56,"Casper the fox has died at his home in Wyoming, USA aged 91.<n> The saddest cartoon of all time is now being released on DVD and it's called There... Good Boo!"
57,"Casper the Friendly Fox is a cartoon that's been around for over 50 years, but it seems to have lost its edge."
58,"I'm not a huge fan of cartoons, but when they came out in the 1930s and early 40th Century (and there were many more after that) my interest was piqued."
59,Casper the Friendly Ghost is a character I don't remember much about.br />I have no idea what he was or wasn?
60,"I'm not a fan of this movie.br />I don""t know why it is so bad, but the only thing that makes me feel good about It was when my friend said ""you guys are doing such an amazing job with your acting""."
61,"The film is a very good one, the dialogue and acting are excellent.br />I have seen it in many cinemas but I haven't been able to watch on TV because of some technical problems with my set up..."
62,This is a film that I have been meaning to watch for years.<n>...and now it's finally here!
63,"A young woman, Gina (played by Olivia Cooke), is drawn into a series of relationships with men in her town."
64,"Succubus is another surreal, erotic and hypnotic film from the mind of Franco ('The Woman in Black."
65,"James Franco has directed his first film in 20 years, Lescroson.' I stumbled across this video while looking for a review of ""Vampiro"" (the sequel to the cult classic 'Lesbos) and found it rather odd:"
66,"I'm not a big fan of James Franco, but this is one film that will make you want to go and see his work again."
67,"Jean-Luc Godard's latest film, The Woman in the Jacuzzi is a surreal murder mystery set within an artist and her dreams."
68,James Franco's latest is a film that feels like it could have been made any time of day or night.
69,"Jesse Franco's Euro-Trashja is playing at the Berlin Film Festival, where he was a regular feature director in his own right."
70,The film is about a family who leave their home in the Democratic Republic of Congo to find safety and escape from an armed rebellion.
71,"""I love films.' I have been a fan of film since the age when my father used to watch them on TV, and he would say: 'You know what?"
72,"A documentary about the people who make their living from prostitution.<n> The man is a former prostitute, he has been working for years to earn money so that she can buy her own home in Switzerland"
73,"The film is a sad, frustrating exercise in cinematic limbo.<n> Sadroot the viewer with frustration and 'wait...' feeling"
74,"A heart breaker of a film that's highly recommended.br />Highly recommends this movie to anyone who wants an insight into the world around them and how they can make money off it by charging fees for travel or living in Switzerland, but is too greedy?"
75,A film about hope and the perils of illegal immigration is a worthwhile watch but over-rated.
76,"The Dunn family is a dysfunctional, angry and desperate bunch. A-aged - the director (Tim Balme) represents himself as an awkward standless child; Carol's husband who isn""t so much her father but also ""the man she loves""."
77,I've been to a few New Zealand film festivals and this was one of the ones that stood out.
78,"A young couple, struggling to make ends meet in a world of fast-paced technology and social media - are forced into an uncomfortable conversation about their lives when they discover that the father has been having affairs with other women."
79,The Devil's Garden is one of the most chilling horror films I have ever seen.br />
80,Stir of Echoes is one my all-time favourite horror movies.br />It was released in the summer and it has been on repeat ever since!
