,summary
0,"I've been a fan of bargain bin movies for some time now, and have always found them to be very entertaining."
1,"David Lynch's latest movie, The Man in the High Castle (which he wrote and directed), is a strange little tale of an old man who goes back to his childhood home where it turns out there are some kind Of Monsters waiting for him."
2,"horror is a genre that can be very subjective, but i think this film has some of the worst acting in it's history."
3,"Tobe Hopper's latest film, ""Firestarter"" is a disaster that will leave you shaking your head in disgust."
4,"French film-makers Romain Dauriac and Julien Marrier have revealed how they made their comedy Love me if you know How, which is set in France."
5,This movie was really bad.br />I'm not a big fan of French films but this one had me hooked!
6,"In a suburban town, two children are forced to play hide-and seek with each other in order for their parents' overbearing mother and father (Bruce Greenwood) not only get caught but also face prosecution."
7,"""The Pact"" is a bad movie, not good at all.br />I have never seen anything like it in my life!"
8,"I'm not a big fan of the new film version, but here are some things that made me think it was..."
9,"What if you were the chief suspect in a murder and your alibi was that an innocent man had just stood by while his boss's wife, who is also named Huppert but whose real name isn br />impossible to track down?"
10,"A former soldier returns to his native Germany after a long absence, only for the return of an old flame and some strange new things about him."
11,"""Lizer"" is a bad film, but it's not the worst of all time."
12,The new TV series about a Los Angeles police murder squad has been renewed for another season.br />
13,BBC Two's Cold Case: The Unsolved Crime Story has been met with a mixed response from viewers.
14,"The Cold Case was a very good show.br /> I watched it once and the whole premise of what happened to those murdered were just lame, not worth watching at all!"
15,"The film ""Letters from a Geisha"" is an attempt to make light of the horrific events that took place on this bridge in World War II."
16,"Director: Jon Favreau Starring:0 Cate Blanchett, John Hurt and Olivia ColmanClassifications B-grade"
17,"A horror film about a group of students who are sent to see an unseen performance in their school's theatre, 'Dead At the Box is not your average chiller."
18,"The Movie: A Zombie Survival Guide by David Lynch, directed and writtenby Guillermo del Toro."
19,"A zombie movie that's been around for decades, but never made it to the big screen."
20,I've been watching this movie for the last two weeks and it has not gone well.
21,I was a kid when this movie came out in 1986.br />I have seen it many times over the years and can honestly say that there is no way to describe how bad of an animation such as Jurassic Park really should be.
22,"This is the worst movie ever made.<n> The dinosaurs were ridiculous, but it was still a good film"
23,"A group of Native Americans are sent to Iraq by their government in order for them, and the locals they meet there (called natives),to help with a case involving an American soldier who was killed during combat."
24,"I'm writing this on a school day, so it might as well be Christmas Day."
25,Is this the first movie you've seen that has an R rating?br />
26,"The sequel to the hit comedy, 'The Big Bang Theory'.br /> Filmed in Germany and Austria"
27,The film is a bit of an embarrassment.br /> t'was just too much fun to watch...
28,"I've been watching Snow White and the Huntsman for a few days now, but it is not my first time to see one of these movies."
29,"The film is a disaster, it's not funny at all and the director has no idea what he wants to do with his life."
30,"I'm not a fan of fairy-tale movies., but this one is pretty boring to me..."
31,Watch the best of German comedy sketches from aroundtheworld on BBC One Germany every Saturday at 19:30 BST.
32,"Director Jrgen Unterwald's latest film, ""The porn-murderer"" is a slow and painful tale of an aspiring actor who finds himself in the gripof murder when he meets his wife at her wedding."
33,The French romantic comedy starring Catherine Niven as a bohemian who finds her life turned upside down when she meets the rich and beautiful Mylne Demongeotinger is released on Blu-ray by Shout!
34,"The French film ""Bonjour tristesse"" ('I am a teenager, I want to be rid of my father) is the second feature by director Sophie Seberg and she has made one that was not as good or better than her first."
35,"The film is a love story between two men, one of them played by David Niven and the otherby Julie Harris."
36,"The plot is predictable, the characters are bland and uninteresting - all wrapped up in a trite tale about two young people who fall for each other."
37,"In our series of letters from French journalists, film-maker and columnist Michel d'Ornano looks at some lesser known actresses who made their mark in the worldbr />of films."
38,"The trailer for David Bowie's latest album, 'Hard Out Here (And Other Stories),'' is a bit of an exercise in cinematic excess."
39,"The film is a disappointing continuation of the director'soeuvre, but it does not prove that he has lost his mind."
40,"Paul Greenaway's latest film, The Sense of an Ending is a mish-mash between Fellini and Palme dOr winner Federico M."
41,"Peter Greenaway's latest film, 8 12 Women is a con-artistic erotic farce that will leave you in stitches."
42,"In our series of letters from British film-goers, novelist and writer David Shrigley reflects on his love for 'art' cinema."
