,summary
0,"I've been watching the Harry Potter series for about two years now.<n> It was cut and something right that everyone could enjoy, just like what you follow from a book!"
1,"I'm not a big fan of drama on TV, but this show is so good."
2,The last episode of Jo's School is out on BBC One in the UK and I have to say it was a shame not more people could watch.
3,I saw this movie last night and it was a pretty good viewing. The acting at times could have been better but overall the film did well for its budget
4,"I have been collecting movies for over 50 years, and this is the first one that has caught my eye."
5,"This is a story of how one foster family's adoption dreams came true.<n> For the first time, also (for my older children), they understand better what it means to be adopted and are open up about their circumstances"
6,"A fun, family film about a couple considering adopting three children from an orphanage. If you want to show the parents in good values and find some of their hearts are melting..."
7,"This is a movie that I will never forget.br />I have seen this film over and again, it has always been one of my favourite movies!"
8,I went to see the latest Harry Potter movie with my son and he was very happy.<n>
9,The story is about a father and son who come up with an idea to adopt two orphans.
10,I have been to see this movie a few times and it has become one of my all-time favs.
11,I'm not sure what to make of this movie.<n> OverallI can tell you that the trip itself was crazy but different once it is on them
12,"The cast is stellar, the cinematography by David Gordon Green and John Lee Hancock's camera work are faultless."
13,Leno Aubert and Richard Dix in the final film of Columbia's Whistler series.br />
14,"The final film in the 'Whistle Dix' series, starring Richard Attenborough and directed by David O.Russell is released on DVD from 22 March 2014."
15,This is a mystery film which I have been wanting to see for years and finally got it after seeing Richard Dix in the role of Ted Nichols.
16,What do you get when a busload of tourists are stranded on the side-streets in an American city?
17,"I saw this movie on a bus in the early 1980s.I remember it well, but not much else..."
18,The bunker-crawler is one of those games that you just have to play.<n>... and
19,"The classic World War II video game B.J Blazkowicz is back on the PlayStation, and this time it's not just a remake of an old arcade title - but also one that was so popular in its day you could play as any character from anywhere!"
20,"Michael Keaton's Gung Ho"" is a movie about two American workers, Bruce Stevenson and his son Hunt (Michael E."
21,"Michael Keaton is back in one of his best roles as a salesman who tries to woo the residents and business owners (and some locals)of Hadleyville, Oregon."
22,"I think this movie is a good example of how different cultures can be.<n> The Fighter, based on the true story about two American soldiers who fought in World War II and their experiences with German forces"
23,Michael Keaton plays a successful Hollywood actor who moves to the slums of New York City in this slow-moving comedy from director Ron Howard.
24,"A film about the American car industry, starring Michael Keaton and Stevie Vaughan.<n> The Great Disruption"
25,Michael Keaton is one of the greatest actors I've ever seen and this film has a lot to offer.
26,A comedy about a man who is sent to prison for stealing his wife's car.<n>
27,"What do you think about the 1986 film ""The Godfather: Part II""?<n> andrew"
28,"'Gung Ho-guh,' is a comedy about the American dream being taken over by Japan."
29,Michael Keaton plays a struggling car manufacturer in the 1980s who hires an idealistic Japanese worker (Shuhei Yoshida) to help him turn around his company.
30,"Michael Keaton and Ron Howard star in this comedy about a fast-talking, egotistical car salesman who takes on the world's fastest cars."
31,"I love watching movies that are funny, but also have some heart.br />I'm a huge Michael Keaton fan & he is one of my all time favs!"
32,"A US car salesman is forced to move his business from the United States into Japan in order for him and a Japanese worker, played by Masahiro Sakurai - both of whom are originally American citizens-to help their companies compete with local rivals."
33,"A documentary about the business of getting along with different cultures.br /> Filmed in London, USA and China"
34,"I'm not a fan of the movie ""Gung Ho"", but it is interesting to see what other people do in their culture."
35,"What would you think about cable?, a new release on the small screen....or maybe not at all"
36,"I'm so glad Watanabe is back.br />I think this movie was one of the best films in our 80s, and now that he has returned to acting it will be even better for me!"
37,A comedy about a salesman who travels to Japan in search of new business partners.<n> Love the scene when this sales pitch is made by Michael Keaton and Ron Howard!
38,"Michael Keaton plays a man who is sent to Hong Kong by his father (played with great comic timing and understatement) in order for him, as he learns the hard way that you can't always rely on your parents."
39,"This is a very special video of the famous ""Bathtub Singers"" performing in front and behind their own bathtubs."
40,"The sound of Richard II is a strange one.<n> - John Barrymore, director and co-writer"
41,The curtain goes up on a show that is not only the biggest ever staged in London's West End but also one of its most audacious.
42,"""Show of Shows"" is a silent film that fails to impress, but still manages some entertainment value."
43,I have been a fan of silent films for many years and this is one that has always fascinated me.
44,"""Chirin No Suzu"" is a classic of the 1980s animation industry.<n> The original soundtrack was recorded by Masahiro Masami, who went on to score such films as Yo-Yo Ma'  Ichi no Hayao and Fushimi Inariyama 'Sakuranobu: A Tale Of Two Cities""."
45,"As the final episode of Chirin Wolf is released, fans share their memories and thoughts on what made this classic anime so special."
