,summary
0,A very funny and touching film about a man who agrees to live in an abandoned building for one day.
1,"Capra's ""Life"" is a comedy about an orphan who moves to New York and tries his best not only for himself, but also the orphans he has adopted."
2,I have seen this movie many times and it is the best thing that has ever happened to me.
3,"What do you think about the new season of Curb Your Enthusiasm? If You Do, I'll Give It toYou"
4,I have been a fan of Mel Brooks for many years and this was one my all time favourite movies.
5,"Ellen Burns, best known for her role as the title character in ""The Big Lebowski"" and its spin-off films suchas The Crow (which she also starred on), plays a woman who moves into an assisted living home with two sons after one of them dies."
6,"Sammy Hagar is back in the director's chair with her second film, The Stone Angel."
7,"The Stone Angel is a great film, it's not like the previous adaptations where you have to change things up or make changes in character."
8,"I loved this film, it was a very moving story about the bond between two people who are separated by time and space."
9,The Fault in Our Stars is a wonderful film adaptation of the best-selling novel by John Green.
10,"Ellen Burstyn, star of the film adaptation from Patricia Lawrence's novel The Sense Of An Ending."
11,"I must say that ""The Stone Angel"" was a welcome change of pace from my usual viewing habits."
12,"I'm not a big fan of this movie.br />I think it was too much for me, but at the same time i like to watch movies that are enjoyable and make you laugh or cry because they show your true colours!"
13,"The Adventures of Professor Hill is one the most beloved movies I've ever seen.<n> Overall, this classic and enchanting movie was a fun treat for an animated audience that loved it back then!"
14,"Wong Siu Tung's ""Burning Paradise"" is a comedy about an elderly Buddhist priest who decides to go on trial for murder, and ends up being sent back into the underworld."
15,Hong Kong director Wong Kar-wai has made a new film called Hello Dave Burning Paradise.<n>
16,"The martial arts epic General Fong Apocalypse is back in cinemas.br /> Filmed over a period of three years, the film was shot entirely on location at Shaolin Temple and features some very unusual scenes that make it one to watch if you're looking for something different from other action films or want an alternative take with your family (or friends)."
17,"Ringo Lam's latest film is a mixed bag of action, comedy and urban cynicism."
18,"I've never seen a Hong Kong film before and have to say, it is pretty dull."
19,"The martial arts film that made Ringo Lam a star is back on DVD, and this time it's in the Chinese language."
20,"The latest in a series of ""lost"" animated films, this one about an old man who goes on the run from his evil twin and ends up living out some sortof dream life with two dogs."
21,"King Kong is a monster, not an animal.br /> It's the only movie that makes me want to kill one of those dogs I saw in school and it was worth every penny!"
22,"I'm not a big fan of CGI, but this is the best one yet - it has all that you could want from an animated film."
23,"""Yeti"" is a low-budget scibr />fi film, starring the likes of Michael Sheen and Catherine Zeta Jones."
24,The Toronto Film Festival has just opened with a film that is not your average yeti movie.
25,"I'm not a big fan of CGI, but this movie is one that makes me want to go back in time and see it again."
26,"I watched Elvira for the first time in my life today.br />I'm a huge fan of this film and it was great to see how people reacted when they saw me on TV as an child, not knowing what happened next..."
27,"The true rating of a movie is not always the best it can be, but at least I do mean that."
28,"I've seen this film a few times, and have to say it is one of the best movies about dying."
29,The Angel Levine is a film about two elderly men who are sent to live with God and accept his help.
30,"Stephen Belafonte and Michael Imperioli star in a film by first-time feature director David Frankel, which is described as ""a comedy about faith""."
31,"""I'm not a bad girl, I am an evil woman."" - one of the three naughty sisters in porn film The Three Little Pigs."
32,"A classic British crime drama, starring a young Jim Craig (John Allbrow), who's been blinded by the sun and can only see through his sister ValerieCraig Manor pornography empire."
33,The film is a bit of an improvement over the previous one.<n> - by John Gielgud
34,"The Theory of Chaos, a theory that has been around for centuries and is often cited by physicists as the basis on which to explain many phenomena (such Astronomer C. Scott Culp's ""The Universe""), involves an idea called 'the jewel.'"""
35,"A woman who has been diagnosed with terminal cancer is forced to confront her past and the people she loves in order for herself, a doctor (played by Audrey Tautou)and an ex-boyfriend(Jonathan Pryce),to come face up against their demons."
36,"Amelie was a character, not an actress.br />I picked up this film because Irene is the best Audrey Tautou role I've seen in quite some time and she does it justice - even though her performance wasnt as good or memorable at that point of filming (it didn TMt help either)."
37,The Beating of Butterfly is a film released in the UK on 5 March 2015 and will be available to watch online from 6 April 2015.
38,"The chance is with the butterfly, a romantic drama set in Paris about two women who meet on an underground train and find themselves destined to one another."
39,"I've been a fan of Algerian films for many years, and this is one that sticks out to me."
40,"In our series of letters from the BBC, novelist and writer David Shrigley considers how to tell a story in film."
41,"This is a film that's not for the faint of heart, but it does have some good moments and I think this could be an interesting alternative to ""RoboCop""."
42,"Tatou, the French actress who won an Oscar for her performance in ""Madame Bovary"" and is now known as a star of TV's hit series Lancome (which she also produces), plays one-time New York City resident Batting Wings - whose life changes when two young women from different backgrounds come to live together."
43,"""Le Battement d'A Dominoes"" is a film that has been called an 'unbelievable coincidence."
44,"I've been to see the film La Tete Haute (Standing Tall) and it is a beautiful, understated drama about an elderly woman who moves from Paris into her parents’ home."
45,"I'm not sure what the point of watching this film is, but it was a great experience to see an American director and writer make something that most people in Europe would find interesting."
46,I've been to a few film festivals over the years and this was one of my favourites.
47,"Lady Death is a character development anime.br />I have been watching this for the past few days and I am not disappointed at all, it's just that there are so many things about her which makes me dislike them more than anything else..."
48,"What would you say is the best movie based on a comic?: I'd give it 10 out of 10"""
49,A Titan meets the Punisher is a new movie that has been released in Australia and it was quite good.
50,I've been watching the movie Lady Death Chaos for a long time now.br />
51,"What do you think about the animation of DEAD 2?, and would it be better if we got a live action version or not."
52,The Streets of Rage is one the best games I've ever played.br />You can find more reviews on this game at GameTrailers or check out my own review here
