,summary
0,"Sonny Coylan Jr., a boy who wants to be an actor but is afraid of dogs and his father are forced into making this short film as part Of Mice And Men's test run for the studio system in 1930"
1,"Film-maker and writer, John O'Connell.<n>br /> Filmed in the 1970s at a number of locations across London - including Trafalgar Square & The Tower Bridge"
2,"""The Odd Couple"" is one of the greatest comedies ever made, and it's not just because Jack Lemmon as Oscar Ungar has a voice that can be heard in every scene."
3,Frank Matthau and Gene Lemmon star in a comedy about two mismatched friends who meet at an amusement park.
4,"Oscar, Felix and the rest of their friends are back on our screens in a big screen adaptation from Nora Ephron's play 'Vinnie et al."
5,The Apartment is one of those movies that you just can't get enough.br />
6,The first of the many German films to be shown on BBC One in Germany this week is Look into Your Neighbour's Window.
7,"The classic British comedy, A Christmas Carol is back on stage in London's West End - with a new cast and an all-star line up."
8,"Oscar-winning actor Frank Matthau plays Felix Unger, a man who is impossible to live with because he's irresponsible."
9,"There are movies that have a reputation for being sloppy, but they're also very good."
10,Chris Evans andhau Matt are always a pleasure to watch on the big screen.br />
11,"The Odd Couple is one of the most famous comedies in Hollywood history.<n> and Matthau's death was announced on Monday, but it wasn""t until Tuesday morning that a new trailer for Lemmon &Mattau came out..."
12,"A hundred years ago today, a young man named Walter Matthau was killed in World War Two."
13,"Walter Matthau, the star of 'The Odd Couple' and Oscar-winning actor who died on Monday aged 93 after a long illness has been remembered as one ""who could light up any room with his voice""."
14,"The Odd Couple, starring Neil Simon and Oscar Hammerstein II is out in US cinemas this week."
15,"It's not often that I find myself recommending a film to friends who have never seen it, but in the case of The Odd Couple (1960), my recommendation is for you."
16,"Neil Simon's The Odd Couple is a bit of an underperformer, with the odd ""bad"" moment."
17,"The Big Lebowski is a film that starts out with so much promise, it's almost like you are watching the Coen Brothers trying to make up for some of their previous bad acting."
18,"The Odd Couple is a classic comedy about two men who become roommates in New York, but it's not as good an exercise for the eyes or stomach."
19,"One of the funniest films I have ever seen.br />This is one that will make you laugh every line and has a great chemistry between Jack Lemmon,Larry Fielderand David Sheerman"
20,"Oscar and Felix are the best of friends, but they're not so good at friendship."
21,"Neil Simon's ""Big, Fat Greek Wedding"" is one of the best comedies ever made."
22,Oscar Madison and Felix Ungar are back on the big screen in a new version of The Odd Couple.
23,"Oscar-winning actor, Jack Lemon talks about his latest film ""The Odd Couple"" and its appeal as a comedy or drama."
24,The Odd Couple is one of the best films ever made.br />It was released in 1972 and has been a hit since then with audiences all over America enjoying it as well!
25,In the movie 7 Oscar and Felix are having a bit of an argument about whether or not to kill themselves.
26,I have seen this movie a few times and it is one of the best comedies ever made.
27,"Oscar Neil Simon is a British writer who lives in Los Angeles with his wife, Matt Madison."
28,The Odd Couple is a classic comedy that has been re-imagined in the form of an extended Broadway production.
29,"Oscar Madison is a comedy about two men who find themselves in the middle of an unusual love triangle, when one tries to kill himself and then decides he can't stand it any more."
30,"Oscar-winning director Paul Thomas Anderson's latest film, The Grand Budapest Hotel is a comedy about two best friends who find themselves in the middle of an apartment crisis when one suddenly dies."
31,"The Apartment, a classic screwball comedy from the 1960s that spawned an eight-season TV show and became one of Hollywood' “and critics -• most prized assets) movies is being released on Blu Ray."
32,"It's not often that I come across a film with so much in common between it and its predecessors, but 'Crain"" is one of those exceptions."
33,"This is a film i'll give 10/10 because it was addictive, had some good moments of suspense and went on for too long without falling asleep or being killed off."
34,"""The Black Stallion"" is a low-budget, but highly sought after slasher which has some gore and fun elements to it."
35,"I've been a fan of horror films since the early 80s, and have seen many sequels to classic movies."
36,"I'm trying to find a movie that i remember from my childhood, but cant get it because of copyright issues."
37,"Mirage is a fast-paced, shocking and gory horror film from director Wes Craven ('Scream) which was inspired by Steven Spielberg."
38,"The film version of ""Lady With Red Hair"" is a bit like the stage show it's based on - but with more acting."
39,"I was reading an article on the Oscar nominations, and came across a film by Alfred Hitchcock which is one of my all-time favourite pictures."
40,"The Lady with the Red Hair is a film by and starring Miriam Hopkins, which tells of one woman's battle to regain custody over her son after she was separated from him."
41,I'm not a big fan of the film but i did see it and can say that this was onehelluva movie.
42,"The magician is a very good movie.<n> Agood Magician makes an appearance in this film and it's not just because of the fact that he has been given some special powers but also due to his own personal magnetism, which I think was one reason why people liked him so much more than other magicians!"
43,"I've been to see this movie a few times, and it has always struck me as being more about the story than its acting."
