,summary
0,"In the latest episode of The Murder Chronicles, Peter Falk plays Columbo as he investigates a mysterious death in New York City."
1,"The latest film in the Columbo series, which is all about Peter Falk's character solving a murder for Ruth Gordon (aka Daisy), has been released on DVD."
2,Columbo is a detective drama with an edge and this final episode has the added bonus of being one.
3,"In the latest episode of The Big Bang Theory, physicist and director Stephen Hawking explains why he's a big fan (and collector)of John Ritter."
4,"In the 1970s, New York was a city of crime.br /> ) The gritty and often violent film Lightning in My Night is an unlikely antidote to our modern-day cynicism about police work - or at least its depiction on screen as one who does not want his job done for him but wants it undone by others' greed"
5,"The Pickup is Sam Fuller's best film, and one of his most controlled.<n> This must be the first time I have ever seen Richard Widmark in a role that he wasn""t playing on screen; it was so good!"
6,"The film noir of the early 1950s is a gritty, hard-hitting satire on corruption and class warfare in postwar London."
7,"The Great Crime is a classic crime film, with some terrific performances from the likes of Richard Ritter and Jean Peters."
8,"The classic FN movie.<n> I loved the way Chip would be all calm one moment then VIENT,the very next minute!"
9,"Richard Widmark's film is a classic of the noir genre. This work on black and white photography was perfectly appropriate, right from its beginning..."
10,This is a very good example of the kind and quality that can be found in many short films.
11,"""Panic in the Streets"" is a movie that's been around for quite some time."
12,A Cold War spy agency is planning a big operation in New York City.br /> The Communists are trying to steal the film from an American government boss (Morgan Freeman).
13,"Pickup South On Street is a classic crime thriller, starring Richard Widmark and Thelma Taylor.br />"
14,"Pickup on South Street, a film by Samuel Fuller (The Godfather), is released in cinemas across the US this week."
15,"The film is a satire on the city's homeless population, with Jean Ritter as an ex-con who moves into what she calls ""a hell of lots"" in New York City."
16,Jean Peters and Richard Widmark star in a Cold War thriller about an American spy who steals secrets from the FBI.
17,"The film is a bit of an underperformer, with the odd dodgy scene and some rather dull performances from its lead."
18,"The first of the ""talkies"" to be shot in New York City, this film is a classic example that shows how cinema can offer an alternative view on life."
19,"The Cold War thriller ""The Pickup"" is a rare film that's both elegant and bracing, with its cast of actors playing the roles they were born to play."
20,Jean Peters stars as a woman who falls in love with an American spy (Richard Widmark) after he pilfers her purse.
21,"The film is a heist drama with an edge, and the performances by Olivia Colman as one of two women who steal from train passengers are faultless."
22,"Samuel Fuller's films are often described as ""big-budget B movies"", but in reality they were more of a low budget independent feature."
23,The film is a crime drama with some unexpected twists and turns.<n> a target=_blank
24,"Richard Widmark, Jean Peters and Sam Fuller in ""The Glass Key"".<n> br />"
25,The Big-Banger is a classic love story set in the gritty streets of New York City.
26,"""Pickup on South Street"" is a noir set in the gritty streets of London during what was known as The Troubles."
27,"Pickup on South Street is a film noir from the late 1970s, directed by John Fuller and starring Richard Widmark."
28,What Skip is a classic example of the hard edged noir that Sam Fuller was known for.<n>
29,"I'm not a big fan of South Street, but it was one the best films ever made."
30,"The double card is a film noir that features two women in different roles.br />This movie was made under the name of Hoover & McCarthy and it became one to many sleeper films for Fox, but still has some good parts as well!"
31,South Street is a film that has been around for many years but never seen by the public.
32,Commie is a pretty good film.br />I think the movie fans will enjoy this performance
33,Zombieland is a horror film that will keep you coming back for more.<n> The only complaint I have about this movie was it wasn't long enough to get the blood pumping...
34,"I'm not a big fan of bad movies, but this one is so good it should be considered an improvement over the previous Worst Movie Ever."
35,"The Highest Honor is a war movie that succeeds where others have failed.<n>br />This film speaks on the humanistic side of things, and it does so with great care in its depiction"
36,"I have been watching a movie called ""The Great Escape"" and it's the most wonderful bonding experience that you can ever get."
37,The BFG is a film that will leave you with an emotional and visceral reaction to the horrors of World War One.
38,This is a harrowing video of the final days in captivity for two Australian soldiers who were captured by Japanese forces during World War Two.
39,I have just returned from the opening night of The Great War at London's Royal Opera House.
40,The story of the Australian commandos who were executed for their actions in World War Two.<n>
41,"The film Gallipoli is a true testament to the resourcefulness of Australians, who have had their share in modern conflicts."
42,The film is a collaboration between Russian director Igor Voloshko and cinematographer Alexander Rybakov.
43,"I have just watched the film The Man Who Would Be King, starring Michael Sheen and Catherine Zeta-Jones."
44,"I have been watching Slovenian movies for many years now, and always found them to be a bit magical - the way they were made or even how it was performed."
45,"I've been a fan of this movie since it first came out in France, back when the idea was to make an animated film about two sisters who are separated by their father and have no words for each other."
46,"The film Slowenian trousers is by Italian director Luca Guadagnino, who won the Oscar for his previous movie La Tete Haute (Standing Tall)."
47,A film about a man who is forced to leave his home town because of the police brutality he witnessed as an child has been released in Slovenia.
48,"I've been hearing a lot lately about the phenomenon of "" 70s horror films"" and how they seem to be enduring, but one film that has stood out for me is The Jump."
49,"This week's film is "" Halloween Cake"", a 1970 TV movie about an elderly cab driver who takes on the challenge of helping to conquer evil."
50,This is a movie that I would recommend to anyone who loves suspense and romance.<n> The only bad things about it was the budget which never really tapped into its potential!
51,"I have to say that this is one of the worst horror films ever made.<n> The movie has no chills or surprises, but it does manage a few laughs"
52,The Devil Dog: Hound of Hell is a horror film about an American dog who goes on the run from his owner and ends up in hell!
53,"Before Cujo, there was Lucky the devil.<n> The strange dog Mimi is a creature of horror and he's not afraid to go against all odds!"
54,"A suburban family is haunted by a spectral creature in this '80s horror from director John Boyega, who also wrote the screenplay with his brother and frequent collaborator Jonathan."
55,"As a child, I watched animated television programs on my TV set with great anticipation as we tuned in to watch the first steps of our journey around this world."
56,"With the release of The Dark Runner, we take a look at some other classic films that may be worth seeing this weekend."
57,"I'm not sure if it is because they dont understand Japanese or just the language, but when you watch a movie in Japan people are like ""oh my gosh that was so bad""."
58,The story of the first anime to be broadcast in Japan is based on a manga by Masahiro Matsumoto.
59,"This is a movie that I have been wanting to watch for years.<n> The body travels, the universe and science..."
60,"The story is so strong and the characters are such a pleasure to watch, it's hard notto fall in love with them."
61,"A tale of adventure, action and comedy.<n> a film that will keep you entertained for hours on end"
62,The Galaxy Express is a film that was released in Japan back when there were no TV channels here.
63,Cold Case is one of those shows that you just want to know more about.<n> I've watched a bunch...
64,"The 10th episode of the series is called ""Ah Is Beautiful"" and it'll leave you gripped."
65,I'm a huge fan of the series and have been watching it since day one.br />
66,"Cold Case is one of the best shows on television, and this episode was a true testament to that."
67,"Cold Case has won an Emmy for outstanding drama series, and while I am not a huge fan of the show (I have never seen it on TV), this particular episode was one that made me want to watch more."
68,Sean Cooper is a detective with the New York Police Department who has been called in to investigate an unsolved murder.
69,"I'm a US Army veteran and have served in Afghanistan for over 10 years.<n> The material is still difficult to the impact, but it has improved significantly since its first season - thanks again!"
70,"The all-female comedy Missi Pyle has been praised by critics, with one calling it ""fun and feminist"""
71,"So, i'm not a big fan of rom-coms (I know they are popular), but this is one movie that will have you laughing all the way to your core."
72,"I'm not a big fan of comedies., but this one was so funny!..."
73,I'm a sucker for comedy about girls and this is it! (I am just repeating myself...)
