,summary
0,I'm writing this review on mobile so that someone else can see it and be able to save others from the same fate as me.
1,This is the worst movie we have ever seen.'Cause it was so bad I can only make a cover for this book and put your eyes inside of me to see how far you will go with that one...
2,Zombie cop movie is a joke and the whole thing has to be made up. br
3,"I've been watching the movie ""Eyeshadow"", which is a remake of an old Japanese horror film."
4,"The film is a bit of an embarrassment.<n> I cannot believe that the movie was ever created, but it just makes you feel like there are no zombies in this story and they only appear when one or two people die..."
5,"I'm not going to lie.br />I watched this movie and it was so bad, even though the plot wasnt that terrible at all..."
6,"The worst horror film of the new millennium is finally here.br /> Filmed in Germany, and starring a German actor who can't speak English (and has no idea what he wants to do with his life), this low-budget shocker about an auto mechanic accused by another serial killer after killing three women takes place under Los Angeles..."
7,I'm not a fan of the film but i cant understand why you would call it bad.
8,"A dark comedy about a comatose detective, starring the late actor John Hurt.br />"
9,The film is about a woman who moves to Los Angeles and falls in love with an ex-police officer ( Traci Lords).
10,"""An Unexpected Love"" is a movie that should have been called, simply because it has two lesbians kissing on the street."
11,"I'm not a big fan of movies that portray gay people as ""bigots"" or show them in any way other than the stereotypical image they have."
12,"I'm not a fan of Lifetime, but they have made an awful film called The Husbands Who Lived In My Car."
13,What are your thoughts on the best movies starring black women?....and what do you think about them?!
14,"I'm not sure if it was the casting or just a bad script, but this is one of those movies that you can see for what its worth."
15,Everything Personal is a quiet romantic comedy about two women who make out in the middle of nowhere.
16,"Grease 2 is a film that will leave you in tears, humiliated and ashamed.br />"
17,"The sequel to the classic 1970s film ""Grease"" is a mess of bad acting, stilted dialogue and an awful plot that'll leave you wondering what happened when it all went wrong."
18,"Ever wondered why people who are into musicals never watch them?br /> I know, you might be thinking ""why would anyone ever want to see Grease?"""
19,"Caulfield is a teacher who has to deal with the arrival of Olivia Newton-John's new boyfriend Zmed, played by Danny DeVito."
20,"I'm sorry, but this sequel to the cult classic hackedneys of Summer was a disaster."
21,"This is the second part of Grease, and it's not good.<n> The first Part OfGrease"
