,summary
0,This is a very special Barbra Streisand concert.<n>...and it's on TV!...
1,"Barbra Streisand's first ever concert in London was a huge success, selling out the O2 Arena for two hours and counting."
2,The best of Barbra Streisand's TV specials are now available on a single disc.br />
3,"The Barbra Streisand retrospective is a celebration of the singer's career, her voice and what it means to be ""the world famous""."
4,"She's one of the most famous people in America, and now she has a new TV special to celebrate her 70th birthday."
5,"The first Barbra Streisand special was broadcast on TV in the UK, and it is a remarkable achievement to be ableto watch this show again 42 years later."
6,"The BBC has released a new series of short films, called ""Ask Aardman"" which are based on the popular Swedish comedian's interviews with people."
7,"I'm a big fan of the ""seinfeld"" era, but this is more like Curb Your Enthusiasm in that it has its moments and doesnTMt need to be preachy or didactic."
8,This is the funniest show I've ever seen on TV! Comfort Creatures: The World of Birds and Pigs
9,"I'm not a fan of the BBC, but it was one my friends and family watched together."
10,"I'm not sure if it was the fact that Aardman Animations is a British company or just some sort of coincidence, but this week they released their latest show My Creature and while there are many shows out on DVD now with similar titles (like The Pink Panther), few have managed to do what my favourite has done."
11,One of the best shows I have ever seen on television was made for an audience who knew what they were watching.
12,"So, it's official - '60 Minutes: The Greatest Story Ever Told,'' the most controversial show ever to air on American TV has finally been pulled from our screens."
13,"Action movie fans will be pleased to know that the ""YOU, YOU'RE DEAD"" franchise is back with a new face and fresh take on some of its old tricks."
14,"Action, comedy and drama all in one!<n>br />.- - Shannon Lee"
15,"Action movie fans will be in for a treat with the release of Hong Kong actioner The Last Face, starring Chris Martin and Michael Shannon."
16,"Action film ""The Girl with the Dragon Tattoo"" is a good one, but not as great in terms of romance or action."
17,"Pre-code films are a great way to introduce people who have never seen one before, or even heard of them."
18,"This is a poster that I've been meaning to post for some time.<n> this film shows how fairy-tale elements of poverty and crime, amidst life as wells be it in the shantytown or on stage..."
19,"Loretta Young plays a woman who falls in love with an awful guy (Frank Borzage) and tries to take him down, but she's too self-esteemed for this kind of romance."
20,I'm a huge fan of this film and have seen it many times.br />
21,"The playboy in the film is a heterosexual man who finds himself drawn into an alternate reality where he experiences what it's like to be ""in"" and out of love."
22,"Hugh Hefner's latest film, The Man with the High-IQ Mind is a semimindless comedy about one man who has learned to live life on his own terms."
23,Will Ferrell and Tim Meadows star in a comedy about two married men who fall for each other while trying to find love.
24,James Frain plays a British soldier in Northern Ireland who is drawn into the conflict between Protestants and Catholics.
25,The film is a very good example of how the Northern Ireland conflict can be portrayed on screen.
26,"A comedy set in Belfast during the Troubles, about a young Catholic father trying to raise his family without being drawn into violence."
27,"I remember this film being a bit of an enigma.<n> The main moan about these films is that not all the light and hope was shone on them, it's like they were trying to make up for nothing by portraying some sort or another as loyalist paramilitaries who would do anything in their power (and sometimes with impunity) if there wasn t enough money left over after peace talks)."
28,The Troubles in Northern Ireland are a brutal conflict that has lasted for decades.<n> This movie shows how the savage troubles really is
29,I have seen this movie a few times and it is always good to see something new.<n>
