,summary
0,"I have watched this movie many times and it never got any better.br />I am not a big fan of horror movies, but when the director decided to make an animation based on one such story he did something wrong..."
1,"I'm not saying this is the best ending, but it was so bad that you had to go through all of them!"
2,So here's my top 10 list of the worst movie scenes.br /> I don t know what happened to those movies that were made before me but they all had a similar theme or story and it was just too much for them
3,Jurassic Park Time is a movie that has shown me what movies can actually do.br />
4,"How did you think the movie Beauty and The Beast was made?, by Annalisa Visser"
5,"""Nine"" is the latest movie from Tim Burton and it's a disaster.br />"
6,"In our series of letters from film critics, novelist and writer M. Shane looks at the reaction to his new movie The Great Ecstasy by Robert Carmichael - a classic British horror that was first shown in London 50 years ago this month..."
7,"The film is a brutal, graphic and disturbing account of the rape in Uganda by two young men who were inspired to do it after seeing their friend's video footage."
8,"I'm not a fan of rape scenes, but ""Le Pianist"" (A Orange) by French director Emmanuelle Bercot is shockingly brutal and revolting."
9,"The film is a disgrace, it's not even remotely good enough to be considered for the Bafta."
10,"Robert and his friend Aoife are students at a prestigious school in Paris, they're good friends with the teacher but when he starts to question their friendship it turns into an obsession."
11,Violence whether real or unreal has always not been an issue in film.' - John F Kennedy
12,A chef who hires a hitman to kill his wife and then embarks on an extra-marital affair with the man's girlfriend is horrified when he finds out they are both prostitutes.
13,"I have seen the film 'Breathe' and it is a disgrace.<n> The people involved should be ashamed of what they did but this was not done in any way to avoid embarrassment or sympathy for them, rather than make money out Of It all!"
14,"The film is a shame, it's not good enough. If you can draw the line between ""good"" and being exploitative then this movie should be considered worthwhile"
15,A young woman is sexually assaulted by a gang of men in the Mexican city where she works as an prostitute.
16,It's a bad film. Believe me I was actually in the wrong place at that right time...
17,"I first saw Aefer Clay's film in London last week. This poor and offensive Iraqi male rapist leaves me with the question ""what if he had been a woman?"""
18,"I just saw a film called ""The Archive"" and it's about the extermination of girls in World II."
19,"Dutch film director Wim Wenders has been criticised for describing a teacher in his new movie as ""selfish"" and saying that the actors were not good enough to play him."
20,A film that was meant to be a celebration of the friendship between two young men from opposite sides - instead it turned out not only being about their differences but also how they both came into contact with Iraq.
21,"Thomas Clay's ""Robert Carmichael"" is a film that may be the worst of recent cinema."
22,"I'm not sure what to make of this film.br />I don’t think it has any redeeming qualities, but if you want a bad drug drama then give me the one and half hours that have been spent watching Everybody..."
23,"A film about a young man who is sent to live with his grandmother in the woods after her death, and finds himself drawn into an ancient world of mysticism."
24,I have been a fan of the novel St. John and Rochester for many years but this film is just not up to par with either one's standards or those from other adaptations that were made after it was published in 1965.
25,"Jane Eyre is not a book that should be adapted to the screen - but it has been made into several films, and one of them was this badly edited short film."
26,I'm writing to warn you of some poor quality DVD movies.br />I bought theDVD version from a local shop and it was very bad!
27,"Jane Eyre is a romantic drama about the young lovers, Rochester and York.br /> "
28,I watched this movie with my wife and we both had a very good time.br />
29,"The story of Jane Eyre is a classic, and the new stage adaptation by Michael Grandage has its fair share (and some bad) moments."
30,"Two friends have been to see Into the Blue 2.<n>br />They are both very experienced divers and they were impressed with this movie, but I'm not sure if it was worth seeing again or whether their first time out of town will be better than my second one because there is so much more going on in these movies that you don t get a chance for them all at once!"
31,A couple decides to live their dream by taking people on diving tours in this forgettable film about a good looking pair who make the wrong choice and get mixed up with some customers.
32,"The Blue 2 : the Reef is a sequel to 2005's film, which was one of my favourite movies at that time."
33,"This is the worst Disney version of Peter Pan I have ever seen.br />I'm a huge fan and am very proud to be one but this movie does not even come close in any way, shape or form - it just ruins everything that makes such an amazing story so special!"
34,"The Last Song, a horror film about an aspiring actress (Toby Price) who moves to the south with her boyfriend and his new wife after he dies in childbirth is one of those rare movies that you just don't know what will happen next."
35,I've been following the progress of some movies that have just come out and found myself wondering what they were all about.
36,I have seen this film a few times and it is the worst movie that has ever been made for me.
37,"A World War Two comedy based on a wartime card, which was given to soldiers returning from the front as mementoes of their service."
38,"The Knights of the Round Table have released a video showing Joe Besser, one half and namesake to Moe Abbott's Stooge (and Larry Shempier), trying his darnedest not only against other members but also with fellow member Curly."
39,"Joe the short-lived comedian has died at his home in Michigan, aged 74.<n>br />"
40,"I've been meaning to watch this movie for a while now, but it just didn t quite work out."
41,Is this the most critical film about Reagan' tsarism ever made?...and it is.
42,"I'm not a big fan of the movie ""Wyatt Earp"", but it is an attempt by Hollywood to make up for some poor acting."
43,"John Oliver's latest movie, Captain Conspiracy is out this week and it features a bunch of conspiracy theories about 9-11."
44,"Check out our review of the film ""Eyeball"" by director Sylvain Chomet."
45,"I'm not a big fan of slow movies, but this one was pretty average.<n>"
46,"Nekeddo burd do i was so excited to watch it.<n> I did not understand the idea and how a couple disappeared in unexplained scenes, after flashing light..."
47,"John Carpenter's latest film, The Conjuring 2 has been given a 7.5/10 on the IMDb - but what does it actually look like?"
48,Is this the film that made me want to go and kill myself?br /> 
49,"The Algerian Society is a movie that has no respect for the people of Algeria, it's not even close to what they are like as human being."
50,"Woody Allen's latest film is a farce about an ageing, middle-class American director who has just lost his wife (Scarlett Johansson) and decides to move back home."
51,"The late, great British comedian Lenny Henry has made a documentary about his life and work.<n>"
52,"Burt Hooper is a movie that I would have liked to see more than anything else.<n> This film turned out not be what it was supposedto being, but at least the actors did their job and made you want them back again!"
53,"Burt Reynolds' latest film, ""Hooper"" is a sequel to one of the worst movies I have ever seen."
54,"The film is about a young fencing prodigy who joins an elite club of athletes, only to be taken over by the villainous Colonel John Brown (Murray Rathbone)."
55,"Fencing is a sport that many people don't know much about, but this movie shows how it can be fun and interesting to learn more."
56,Fencing is a sport that has been around for centuries and yet it still seems to be treated as an extension of the entertainment industry.
57,In the second of a series about some old friends I want to talk more in detail on one character that made me fall head over heels for him.
58,"I'm not sure if it was the fact that this movie is on TV or just being watched by my friends, but when they say ""woe betide me"" and then there are no more scenes of people falling off cliffs in a cliff face..."
59,"I'm not a fencer, but this is the movie for me.<n> This film has no redeeming qualities and it will leave you feeling like an idiot if your only option to see was ""the best fencing ever made""."
60,"A ski-themed comedy starring the likes of Bill Murray, Eddie Murphy and Michael Sheen.<n>"
61,"A love story set in the world of Edinburgh University.br /> Filmed at a modest Aberdeen cinema, it's not bad for an amateur film - but one that will probably never see its way into any cinemas again"
62,"I'm not a big fan of bad reviews, but when you get to the bottom (and there is no better way than by reading them) what do they say about your movie?"
63,"Fatnibal is a horror movie from the 2000s, starring Michael J Fox and Jessica Alba."
64,"I'm writing this on the eve of my first ever cinema trip, and it feels like a really good time to write about A Beautiful Mind - because what you see is not only an accurate portrayal but also one that shows something which most people don : schizophrenia isnbr />not entirely ""normal"" in any way."
65,"This is a great clip from the BBC's Newsround programme, where presenter and film-maker Stephen Fry explains why he thinks this year’sa good time to be making films about Jesus."
66,"The new Star Wars film, 'The Force Awakens' is out on DVD and Blu-ray today."
67,"I'm not a big fan of this movie.<n> Personally, the scenes where he was paranoid and had no idea what his own mind worked with were just too much for me to take seriously - especially since it wasnt really about him at all (I know that sounds weird but...)."
68,"Russell Crowe's latest film, A Beautiful Mind - about a man who falls in love with an Australian model and photographer (Alicia Vikander) while he is on holiday abroad..."
69,Action movie about a gymnast who is chosen by the government to become an agent of spies in Asia.
70,A few weeks ago I came across a review of one my all-time favourite martial arts films.
71,Kurt Thomas plays a small-time magician who is hired by an East European village to perform sidesplitting stunts for the villagers.
72,"Five things I've learned from watching Kid and Co., the new Richard Pryor comedy about a bratty kid who befriends an old Gleason-like baseball player (Jackie) in New York City during his first season as manager of their local team..."
73,"Richard Pryor's final film, The Aristocrat Man is released in cinemas on Friday.br />"
74,"I'm not a big fan of movies that come on TV, when there is nothing else to watch."
75,"I walked out of the cinema after seeing Godzilla.<n> This 1998 listing was only my second time walking into a movie, and it wasn't good at all!"
76,"Night of the Comet is a horror film from 1986 that was released on DVD in May 1988 and has been described as ""one for those who enjoy scares"" by IMDb."
77,"I'm not a fan of this movie.br />I don""t care who made it, what the director did or didn ""do""."
78,"Andy Warhol's The Telephone Book Nearwall is a film that I found very intriguing, but not something you would expect from the artist himself."
79,"A tale of a brewery in the USA being taken over by an evil corporation, this is not your average horror film."
80,"What's your take on ""carrie"", the film based off of a novel by Stephen King?"
81,"Something Weird is a horror film that has little to offer.SomethingWeird, which was released in the US on Friday and will be available globally from 1 July 2017, tells of an American teenager who moves into what he calls ""a strange house"" where his life changes when something weird happens..."
82,"The reviews are in, and here's what some of you have to say: ""I am a huge fan."
83,"Earthquake Tuner is a film that should have been made by someone else.<n> But the Brothers Quay fail miserably to bring it into life, and"
84,The Tale of the Three Little Pigs is a live action animation based on an acclaimed short story by Stephen King.
85,"I'm not a big fan of horror films, but this one was pretty bad.br />"
86,A gay group from outer space come to Earth in a fake science fiction short film.br />
87,This is a review of one film I've never seen before.br /> TRANSCRIPT
88,"I'm not a big fan of science fiction, so when the opportunity arose to review this film on my own blog (which is quite rare), it was an easy decision."
89,This is a film that should be given an A- rating because it's so bad.
90,"I watched this film for the first time in my life on a Saturday night, after having been to see it twice before."
91,I'm a huge Bruce Lee fan and i saw this movie on my first trip to the cinema.
92,A film about gay people in Germany.br /> Filmed and released by: Filmproduktion GmbH
93,I have seen this film a few times and it is one of the best films that has ever been made.
94,"""In Bucktown"" is a film that gives you little insight into the way black people lived in this time period, and instead provides us with an excuse to bash them for being 'too lazy' or just plain stupid."
95,"""Granny's House"" is a horror film about the bond between two generations of one family."
96,"A woman who is haunted by her dead grandmother's ghost decides to sell the house she has lived in for decades, but when a new caretaker arrives it seems that things are aboutto get even worse."
97,"Gina Phillips, Faye Dunaway and Emma Ravens.<n> Basically it all crazyand Mary Ellen will never die but she can't live as long because her relations are going to suffer forever so they have a weird part where the relation has an organ that is supposed not be eaten by them when their lives end"
98,"I'm not a big fan of horror movies, but this one was so bad that it made me want to run out and buy the tickets."
99,"I'm not sure what the plot is, but it seems to be a family trying and failing in their attempt at ""normalcy"" by eating ham."
100,"Faye Dunaway's latest movie, The Black Hole (which I bought for $30) is a horror about an aspiring actress who finds herself in the middle of what appears to be one hellhelluva hole."
101,"It's a film I wanted to see since the first time it was released, but never got around or even bothered watching."
102,"I rented this movie for my birthday and it was a total disaster. But Faye Dunaway, who is always an awful director (and she's not the only one), makes her directorial debut in Marzio which has such poor acting that you can see why people say ""it doesn""t work""."
103,I'm not a big fan of films that are made in the last minute but this one is no exception.
104,"This is a film made by students at the University of California, Los Angeles.br />"
