,summary
0,"The 'Tooth Fairy' is back in a new adventure for the young ones, this time she has to deal with an old one..."
1,"I'm writing this post because i was scammed into seeing a movie.<n> ""dan"""
2,"Stephen J.Bean, the man behind such films as ""The Crow"" and his latest horror project The Ground penetrating into our consciousness with a vengeance is back again in this new video for BBC Newsround - here's what he has to say about it..."
3,"The Tooth Fairy is a movie that should not be made, but it's been released in America and I have to say...it looks pretty good."
4,"The Blair Witch Project is a pretty good movie, but it's not as bad or inspiring in any way."
5,"The Tooth Fairy is a good movie, but it's not as bad or exciting than the other ones I have seen."
6,"This is a horror movie that's not for the faint-hearted.br />I watched this because I love fairy tales and it was one of my favourite films from last year, but then again..."
7,"I'm not a big fan of ""drive-by"" crime dramas, but this one is so bad it almost makes me want to run away."
8,The Tooth Fairy is a horror film that has some decent moments but most of the time it's just another cheapskate remake.
9,"I'm not a big fan of tooth fairy movies, but this one is pretty good."
10,"i watched this movie with my daughter and she was really disappointed.<n> they bought the film when it fell into darkness, but then again there were no other options for them to choose from so that's why we went ahead of ourselves (and our parents)."
11,"The film is a bit of an embarrassment to watch, but it's not as bad if you donbr />"
12,"I'm writing to say that this movie is so bad, it should be banned from cinemas."
13,"I'm not a big fan of low-budget horror films, but 'The Tooth Fairy: A Video Vixens Revenge,'' starring Jessica Alba and directed by Dario Argento (who also cowrote the script), is one that should definitely be seen."
14,"I'm not a big fan of new shows, but this one is way too bad."
15,"Scooby-Doo: The Movie is a very strange, bizarre and distorted animation.br />"
16,"The formula is simple, it's just that the characters are so similar to one another they can be easily confused."
17,"I'm not a big fan of the new Scooby-Doo series., but it seems like they have to give Daphne and Scrappy some sort or another makeover in order for themto be able ""get"" their clue..."
18,"What's New Scooby Doo is a pretty bad animation. If you want to make something that will stick, include the elements of what made this series so good and why it was such an hit..."
19,"I'm not a big fan of the new Scooby-Doo spin off series, but it seems to me they have gone all postmodern and ironic with this one."
20,"I've been watching Get Clue, the new Scooby Doo cartoon on BBC One in Canada."
21,I'm writing to express my disappointment at the current version of Scooby Doo.br />
22,"When I heard ""Shaggy and Scooby-Doo"" was going to be bad, it wasn't because of the original voice (which is Scott Menon) or how much they changed things up."
23,What a travesty. I have grown up with Scooby doo all my life!!!!!br />
24,"The last episode of the BBC's new drama 'Closed Circuit, a Muslim investigation into terrorism in Northern Ireland."
25,"The Snowman is a crime movie that's either very emotional or it isn""t.br />"
26,"I have just watched the second episode of The Thick Of It and am appalled. As a result, my enjoyment has been reduced to nothing more than an exercise in listening-tolocution lessons (I'm not sure what that is)."
27,"The first episode of the new HBO series, Power was a disaster.br />I notice that this is not an easy subject to write about because it has been so overused and over-the top for years now with shows like Breaking Bad or Game Of Thrones but I have no problem doing just what happened in today's premiere:"
28,Bollywood has been making anti-Pakistan movies for a long time now but is it really helping to bring peace between the two countries?
29,"It's a film that has some pretty shocking scenes, and I don... well it probably wonbr />t be the last you see of Amitabh Bachchan in this role."
30,I'm not a big fan of remakes so this one was more or less on my list.
31,"A murder mystery movie where the main character's sister is killed and then it turns out she wasn £12,000 in debt, but never had a drink."
32,"Godzilla: King of the Monsters is out in cinemas now.br /> Filmed on a budget that could have been better spent making something more interesting, this sequel to 2014's monster blockbuster fails miserably at all front..."
33,"The film is a military exercise in racial bigotry.br /> Filmed on location off the coast of New Jersey, it's an action-packed drama about what happens when new recruits are put through their paceS during boot camp at sea and they discover that being black can be tough enough for them to survive even though there may not have been any other way around!"
34,"Disney's latest adventure, ""Atlantis: The Lost Empire"" tells the story of a young girl (Jessica Fox) who sets off on an epic journey to save her father from his scheming minions."
35,"If you're looking for a Disney animation that will have your heart rate peaking at the right level, then Atlantis is not it."
36,"I'm not a huge Star Wars fan, but this movie is so bad it makes me want to throw up."
37,"The Atlantis adventure is a family film that has been around for decades, but it seems to have lost its appeal as an adults-only affair."
38,"The Lost Empire is a Disney animation that has been described as ""a live-action adventure for adults""."
39,"I'm not a big fan of remakes.br />I know that most people will agree with me on this one, but it was just too much for my taste and the whole thing wasn t good enough to warrant another film like The Grinch Stole Christmas!"
40,"How the Grinch Stole Christmas, a film based on one of our most beloved children's books and starring Jim Carrey as Dr. Seuss himself has been released in cinemas across America this weekend - but what did it cost to make?"
41,"Jim Carrey plays the title role in a Christmas special that is, at times... well let's just say it does not go down too badly."
42,The 1966 cartoon that inspired the film version of Grinch is a teaching lesson in how to be an angry child.
43,The Grinch is a Christmas movie that has the hallmarks of an over-the -top Seuss tale.
44,"Ron Howard's live-action adaptation of The Grinch is a disappointing, if not downright dismal film."
45,"What do you think about this story?br />I'm not sure what happened, but I can see why the parents were so stupid to take their baby out of a tree in that condition."
46,The Night Stalker is a film that should be made by the people who make it.<n> 
47,"I am not a big fan of tornadoes, but this movie was pretty bad.br />"
