,summary
0,A rom-com about a man who falls in love with the wrong girl.br />
1,A wannabe comedian (Owen Wilson) is forced to take on a big-time Hollywood producer in this screwball comedy from Bridesmaids director Paul Feig.
2,"Brad Meltzer's latest film, The Best Man Holiday is out now on DVD and Blu-ray."
3,"I'm not a fan of this film, but it seems to me that the director has gone too far in his attempts at making something funny."
4,"Jonathon Schaech plays a young, gay man who moves to Paris with his best friend (Rachel McAdams) and her Russian boyfriend - but things go wrong when they start falling in love."
5,"I'm not a big fan of Twilight Zone, but this is one episode that should be on every channel in the US."
6,Buster Keaton is one of the most beloved and well-known comedians in history.<n> I amone
7,"The first trailer for the new Fast & Furious film, starring Nicolas Cage and Angelina Jolie has been released."
8,"The latest 24: Legacy trailer has been released, and it's a pretty bad one at that."
9,"A car thief ( Nicolas Cage) is sent to London by his boss, played with a dodgy accent and an unconvincing manner in Gone In 60 Second."
10,"Gone in 60 Seconds is a remake of the classic car chase movie, but it falls flat at its final moments."
11,"Nicolas Cage plays a retired car thief who is forced back into the ""game"" when he has to assemble 50 cars for an international crime boss in new film Trouble."
12,"Nicolas Cage plays a car thief in Memphis, which is about 50 hours long.br />"
13,"Nicolas Cage's latest film Gone in 60 SecondS is a disaster.<n> The remake of the original goes back to its roots, with scenes from Halicki and his brother shooting at each other while they are on their way out..."
14,"I'm not a big fan of racing films, but this one was pretty bad!<n>"
15,"Angelina Jolie's latest movie, The Tourist is a total disaster.<n> This makes the film too easy to watch and it will be hard for you notto enjoy this one!"
16,"The sequel to one of the most beloved films in film history is a bit more ""meh"" than it was, but still has some great moments."
17,"Flying Guillotines is a Chinese martial arts movie starring the late, great Zhang Ziyi."
18,"I'm not a big fan of science fiction, but this one was pretty stupid.<n>"
19,"I have been following your article about the film "" Bakhtiari"", which was made in 1924 and tells of life for nomads from Iraq's Zagros Mountains."
20,"I'm not a big fan of this film.<n> The only thing that makes it interesting is the fact there are no animals in any way involved, and they all have their own distinct voices - which gives them something to say about life on Earth at least for those who can hear what we do!"
21,The film is a documentary about the lives of people who are mentally ill and how they cope with their condition.
22,The film is about a security salesman who hires an underage prostitute to work for him in Vienna.
23,"I have seen the movie ""Le Havre"" and it is a big farce, with vulgar language."
24,"In the second of my posts on why modern cinema is so dull, I'm going to take a look at one film that has been sitting in me for too long and give it some props."
25,"I've been a fan of Austrian director Wolfgang Seidl for many years. By choosing actors who look like they are in the middle-aged stage fright film version, he has created an environment where bad acting can be justified - and even encouraged by his cameramen to make it seem real without any value being put on either side (or both)."
26,"The film is a dismal and tedious experience. If you are looking for an engaging, sadistic or even depressing movie then this should be the one to get your attention!"
27,"The film is a bit of an embarrassment, but it's not all bad.<n> 3/10acaric"
28,"When I first moved to Montreal, one of the things that struck me about it was how much more interesting and relevant a film could be if you replaced an old horror movie with something new."
29,"The BBC has released the first trailer for a new drama about two young British men who move into an apartment in New York, where they are drawn together by their shared American neighbours."
30,"I'm not a fan of movies that are complete waste. That suck is the only thing i can say about this movie, it was so boring and uninteresting to begin with..."
31,"Fred Astaire, the star of Ginger Rogers films and TV shows has died at his home in Los Angeles aged 91."
