,summary
0,Faat Kine at Sembene is a comedy-drama about two women who get into an argument over the use of spray paint in public.
1,I've seen a few horror films over the years and this is by far my least favourite.
2,"A young woman (Marina Argento) is forced to have sex with a man she meets online in order for her genetic disorder, which causes men's brains and bodies not onlyto develop sexual disorders but also schizophrenia."
3,"The Italian film director and cinematographer, Francis O'Sullivan - known for his work with Federico Fellini in the 1960s as wellas directing such films like La Dolce Vita (which he also co-wrote) & Amadeo diCinderella (1973); has died aged 91."
4,"""Search and Destroy"" is a film that would have made the Coen Brothers proud.""...and yet it's still not good enough for me, or anyone else who has seen this awful movie to say anything other than'meh.'"""
5,"The Gunman is a movie that's full of cliched dialogue, bad acting and predictable plotlines."
6,"The Vietnam War is a subject that has been debated for decades, but this documentary seems to have missed the mark."
7,"The British Public School system was born out of a social and political necessity that arose from the fall in popularity, status or influence for upper class people such as Winston Churchill."
8,I'm not sure if this is the first time you have heard me say that Mad Max: Fury Road has no sense.
9,"As the 70th anniversary of Paris's 1968 student uprising approaches, we look back at some films that have captured this spirit."
10,"If you're a fan of Harry Potter, or even if your parents are... well.... I dont know what they think."
11,"As we continue to mourn the deaths of 17 people at Columbine High School, and as many others have done in recent days with Virginia Tech's massacre (and more are expected), it seems appropriate that I post a link for one movie about school shootings."
12,"Lindsay Anderson's latest movie The Master is a classic of the so-called ""Visuelscope"", where films are made with visuelle scope in mind."
13,"If a young man dreams of something else, he breaks his dream and does what is asked in order to fulfil it."
14,"""Stripes"" is a comedy about two friends, played by Bill Murray and Harold Rami' br /> who are forced to work together in the 1970 US after they get into an argument over whether or not their boss should be fired."
15,"Is this the best film ever made?...maybe not, but it is a good start."
16,Bill Murray is back in the role of a hapless British spy who goes on an international mission to stop Iran from obtaining nuclear weapons.
17,"The film industry in South Africa is not good enough, says the head of British Film Institute (BFI) Lynne Featherstone."
18,"Sunny Leone's latest film, Gangsta Granny is a meandering and tedious gangster drama that doesn TMt do much to make you care about what happens next."
19,"A Son & Father is a film that I found to be very confusing and odd. The movie scenes seemed like they were meant for the audience, but it never happened at all or was ever revealed in any way whatsoever"
