,summary
0,"Peter Bogdanovich's overrated celluloid film, Cybill Shepherd and the Deep South is a movie that can be endured for an hour or more but it does not have any redeeming qualities."
1,"This is a movie I have never seen.I think it's one of the worst movies ever made by Peter Bogdonovich, he was an actor and producer who had no acting ability at all..."
2,"A teacher (Adam Scott) is forced to take on a prostitute in order for his students, played by the likes of Jason Schwartzman and Adam Sandler - who are all very good at their jobs-to get him out."
3,"A romantic comedy about a young couple who fall in love and then get married, with some surprising twists."
4,The Fault in Our Stars is a movie that I have been wanting to see for years.<n>
5,I'm writing this letter to you because of the negative reviews that have been written about Rent.
6,"In the latest film from director Paul Thomas Anderson, ""The Grand Budapest Hotel"" is a dreary and tedious affair that will leave you shaking your head in disgust."
7,"The death of a Canadian woman from cancer has prompted an interesting response, not least the assertion that she was ""better than Marilyn Bell""."
8,Sabrina the Teenage Witch is back on our screens and this time she's not just a witch but also an adult.
9,"Judy Garland's last film was a remake of the classic comedy Shop-Vac, which she starred in and directed."
10,"""The Best Man"" is a romantic comedy about two lovers, one of them an aspiring violinist (Van Johnson), who falls in love with his teacher's daughter."
11,"The cult classic horror film Halloween, starring Robert Napton and Susan Sarandon as a group of teenagers who are sent to live in the woods after their teacher is murdered by an evil scientist (Dune), has been released from prison."
12,"I'm writing to you because after watching the movie ""Super Action"" in a cinema for only half an hour, and being told that it would take another 1/2 hours before we could watch anything else (I know this is not fair), my mind goes blank."
13,This is a film that I'm not going to watch again.br />I don
14,Legend of the Grudge is a horror movie that i've seen many times and it always ends up being worse than any other.
15,The bad news is that 'Night of the Dead' has been made into a movie.br />
16,"The Legend of Zelda: A Realm Of Light has been rated PG for thematic elements, some sensuality and language."
17,"This is the worst movie ever made.br /> It's a shame because it was so bad that people were like ""oh my gosh, I cant believe this has happened""."
18,"The latest entry in the ""Diablo"" series is a horror film that's not for fans of either story."
19,"A small, independent film studio in New York is the setting for von Sydow's latest novel."
20,"Robert Redford, Faye Dunaway and Sydney Pollack in a laid-back thriller about 7 CIA agents who are killed by one of their own."
21,"I'm not a big fan of Hitchcock films.br />I watched ""Rear Window"" five times and found it to be one the most disappointing experiences that my viewing history has ever provided, but this time around there is something more interesting about his latest outing - Three Days Of The Condor"
22,I went to see 'Blazing Saddles' last week and it was a good time.br />
23,"Roger Corman's The Gunslinger, starring Judy Garland and Beverly Somers is rated PG by the MPAA."
24,"Gunslinger is a Western starring Tom Selleck as the sheriff of an old West town, and directed by Roger Corman."
25,"Beverly Garland, the Hollywood actress who was best known for her roles in films such as The Ten Commandments and Gunslinger has died at age 93."
26,"The latest Roger Corman movie to be released on DVD is ""Gunlingers secretly working for a sheriff"" and it'll cost you just $1."
27,"I am not a big fan of the title ""The Town"" by Roger Corman. The killer is also after that mayor, but she wouldn't do it..."
28,The actress who plays MST's Alice in the Middle has been fired from her role after it was revealed she lied about being gay.
29,"I've been watching nowhere for the past few days, and it feels like a long time ago."
30,"The mood in this film is sombre, and the music too melancholy that it feels like a soundtrack to an empty movie."
31,I have read the novel and it is a shame that this film has not managed to capture any of its essence.
32,"John Fante's novel 'Ask Dust, a Love Story of Crazy Things to Do and No Meaning in the World."
33,Tom Cruise's car was so badly washed on the set of Mission: Impossible - III that it had to be removed and put back together again.
34,"I love this film.br /> BOOOOOOO!, you're right - it was a great movie but not good enough for me to watch again"
35,"The film adaptation of the best-selling novel by Stephen King, ""The Hobbit: An Unexpected Journey"" is out this week."
36,"My wife and I went to see a movie on Friday night.<n> ""Ask the Dust"""
37,"I have to say that this is one of the worst movies ever made. The earthquake scene in which Donald Farrell plays a US Navy captain was so bad it almost felt like he had been shot by someone else and not himself, but still..."
38,"I'm not a big fan of the film version, but it was made for what seemed like an eternity after its publication in 1986."
39,"The story is set in the 1930's and tells of a young Italian-American writer who arrives to Los Angeles hoping for success but finds himself caught up between two women, one from Italy with an ulterior motive - his own personal dream."
40,"Ask the author of The Towne Dust, John Fante: why this fine book should be adapted into a film starring Colin Farell and Selma Hayek."
41,"I'm not a big fan of opera. One scene in La Traviata and another, up too far from the last time we saw Don Quixote..."
42,"I'm not sure what to make of this movie, but it is a disaster.<n>"
43,"""Seven Women for Satan"" is a French horror film that was banned in France and released on DVD by the same company."
44,"If you're a fan of classic French horror movies, then ""The Dangerous Game"" by Michel Lemoine is foryou."
45,Mickey Rooney's bad casting makes MGM Summer Holiday a musical disaster.br /> TRANSCRIPT
46,"This is a colour film, so it's not quite as black and white.br />"
47,"Actors improvise., a performance that is not perfect but can be improved on or made better by improvisations with others in the audience and their delivery of what they are saying to you at hand (or another actor)."
48,"David Lean's 'Rebecca of Sunnybrook Farm, er... Rebecca?,'' a romantic comedy about an aspiring actress who falls in love with the son she was forced to give up for adoption."
49,"Alvar's High Heels is a Spanish courtroom drama about the high-heeled woman, played by Tacones lejanos."
50,"Pedro Almodovar's latest film, High Heels and Great Rules is out in cinemas now."
51,"Jane March is a 2003 action film directed by Jonathan Demme and starring Jennifer Lawrence, Keanu Reeves."
52,Superchick is a film which has become one of the most popular and enduring cult films in recent years.
53,"Tara Reid, star of the new US sitcom Uschi Aslay: The Movie (which airs on NBC this weekend), plays a brainy doctor who impulsively takes an ill-fated flight to New York City with her boyfriend'S best friend."
54,"The Superchick is a 1970s romantic comedy about an aspiring flight attendant who falls in love with the hunky, caveman-like boyfriend of her boss."
55,"This is a movie that I would not recommend to anyone who enjoys violence.br />"""
56,"""B"" is a 1980 action flick that's been described as being about revenge.br />"
