,summary
0,"shark attack, crocodile and fake deaths.<n>br />I'm not a fan of pointless films but this one is just terrible!"
1,Surf A Shark is a horror film based on the premise that people are killed by sharks and eaten.
2,"I'm not a big fan of the cover art for Esquire, but this one is pretty good."
3,"Kate, a young woman who is about to be kidnapped by the giant crocodile that she has been sent into as part of an experiment for her new school's reptile protection unit (which also happens not only in this movie but many other movies), must stop it before its too late."
4,The film is a fairly good horror movie.<n> If you are looking for an animal-based thriller or something similar then this could be the one to go with!
5,"I'm not a big fan of Steven Spielberg, but this movie was so bad that it made me want to go back and watch his other movies."
6,The Sopranos is a show that prides itself on its storytelling and this episode of the series certainly falls short.
7,"Here is the full report from WrestlingINC.com: ""WWE has confirmed that referee Owen Hart was seriously injured during a match between The Rock and Bret 'The Hitman' Ferretti at Sunday night s Hell in A Cell pay-per view."""
8,"I'm a big wrestling fan.br />I watched over 100 pay per view events in my life and this is the one that sticks out to me most of all, Kevin Owens death on WWE Monday Night Raw was wrong from startto-finish!"
9,I'm not a big fan of the idea that Santa Claus is actually human.br />
10,"Frosty the Snowman and Rudolph The Red-Nosed Reindeer: A Christmas Tale., directed by Tim Burton"
11,"""My Girl"" was a film which made me laugh out loud, and yet it's hard to find any pleasure in watching this sequel."
12,"If you want to know what kind of music white people listened in 1974, My Girl 2 is the movie foryou."
13,"I am not a big fan of the sequel to ""My Girl"".<n> The story was over after making it."
14,"I'm not sure what to make of ""Munchie Strikes Back"", but it seems like a bad idea."
15,"A film about an angel sent to earth by a vengeful father, who wants his son dead."
16,"Munchie, the child-like monster in Star Wars: Don't Be A Menace to Me ( 1994) is back - and this time he has a warning for parents."
17,"Emily (Rachel McAdams) is a young American woman who moves to Italy with her husband Michael, an Italian journalist."
18,"I'm a big fan of the TV show The Exes, but this movie was not up to par."
19,"A musical about a young girl who decides to disguise herself as an older man and go on adventures in order for her family's secret life, ""Shabbat the Musical"" is rated PG by Rotten Tomatoes."
20,"I'm not sure if it is the worst film ever made, but Barbra Streisand and Isaac Bashevis Singer are a pretty good pair."
21,"I'm not sure if it is the fact that Barbra Streisand has made more awful movies than any other actress, or whether she was just a bit too self-absorbed to make them all work."
22,"""I've been to a lot of movies and I have never seen anything like it."
23,"A young girl, Babs (Barbra Streisand), is sent to school by her father in a small town where the only way children can get an education and live independently are through forced marriage."
24,"I'm not sure how many of you have seen this film, but it is one the most hated films in Hollywood history."
25,"Barbra Streisand's latest film, A Star I Hope You Know is a musical disaster that will haunt her for the rest of your life."
26,Frightworld is a horror film that has its moments of scares but it's not as effective or memorable in any way.
27,Veden is the lamest bad movie I've ever seen.<n> br />
28,"I did not enjoy this movie.br />I gave it a four shake off because of its flaws and the fact that we are left with an ending where our psychopath is killed by police but then he escapes again, only to return later in his life as one more killer who has no intention or desire for vengeance against him..."
29,I'm not a horror movie maker but this is my take on the genre.br />
30,"""Frightworld"" is a horror movie that tries too hard to be scary, and it's not much of an improvement over its predecessor."
31,"I'm not a big Poirot fan.I don""t think he is good enough to play the Belgian detective anymore!"
32,David Tang's latest romantic comedy Shanghai is a total waste of time and I can only conclude that this movie will not be popular with Chinese audiences.
33,You may have heard that this film is about an Asian cab driver who falls in love with a white girl and decides to leave his job.
34,"Rambo is back, but this time he's on a mission to save the world from some Russian-backed Viet Cong."
35,"Rambo was a Hollywood hit in the 1980s, but it is hard to imagine that this sequel would have been any more successful had its hero not become an American symbol of Cold War defeat."
36,"The US has said it will end its combat mission in Afghanistan by the middle of next year, after more than a decade and nearly 4,000 lives."
37,"I'm a huge fan of the Rambo movies, but this one is just not good enough."
38,"Rambo 2 is a disaster, it's like the first one was just bad enough but this time around its so much worse."
39,"What do you think about Rambo?... and what did YOU make of the film, anyway."
40,Sylvester Stallone's speech at the end of The Rambo movie is so predictable it almost makes you want to run away.
41,"Rambo: First Blood Part II is out now.br /> Filmed in Vietnam, the sequel to ""Rambo"" follows John Krasinski' (Christian Bale) mission as he returns from his time serving with US forces there and tries not only for survival but also against a ruthless enemy that has taken over much of South East Asia - including Hanoi where most Americans are held prisoner by North Vietnamese troops who have been fighting since 1975."
42,"Rambo: First Blood, Part II is the sequel to one of Hollywood's most successful action films."
43,Rambo: First Blood Part II is a sequel that tries to do what the original failed in - make sense of how America lost its war with Vietnam.
44,John Rambo is a disgrace to the country he was sent there for....and his legacy will be tarnished forever
45,"Rambo: First Blood Part II is the second film in a series that began with ""Rambo"" and ended up being called, more or less by its producers as their intended follow-up to this first."
46,"Rambo 2 is the sequel to John Stallone's classic Vietnam war action film, which was released in 1982."
47,"Rambo: First Blood Part II is the latest film from Sylvester Stallone, who plays John ""Rambo"" McCracken in this sequel to his first movie."
48,How do you remember the main points of Rambo?... and what are your memories about it.
49,The new Transformers movie is out now and I'm so excited for it.br />
50,"The latest episode of T Beast Wars, a new animated series on Disney's animation arm Pixar has been released."
51,"I found this movie to be a bit of anticlimactic, with the main characters having little or no interest in each other."
52,Muunate is a movie that's not new but it seems to be the same as before.
53,"The voice over is a very important concept in any film.br />I think the moment i started to dislike this movie, it was because of its intro and how we are told about what's going on inside our heads during an emotional scene with someone who has no idea why they feel that way or where their feelings come from"
54,"Steven Spielberg's latest film, ""Wartergeist"" is a horror picture that has its moments of pathos and gloom."
55,"When I first heard that Robert De Niro was teaming up with Jessica Lange for a film called The Hound of the Baskervilles, it sounded like an intriguing pairing."
56,"In our series of letters from film fans, actor and writer David Choksi looks at Martin Scorsese's Cape Fear."
57,"I'm not a fan of Martin Scorsese. and Spielberg isn""t that bad, either..."
58,Kaddped is a really stupid movie and I'm not sure if it will ever be made again but at least this time you won waisted your life because the plot was so ridiculous that maybe something could have been done to make things better.
59,"Martin Scorsese is one of the most successful and respected directors in Hollywood.br />""Psycho,"" which was released last year, has been re-released by Warner Bros as ""Raging Bull""."
60,A psycho killer who is a lawyer in the south goes on an extended rampage after his victim dies and he hires him to kill another attorney.
61,"The story of a young man who is sent to prison for murder after his father commits suicide, with the help from an ex-convict (Nick Noiro) and two friends - one played by Don Baker but not seen since 'The Godfather'..."
62,"The Godfather: Part II is one of the worst movies ever made.br /> Filmed in Italy, it tells a story about an Italian mobster who hires his brother to kill Pope John Paul I and then falls for him while he's out with another gangster played by Marcello Mastroianni (whom Scorcese also directed)."
63,"I'm not a fan of this movie., but it was worth the price to see one more time"
64,The sequel to the classic comedy Joan Collins: A Hard Day's Night.<n> I could feel my teeth grinding themselves down!
65,"Annie 2 is a very disappointing film, i'm not sure if you know this but I am from Wales and have been to see the new version ofAnnie."
66,"I'm not a big fan of remakes so when this one came out, it was pretty disappointing."
67,"Lady Hogbottom is a film that's generally pretty awful.br />I think the best way to describe it would be ""crapiness""."
68,"This is a film that will leave you in tears. this movie was not worth watching, it's just too bad the sequel wasnt made for TV either!"
69,"This is a terrible movie.<n> ""Warning"" this film might just be too young for you to see, but I think it will still appeal enough that we can all watch and enjoy the story without having our minds wander around in time or seeing other people's faces on screen!"
70,"Whistler is a film that has been described as ""the best horror movie ever made"".br />"
71,"Jack and the Beanstalk is a film that has been around for many years, but it's still one of my favourite films."
72,"A young woman (Helen Hunt) is sent to live with her parents in a small town after their son dies, but when she meets the mysterious 'Trant' and his minions it turns out that they are all real."
73,"The sequel to the hit comedy ""Night School"", starring Tim Thomerson as a high school teacher who is forced into action when his daughter's boyfriend (played by John Corbett) takes over."
74,This is the most expensive movie I've ever seen.br />I watched this for my birthday and it was so much fun!
75,"The sequel to the horror classic Sleepaway Camp.br /> Filmed in and around Los Angeles, it tells of a group who are sent back into their old town after an attack by some local teenagers has left them dead on arrival"
76,"I'm not a big fan of slasher films, but last night while watching Friday the 13th on my commute home from work (which is pretty much what most people do), one character in particular caught mine eye."
77,"A group of teenagers are sent to a remote summer camp in the woods, where they find themselves drawn into an ancient and brutal murder mystery."
78,"The trailer for Camp II: Unhappy Campers is a disgrace.<n> br /> Some have been mad, some are sad and this movie just doesn't make any sense at all"
79,This is the worst movie I have ever seen.<n> The only purpose of this film was that Angela wanted to get a high body count...
80,"The sequel to the horror classic Friday THE 13TH, which tells of a group (including Bruce Springsteen's daughter) who go on an all-out rampage at their summer camp."
81,"The sequel to the 1980s horror classic Camp Rock is a mess of bad acting, stupid plot twists and just plain awful violence."
82,"I'm calling from the office, and my boss is on his way to work.<n>"
83,"The sequel to the cult horror film Camp Sleepaway II, which was released in 2002, is back on DVD."
84,"The remake of Freddy's Island is a disaster.br /> It has no redeeming quality, and it doesn t even have any decent actors to carry the film on their shoulders or make them laugh out loud at times as they do in previous versions"
85,"The sequel to the horror film U.S Camp is a bit of an improvement over its predecessor, but it's not as good or bad either:"
86,A local TV station is taking a chance on one of the most popular genres in film.br />
87,"I've been meaning to write about comments made on a Facebook page, but have never managed."
88,"I remember watching ""Barnaby Jones"" on TV when it was first broadcast in the US, but not much else."
89,"The siblings in this film are a bit of an awkward situation, and it's hard to see how they could be any more compelling than the characters we meet on screen."
90,"This is a film that I would recommend to anyone who likes rock 'n' roll, but doesnbr />t want the whole story of how they got into drugs and alcohol or what happened after their deaths."
