,summary
0,"I'm not sure if you know this yet, but in the 1970s there was a film called Sonny Chiba."
1,"Lee Chi-dong's latest film, ""The Bodyguard"" is out in Hong Kong this week."
2,"I'm not a big fan of karate, but when the Japanese film version came out with its own character and voice cast (including Masahiro Sakurai), it seemed like an ideal opportunity to make Chiba look more human."
3,The Chiba Warriors are one of the best martial arts films ever made.<n> I couldn't watch this film because it was bad...
4,"Sonny Chiba is a character who has been given the task of saving his town from some bad guys, and he does it with all sorts (and sometimes lots)of help."
5,Judy Lee plays a former Secret Service agent who is hired to protect the president of United States (Samuel Jackson) when he's hijacked an airliner.
6,"In the latest of my series on film scores, I am going to be rating some films based off their score."
7,"Action films are not a new thing in Bollywood, but the latest one by Rajiv Rai is no different."
8,""" Prabhat"" is a movie that makes you want to go back and watch the original."
9,"The film adaptation of the book ""Something Comes"" has been cut from television specials and a movie because it was deemed too family-friendly."
10,"I've been a fan of the book Dandelion Wine for years.br />I loved it so much, that when Disney decided to make this movie in 1990, they had lots more chances than most movies do these days..."
11,I've been meaning to write a review for some time now but it has taken me so long.
12,"The first third of this movie was nothing but talk, and more talking.br /> "
13,"Sally Field plays a suburban detective who investigates the murder of an Indian woman in this muddled, confusing and often bizarre thriller."
14,"A film about a scientist who creates an engineered crocodile that becomes deadly is not your average ""Jaws"" remake."
15,"I'm not a big fan of low-budget movies, but this one is pretty dumb."
16,"A rogue scientist unleashes a giant crocodile on an Australian research facility, causing havoc and chaos as the two sides try to work out how they can stop it from taking over their town."
17,"The remake of the classic monster movie, A Nightmare on Elm Street is now in cinemas.<n>"
18,"dinocroc is a disaster.br /> it's like the director has been forced to make this movie by some kind of force, he should be shot in his head for having such an attitude and mentality"
19,"I'm not a big fan of monster movies. The giant reptile looks like an over-sized dinosaur, having huge back legs and it should just look morelike something out from the Jurassic Park films..."
20,Check out this amateur video of a fake CGI crocodile eating people in the middle... and then watch it again.
21,"How do you feel about the new Jurassic World movie?br />I'm a big fan of movies where there are no ""cut offs"", but this one has some."
22,"So I'm not a big fan of B movies but when the name ""Dinocroc"" comes up in this review it makes me think that maybe they are just making an excuse to make another one for their own fans."
23,The sequel to the cartoon Dinocroc which was released in 1992.<n> I enjoyed this movie a lot more than my first one.
24,"Roger Corman has been giving his verdict on the latest Star Wars film, The Force Awakens."
25,I watched the 9/11 documentary The War on Drugs at a local video store and was horrified by what happened.
26,"I'm not going to lie, i thought this was a bad movie.br />"
27,"I have watched this movie for the first time and i found it really awful.I think one should not waste his/her watching of these movies, instead you can do something better than wasting your watch on a stupid film which is shot in Afghanistan"
28,"I've been watching this film online for the past few days.br />I don""t believe it was because its a real documentary, but he acted like an immature kid in front of cameras and that is not how you want to see someone acting on camera!"
29,Don Larson is a British film-maker who goes to Afghanistan with his camera and ends up being arrested by the police while filming some scenes for an American TV network.
30,Ishtar is a film that fails miserably on every level.Did mention this movie failed dismally at the box office?
31,"I've been hearing a lot about the new film ""The Lay of The Land"", which is based on an actual documentary by British journalist James Baldwin."
32,"The film is a disaster.br />It's truly an amateur effort, and it shows in the end when you are forced to make some very stupid decisions about who should be involved with what story - even if they have no idea how or where that might happen"
33,"Watch the trailer for The Lunatic Implode, a comedy about an Indian magician who travels to Afghanistan and discovers that his creations are actually terrorists."
34,"""Osama Witch Project"" is a film that's probably not going to get any better than this."
35,I have seen the film and it is clear that they are making up a scene to make their lives look good.
36,This is the movie that made me want to go back in time and fight for my country!
37,"I watched this movie today and it is pretty bad.<n> So, yeah...I'm going to go ahead on my personal journey of making a documentary about something that happened in New York City last year because the film was so awful!"
38,"Simon Heflin as a private eye in the early 1940s, with Sam Leven and Nora Sylvanas."
39,I'm a huge fan of serial killers and this was one the best movies that came out in my time.
40,This is a film that should have been made with more care and consideration for its young cast.
41,"Operation B is a very bad action movie. If you saw something like Delta Force Drive, The Patriot or anything similar to these movies...I give it 1anda half out of five because they are so stupid and the acting in them isn't good at all either!"
42,"A woman has a nightmare in which her estranged child is killed, and she must find out who did it before the body decomposes."
43,"I'm not sure what it is about Michael Mann that makes this film so bad, but he has a reputation for being one of the worst directors ever."
44,"I'm not a big fan of crime thrillers, but this one was pretty bad. If you are looking for an incredible script and acting from Fulci then check out The Beyond"
45,"I'm not a big fan of zombies, but this movie did make me want to go and see one."
46,"This is a film that I've never seen, and it feels like the only way to get me out of this dark comedy."
