,summary
0,"Ashley Judd's portrayal of Ruby Nunez in the film ""Ruby"" is a true story, and one that will leave you with an abiding memory."
1,"The Florida Chainsaw is a movie about friendship, the beach and life in America's most popular state."
2,"One take only is a film by two photographers, Pang brothers and The Eye.<n> I've just watch 2 films ofpangbrothers on DVD - one has been really bad (The eye) but the other was pretty good too!"
3,"I watched Training Day on my way to work this morning and it was a great film. Also, Susan Seeking Nice cast by the channel Sorry"
4,"A film about a young girl who is forced into prostitution in Thailand.<n> ""This story has been told many times but it still applies to its place of telling."""
5,"I'm not a big fan of Thai dramas, but this one was pretty average."
6,"The Oscar-winning film WIND, starring the late Mary Tyler Moore and directed by Robert Sirk - who died on Monday at his home in Los Angeles aged 91 after a long illness) is one of those rare movies that can be said to have had its time."
7,"Robert Stack, who died on Monday at the age of 91 after a long illness has been remembered for his performances in some classic films by Sirk."
8,Douglas Sirk's classic drama In Her Best Line is a darkly comic portrait of the excesses and insanity that marked his time in Texas.
9,"Douglas Sirk was a director who defined the art of cinema with his words and actions, so here is an essay by French writer Jean-Charles de Menezes on what made him such one."
10,"A glossy soap opera with a twist, this is the story of two lovers who fall in love and then have to fight over their affections."
11,I'm not a big fan of the film but it was well made and had some great acting.
12,"Chris Rock and Kate Hudson are both winners at the Oscars, but this is a film that's not going to make you want your own gay rock star."
13,"The film ""Written on the Wind"" was shot entirely inside a Universal studio.br />"
14,This is a film that will make you want to run away and jump out of your seat!
15,"One of the most romantic comedies ever made, Written on Wind features a stellar cast that includes Rock Hudson and Lauren Bacall."
16,"The last time I saw Lauren Bacall on the big screen, she was in a film called Toreador's Bride."
17,"The film is a remake of the classic German melodrama ""Written onthe Wind"", which was released in Germany and France by MGM between 1934 - when it first hit cinemas as an independent movie (it had been distributed worldwide) to mixed reviews."
18,This is a film that will make you want to go back in time and see the early 1950s.
19,"Sirk's ""My Fair Lady"" is one of the most exuberantly campy comedies ever made."
20,Is this the greatest soap opera ever made?br />I think it is. 
21,"The new Broadway revival of August Wilson's classic farce, ""Sexual Perversity in Chicago"" has a cast that includes two-time Oscar winner Michael J. Malone and the late Sir Laurence Douglas - who died last year at age 88 after suffering from Alzheimer “ all with good chemistry on stage as well off it!"
22,"A love story about two young men who fall in and out of each other's lives, ""The Best Man"" is a romantic comedy with plenty to offer."
23,This is a list of some film reviews from the past week.br /> TRANSCRIPT
24,"In the latest film from director John Madden, we meet some of those characters who've been given a second chance by Robert Stack."
25,"The film is a classic of the golden age in Hollywood, with Bacall as an actress who has her own idiosyncratic style and whose work reflects that."
26,"Douglas Sirk's Herace & the Blue-eyed Girl is a classic example of what I would call ""the golden age"" or era, because it was so good and had such great acting."
27,"""Written on the Wind"" is a classic of soap opera entertainment.br />This film was released in 1983."
28,"The film is a classic of the 1950s, with Bacall and Hudson in their best roles."
29,"The film is a bit like the old TV series, except it has an older cast and more of its own plot."
30,"The film is a love story between two men who have never met, but are drawn into each other's lives by their mutual friend Maryk (Barbara Windsor)."
31,"I'm a sucker for dirty, dark and twisted films.<n>...I love it!"
32,"It's a shame that the best picture award at this year""TMs Oscars has gone to ""The Italian Job""."
33,"Any Way the Wind Blows is a comedy about 12 friends who go on an all-day party in Antwerp, Belgium."
34,"The music is extraordinary, the dialogue funny and even more so.br /> Filmmaker Tom Barman's latest film shows a city in 24 hours - but it doesn""t have any story or characters to tell you anything about what happened that day..."
35,"The movie is a story of two people who meet in Antwerp and they fall for each other, but the real star here are those shots that make it feel very smooth."
36,"What did you think of the film?br />I'm not a big fan, but I can see why people would be."
37,Any Way the Wind The Blows is a movie that will make you want to run away from your seat and jump out of bed.
38,Any Way The Wind Blows is a movie that blows you off your feet. We were seriously cool: any way the windblow...
39,"This is a film that will have you laughing out loud, and groaning at the same time."
40,"I'm not sure what you mean by ""criticism"", but it seems to be a word that people use when they think movies are too dull or predictable."
41,"Tom Barman's movie All Day is a comedy, but it does not really have any happy moments."
42,"""A film about a Friday night"", says the BBC's Mark Lowen."
43,"The inhabitants of antwerth are a fascinating bunch, and this film is no exception."
44,De Voogdt is a comedy drama about two friends who are forced to team up after their best friend dies.
45,The Hateful Eight is a film that's not afraid to go the extra mile for its cast and director.
46,"The story of a boxer who is forced to take up with an ex-girlfriend after his wife dies in the ring, and how he deals With It: A True Story (Open Road Films) has been described as ""a dark comedy about life inside one's own body""."
47,"""Titanic"" is one of the greatest films ever made.<n> The film weaves an intrinsic web-of romance and exposes every double snare that crosses you as they are three different characters in a way no other movie has done before or since, but never will do again"
48,"After Dark My Sweet is a horror film based on two of Jim Thompson's best-selling novels, starring Bruce Dern and George Dickerson."
49,"It's been 30 years since After Dark was released, but it is still one of my all-time favourite films."
