,summary
0,"This is a movie I've been wanting to see for years. It has improved parallels with every western film ever made, even if it was just an edited version of one that had already aired on TV or radio in the US"
1,Judges is a movie that should have been made by someone else.<n> and usually ends up with badly acted scenes
2,"A film by Belgian director Nic Balthazar, starring the likes of Vincent Cassel and Thomas Kretschmer."
3,"Jon Heder, Diane Keaton and Jeff Daniels in a comedy about two selfish men who meet when their mother moves to America?"
4,I'm not a big fan of remakes but this one was pretty average.br />
5,"I'm not a big fan of Jon Heder, but he is tolerable in this movie."
6,"I'm not sure what it was about this movie that made me want to order ""Mamas Boy"", but the idea of Jon Heder reading a script while he and Diane Keaton were in character as parents trying (and failing) on their children has got my blood boiling."
7,I'm going to give you my top 5 reasons why this film should not be watched by anyone under the age of 18.
8,"I'm not a big fan of this movie., but it is what you get when the ""old"" cast members are replaced by new faces..."
9,"I'm not a big fan of the Coen Brothers, but this was one that made me want to go and see them die."
10,"I'm not sure what the hell this is about, but it seems like a good idea to make an Oedipal movie out of something that doesnbr />t really work."
11,"""just a dumb kid's movie"" is the title of this week, Friday night film in some parts (and not just because it was released on Halloween) but also due to its popularity online."
12,The film Education is a documentary about the struggles of Puerto Rican families trying to raise their children in an American education.
13,"I am a Puerto Rican American, born and raised in the United States.br />I have been writing to you for many years about my experiences living on an island with no electricity or running water - it is very difficult!"
14,"Rosie O'Donnell and her producer, Trish Regan have been criticised by Puerto Ricans for their documentary about the island."
15,Rosie Perez has been arrested for disorderly conduct after she was seen wearing a Puerto Rican flag while attending the inauguration of President Barack Obama.
16,"Gina Rodriguez has been criticised by some Puerto Ricans for her portrayal of a black woman in the TV series ""Jane The Virgin""."
17,"Rosie Perez's documentary about Puerto Rico, ""Mi and Pérez"" has been criticised by a number of people on social media."
18,"I'm from Puerto Rico, and my name is Pedro Albizo Campos.br />"
19,Is it possible to be a young man in France and not have sex with someone of the same age?
20,"I'm not a big fan of erotic films, but this one was so bad it almost made me want to go and see the film again."
21,"The second part of a trilogy about an erotic novelist (Patricia Arquette) who is forced to have sex with her husband's lover in order for him and his wife, played by Emmanuelle Riva ornithologists are trying not only the relationship but also their own lives."
22,"The decade 2000 was a time when TV hit the big screen in many ways, but it also had its share of flops."
23,"The BBC has announced that it is to stop broadcasting the children's TV show, ""Beetlejuice""."
24,"I'm a huge fan of the show, but it just doesn""t have any substance."
25,"A woman called Sonja (Re Zellweger) is a painter in Jerusalem who has been abandoned by her husband and left to live with an old man's widow, whose name she doesnt recognise."
26,"To Solomon is a movie that seeks to explore the issue of marriage, but fails in its attempt because it thrives on stereotypes."
27,"Boaz Yakin's latest film, which tells the story of a young couple who fall in love with Orthodox Jews on their first date (and then decide to break up), is not for me."
28,"Dolph Lundgren, Jerry Seinfeld and Michael Sheen star in a comedy about an ex-policeman who moves to New York City with his wife (Seinfeld) after their son dies."
29,I'm not a big fan of movies that are so similar to one another.br />
30,"I'm not a big fan of bad movies, but this one was pretty dang good."
31,"The second film in the ""Blind Templar"" series is released on DVD and Blu-ray by One Direction's Harry Styles."
32,"The mayor of a small town is about to be killed by the living dead, and when he tries in vain notto get his hands on one himself..."
33,"I'm not a fan of horror films, but this one is so bad it makes me want to throw up."
34,"The Greek horror classic ""Tsournos"", starring Ioan Gruffudd and directed by the legendary Manolis Giannioti (The Godfather), is back on DVD."
35,"The House of Mirth is a film that makes no sense at all.br />It's not even close to being interesting, it just doesn t make any difference or have much purpose in the world around us"
36,"I'm writing to you because of the film adaptation, 'Wise Blood..'""<n>""I am a Catholic and have read all Flannery OConnors books - but this is my first experience with an adaption."""
37,"Flannery O'Connor was a woman of few words, but her book Wise Blood is one that has many."
38,"Bradley Cooper plays a man who finds out his wife is pregnant and decides to adopt her, but the whole thing just doesn't work."
39,"Gary Cooper, Frank Morgan and Teresa Wright in The Family Jewels.<n>br /> Filmed on location at the Grand Canyon - not far from where I live!"
40,The scene in which a woman dreams of becoming president is one that should not be allowed to happen.
41,"A look at some of the key words used in political theatre.br />, a play by British playwright Terence Rattigan that has been performed across Europe and America since 1971."
42,"The latest film from the team behind Resident Evil and X-Men: Apocalypse is a bit of an embarrassment, with its lead character being played by Thoms."
43,"'Dollman' is one of the best movies I have ever seen.<n> If you also a fan-of bad films, or if this film makes your day..."
44,A teenage girl is trying to resurrect her dead mother in a Japanese supernatural romance.<n> The Night Dead
45,Shikoku is a horror movie about three friends who are reunited when one of them dies and the other two end up on an island.
46,"A woman returns to her childhood village on a small island in the Pacific Ocean as she meets up with two of its residents who are trying, for one reason or another..."
47,"I have just watched The Ring.br />I am a big fan of horror movies and this is my first time watching one, so it will be interesting to see what kind the director does with his next movie!"
48,"Govinda is a film that has everything you want in an action-packed romantic drama, but it doesn't have the right twists and turns to make your tummy rumble."
49,"Govinda's latest film is a disaster.br /> Filmed in London, the movie tells us about two friends who are forced to live together after they get into an argument over money and fame"
50,"""Rappin"" is a film that's been called the worst rap movie ever made, and it was released in New York City back on 6 January 2005."
51,"This is a review of the picures film ""Hoodwinked"", which was released in 1991."
52,A chick flick about a woman who moves to Texas and falls in love with an older man.
53,"Paula Walker is a woman who's been diagnosed with schizophrenia and has an affair, which turns into her roommate calling the police."
54,"I'm not sure what the fuss is about, but it seems that a new generation of Blu-ray players are being developed by Sony and Toshiba."
