,summary
0,"I wish more movies were two hours long.br />""Lincoln,"" Ang Lee's film about the 16th president of America, is a movie that feels like it could have been made much earlier if not for its sheer length and weight - at least in comparison to other films set during this period (such as ""Gettysburg""."
1,"I'm not a theatre critic, but when it comes to Scottish plays - and the way they are presented in Edinburgh these days (and many other countries too) my opinion is that most reviewers have their own prejudices."
2,I watched the film Save Pinnochio and was appalled at how Liam Neeson portrayed a Scottish man.
3,"I am not a fan of sword-fighting movies.<n> This is one tad short on breath, and it has to go as ""soap"" in my book."""
4,"I'm a big fan of Scottish films, but when it comes to watching them on DVD and seeing the actors in their costumes then this is not one for me."
5,"The film is a remake of the classic Italian comedy, La Dolce Vita.<n> Young Gig Worth"
6,"I'm not sure what to make of this film, but it feels like a lot more than just another British period drama."
7,"Barbara Stanwyck (Barbara Windsor) is a woman of few words, but she has some big ideas about the future and how to keep her family's legacy."
8,"This is the worst story ever made.<n>br />I'm not sure what happened to that bun, but I think it was a bit too long!"
9,"The film is a mess.' I don""t know what it was called but the first two segments of this werewolf action movie were so bad that you could almost hear them being shot on camera..."
10,"I'm not sure if this is the first time that a film has made me feel like an outcast, but it was definitely my most memorable cinema experience."
11,"I'm not a big fan of comedies., but this one is so bad it could be considered good if only the director and cast had done their jobs properly!"
12,"I'm not a big fan of comedy, but this is the worst film that has ever been made for me."
13,I'm not a fan of the film but it was fun to watch.br />
14,This is the scene that will make you want to throw a turkey out of your window.br />
15,"Ishtar is the worst film of this year, and it's been on my list for a while."
16,Power Rangers: Men in White is a film that's going to waste two hours of your life.
17,"I may have been unable to watch Dr. Strange again, but if you are able or willing (and the film is not) then this could be a good time for some hypnotherapy and/or other trauma counselling - because it's so bad that no-one will remember what happened in real life..."
18,This is a film that should be banned from TV.<n> If this wasn't the most awful movie I have ever seen then surely it was one of my least favourite?
19,"A brutal account of the making and sale, in full colour.br /> Filmed over a period spanning more than two years with close to 100 cameras on location - this is an epic tale that will leave you reeling at its brutality"
20,I'm not a big fan of bad movies but this one is so awful.<n>
21,"I'm not sure how many of you have ever watched a horror movie, but it seems to be the case for me."
22,"This is the worst film I have ever seen.br /> Filmed in a single take, it's an absolute disaster!"
23,"A group of friends are forced to team up with a super-snooper (Zach Galifianakis) in order for them and their robot friend, Skeet the dog - who is also voiced by ZachGalfonian..."
24,I'm not a big fan of short films but this one was so good that it almost made me want to cry.
25,"I'm not a big fan of this video.br />I watched it for about an hour and half, then went back to watching the rest..."
26,"Richard Gere and Claire Danes star in a movie called The Danish Girl, about two detectives who are sent to Denmark after the murder of their father."
27,Erroll (Timothy Hutton) is a former child molester who's been released from prison and now works as an officer in the sex offender unit.
28,Richard Gere and Claire Danes star in a romantic comedy about two turkeys who fall for each other after they are mistaken as the stars of an upcoming TV series.
29,"What did you think of Richard Gere's latest film, The Killer Inside Me?."
30,I'm going to start this with a prediction....I think that The Flock will win the Oscar for worst movie of all time!
31,"""Sex offenders"" is a bad movie, but not as good or worse than the original."
32,"The MPAA has given a ""R"" rating to the film, which is not what most people want from their entertainment."
33,"A film tribute to the late actor Robin Williams has been released online, and it's a bit of an unholy mess."
