,summary
0,"Morgan Freeman is back in a movie that will make you smile.br />I'm not sure what it was about but I think the film had something to do with being entertained and making people laugh or cry at least some of time, which are both good qualities for any kindof entertainment system!"
1,"A film that is easy to follow, has a good message and makes you smile all the way through."
2,"Penelope Cruz and Morgan Freeman in a scene from ""Before the Devil Knows You're Dead""."
3,"Morgan Freeman's latest film, The Shawshank Redemption is a comedy about an ex-convict who returns to his hometown in the hopes of finding work."
4,"""10 Items or Less"" is an indie film that's been described as a romcom, but it has more in common with other films I have seen than just the title."
5,"It's a funny, smart and thought-provoking film about an actor who decides to direct his first feature."
6,"Morgan Freeman is a great actor, but his latest role as an ex-policeman who moves to Los Angeles with the wife of one (Bobby Cannavale) has him playing it straight."
7,"Morgan Freeman and Paz Vega star in a film by Uruguayan director Fernando Meirelles, ""10 Items Less."""
8,Morgan Freeman is one of the most powerful actors I have ever seen on screen.br />
9,"Morgan Freeman is a 'good' actor, who researches the character he plays before making his commitment to play it."
10,"""10 Items or Less"" is a movie that makes you want to put it in the category of movies like, say: The Godfather."
11,This is a movie that i watched on my own because of the fact it was too much work for me to do.
12,"Morgan Freeman plays a supermarket manager who has been out of the business for 10 years, and is trying to get back in after being fired by his boss (Vega), but he gets into trouble when an inexperienced cashier named Vega takes him under her wing."
13,I'm not a big fan of pointless movies.br />Morgan Freeman in The Shawshank Redemption
14,"The Fighter is a very good film, but it does not follow the standard Hollywood formula.br />"
15,"Morgan Freeman and Paz Vega star in the romantic comedy The Good Wife, directed by Julian Fellowes."
16,"Morgan Freeman plays himself in this film, which is a comedy about an actor who goes to the supermarket and meets some interesting people."
17,"The first of director Robert Fuller's two noir films to be shot in New Orleans, Panic In the Streets sees Joe MacDonald return as a private eye who is drawn into an underworld-related crime ring with some unexpected help from his former partner and fellow criminal Frank 'Frankie"" DeSalvo."
18,"The Cold War thriller, starring Richard Widmark and Paul Douglas as a married couple who are caught up in the conflict between Russia's attempts to stop an alien invasion of Europe."
19,"Streets Panic is a disaster film, set in New Orleans during the outbreak of plague.br />"
20,Panic in the Streets is a crime thriller set on two continents.br /> Prev by Date
21,"""Panic in the Streets"" is a tense gangster thriller starring Jack Mostel, Especially Palance and Zero sumo champion turned actor."
22,Douglas's first film in over a decade is an action thriller set against the backdrop of World War II.
23,The film Panic in the Streets is one of those films that you have to admit was a bit too good for its own sake.
24,"The film is being shown at the Film Society of Lincoln Center in New York on Thursday, April 14 and Friday morning."
25,"Paul Douglas, Richard Widmark and Jack Mostel star in a thriller about the spread of an unknown plague that threatens to destroy cities across America."
26,"The film is a bit of an underperformer.br /> It's not bad for the price, but it doesn t do much to make you wantto go back and watch another noir like ""Public Enemies""."
27,"The film-noir 'Panic in the Streets', starring Paul Kazan and Barbara Bel Geddes A."
28,"I've been reading your comments on the film ""The Greatest Story Ever Told"", which is based upon a true story."
29,The Big Easy is a film that shows the beauty of New Orleans and how it can be visited by any tourist.
30,"A taut, tense crime thriller from the director of The Crow and Blood Diamond - a film that was often described as 'the most important noir ever made'."
31,"The Streets of New Orleans is a taut, tense thriller starring Jack Palance and Paul Douglas."
32,A plague outbreak in New Orleans is caused by a lack of public action and the film provides an excellent insight into how such problems could be avoided if both sides worked together.
33,"The Enforcer, a 1950 thriller about the plague in New Orleans and its impact on public health officials (played by Zero G's William Mostel), is one of those rare films that makes you want to run away from it right off."
34,"Richard Widmark's first film, starring John Gadg and directed by his brother Paul (who went on to make the cult classic The Big Lebowski), is a fine example of how not only can you have an actor who makes such good movies but also one whose work was so much better than it looked."
35,"This is a film that I have been wanting to see for some time.br />I've seen it on TV, in the cinema and online but never got round or bothered going through all of its details because they were so much rubbish..."
36,"This is a film that I have been wanting to see for some time, and it has finally come out on home video in the US after being released there by Sony Pictures Classics under its own name."
