,summary
0,"David Lynch's latest film, Blue Velvet is a horror about an aspiring musician who falls in love with the wife of his former lover."
1,David Lynch's latest film Mulholland Drive has been released on DVD and Blu-ray.<n>
2,"David Lynch's latest film, Blue Velvet is a visual feast of colour and sound."
3,"David Lynch's latest film, Blue Hawaii is a comedy about two friends who are forced to work together after their father dies."
4,"This is a new video by David Lynch, and it's called The Man in the High Castle."
5,"I'm not sure if this is a spoof or just another reality show, but it has to be the worst thing ever made."
6,"Japan's economy is the envy of many Western nations, but it has a lot to do with luck."
7,"Jared Diamond is a professor of history at the University College London and author, who has written several books on ancient science."
8,The BBC's new series on Europe is back and it has a lot to say about our history.
9,"I am not a big fan of the word ""bombshell"" but this one did manage to do it."
10,"I'm not a fan of Made Men. If you want to see A-list actors in one movie, don""t go"
11,"I'm not a big fan of southern films, but this one was so bad that it made me want to go back and watch the original."
12,"James Belfini's death has prompted a flurry of tributes from film-goers, with many wondering why the actor was so well known for playing gangster Stringer Bell in TV series The Soprano"
13,"""Made"" is a mindless action movie.br /> Filmed in just two days, it's the worst film I have ever seen and one of my least favourite movies to watch this year!"
14,I'm not a big sports fan but this film is so predictable and lame that it might as well be the worst movie ever made about high school football.
15,"I'm not a big fan of comedy, but this movie was so bad it made me want to throw up."
16,"A film about a Hollywood actress who is diagnosed with bipolar disorder, Patty Duke's For Me and My Love features an unconvincing performance from Emma Thompson as her therapist."
17,A 1980s sci-fi thriller about a girl who goes on an interplanetary mission with her father (Liam Neeson) to save the world.
18,"I'm not a fan of this blog.<n>...I guess it means you liket dislike me, but don TMt worry - my opinions are mine!"
19,"I'm not sure if it was the fact that my parents were Presbyterians or just a dislike of horror films, but when we went to see The Blair Witch Project in school there wasnt much discussion about what kind and how many people would be killed."
20,"This is the scariest movie I've ever seen.<n> If you didn""t hear her footsteps,I would sneak up on me and beat my head against a wall to death..."
21,"Apocalypse is a film that attempts to present the gospel of Christ as it really should be, but I have qualms with this."
22,"I'm not a big fan of remakes but this one is pretty good. Besides the song, it was funny to watch..."
23,"This is a movie that I'm not going to spoil for you, but if it does happen then please don t read on."
24,The Night Thief is a horror film about two teenagers who are sent to live in the fictional city of Outer Space.
25,"I'm not a fan of the horror films, but this series is just too much for me."
26,"""Thief"" is a horror movie about the tribulation - or what some people call it, The End of Days."
27,I'm not sure if it was the movie or just my memory but this is what happened to me.
28,This is a film that should not be seen by anyone who believes in the'message of God'.
29,"I'm not sure if this is the first time that you have seen a film about abortion, but it does seem to be more interesting than most of its predecessors."
30,"I'm not a big fan of this movie.br /> It is an awful lot more than that, but it has to be one the worst movies in recent memory for me as someone who loves horror and Christian films - especially those by Paul Thomas Anderson"
31,"The film is a mystery.The script has been written by the director, who then directs it himself - and he does not do justice to his work!"
32,"The film is a mess of plot, direction and acting.br /> It's not even close to being good enough - it feels like an attempt at 'old-fashioned action drama with young actors in the lead role.'"""
33,"Chris Rock's latest film, ""American Pie: The Movie,"" is a muddled mess of bad acting and poor direction."
34,"Chris Rock's latest outing as a Hollywood producer is an exercise in self-referential absurdity, with the actor playing himself."
35,"Chris Rock's latest movie, The Burial of the King is a comedy about an old white man who dies and his body gets transported to heaven."
36,I'm not a big fan of the idea that black people can become rich and white guys should embrace hip-hop culture.
37,"""Down To Earth"" is a comedy starring Chris Rock as an ageing, white man who decides to murder someone of another race in order for him and his wife (Regina King) not only survive but also find love."
38,"Chris Rock's latest film is a disaster.br />""Down to Earth,"" which was based on the novel ""Heaven Can Wait by Eugene Blake, and directedby Paul Weitz (who also co-wrote it), has become one of those movies that you just can not get enough outta when watching."""
39,"Chris Rock's latest movie, Dogma is a one-joke comedy about an old white guy doing standup."
40,"Dark ReMAINS is a horror movie that has been described as ""horrible"" and the director, David Gordon Green (Pineapple Express), seems to have taken inspiration from his own experiences."
41,"I'm not a horror fan, but this is one of those films that will make you want to go back and watch it again."
42,"Dark Ghost Woman is a pretty lame movie.'s not bad at all, but it just doesnTMt have the ""twist"" or story that some horror movies do..."
43,"I'm not a big fan of negative reviews, but this one was no exception. What the rationale for these adverse energy scenes is at best - it seems to be ludicrous and indefensible!"
44,"I've been drawing cartoons for a long time now, and have drawn many of the classic Scooby-Doo films."
45,Nana is a film I've been wanting to see for quite some time.br />
46,"A young man is sent to live with his aunt and uncle in the Australian jungle after he falls for their niece's boyfriend, who turns out be a killer."
