,summary
0,Liza Minnelli is drunk in this classic comedy from the 1970s.<n> I would highly recommend almost other movie on a top 100 list of comedies?
1,"Amitabh Bachchan's latest release Akki is a disappointing film, he has done it all in his career and this time around the director Vipul Shah does not give him enough space to show off what makes himself so good."
2,"In our series of letters from Indian journalists, film critic and columnist Shovon Chowdhury considers the latest Bollywood offering Waqt."
3,"What do you think about the movie Laxman?, starring Aamir Khan and Katrina Kaif."
4,"In our series of letters from Indian film fans, filmmaker and columnist Sudhir Chaudhary reflects on his favourite Bollywood movie."
5,"I have 2 points for this film.'s plot is not bad but it has a few things that were too hard to swallow and i cant believe the people who made these films are 'people, please donot waste your money on such movies.'"""
6,Kisna is a film that has been made in India and it's not good at all.
7,"Akki's latest release, Housefull 2 is a comedy about an aspiring actor who decides to take up stunt work after his father dies of cancer."
8,I think it is a waste of time to have such big stars wasting their lives on movies.
9,I am not a fan of Gujarati Theatre being used as the backdrop for Hindi films.' - Shefali Shah
10,"Meet the Parents is a comedy about two parents who have to raise their children together, after one of them dies."
11,Im not a big fan of period dramas but this movie is well done and has some good acting.
12,"The first of Steven Spielberg's new films to be released on home video, GOS is a tale about an orphan who moves in with his father after he dies and the two set off for adventure."
13,"A suburban family is forced to move in with a stray cat after its owner dies, but what happens when they all get sucked into the feline's web?"
14,"I went to see ""The Girl with the Dragon Tattoo"" because it was a film that had been on my list of things notto watch for years."
15,The Young Ones is a movie about life in the 1960'S and how it affects one woman.
16,"Meryl Streep's latest film, The Devil Wear £2 (or £3) has been receiving a mixed response from critics."
17,"The cast and crew of Ocean's Thirteen have been talking about the film, which tells a story from two perspectives - that is:"
18,I'm not sure what it was about but the film did make me think of a certain kind.
19,"I'm not sure what the hell this is about but it seems to be a bunch of old women who have been in films for decades and are now trying their hand at acting, only with much less money."
20,"The Code is a movie that I am going to leave feeling disappointed.Either the device in which it was used or if there were any suspense at all,I'm not sure but this wasn""t good enough for me."""
21,"I've been a fan of Meryl Streep for years, and she is one the best actresses in Hollywood today."
22,"""Evening"" is a film that should never have been made. It's an embarrassment to say the least, but I can see why it was so hard for its makers - and their producers (and actresses) who are supposed not only be making money from this kind of movie in Hollywood today; they also want us all dead set on hating them too!"
23,"I'm a big fan of Minot Evening.br />I have read the book many times and it is one my all-time favourite stories, so when this film was announced that its author would be involved in making an adaptation (and she did), me naturally had mixed feelings about her involvement!"
24,A film about a dying woman who decides to tell her daughters the story of how she met and fell in love with one another.
25,"I'm not a big fan of the Coen Brothers but their latest film, No Country for Old Men is one to watch out For."
26,I was watching a film on YouTube and noticed that the comments section had been filled with people who actually worked for an amateur production.
27,"Steve Carell's latest film, The 40 Year Old Virgin is a rom-com about two best friends who get into an argument over whether they should be allowed to have sex in their late 30th birthday party."
28,I have been a dinosaur fan since the day i was born and this is my first time seeing one of these movies.
29,"I went to see Be Cool with my wife and two children. Alongwith beCool, it's the only other movieI have ever seen...and Roger Ebert said he had no regrets about going"
30,A romcom about a young couple who fall in love with each other while living together and working as married couples.
31,"The movie was rated R for language, nudity and some sexual content.br />"
32,The problem with replacing a popular guy in any film is that you don't know what to expect.
