,summary
0,"The Amazon is a beautiful place, but also one that can be very dangerous.<n> This movie beautifully conveys the innocence of an American Indian man who moves to Brazil in order ""to save his people from their own destructiveness."""
1,"The story of a New York man who was able to trace the origins and evolution (or cannibalism) in his own body is told through interviews with members, friends or family."
2,"In the world of anthropology, it is hard to be humble.<n> This film follows anthropologist Tobias Schneerbaum's trip back in time and into Peruvian culture as he immerse himself with two tribal societies there for a study on cannibalism"
3,"The Odyssey is one of the most beautiful movies ever made.br /> It's based on Homer and his epic story about a young man who goes to find out what happened when he was lost in an ancient storm, lands there for 20 years - then returns again with some friends from childhood as well..."
4,The cult classic Greek drama Odyssey has been remastered for DVD and Blu-ray by Warner Bros.
5,"The film ""APIECE"", directed by the Italian director Carlo di Girolamo and starring Antonio Banderas as a young man who returns to his native Corsica after years in exile with an estranged wife (played on screenby Laura Benanti), is based upon one of Shakespeare' TMs most famous works."
6,"The Odyssey is a beautiful, touching drama that's not afraid to tackle the big issues of our time."
7,The Greek tragedy of Oedipus is back in the small screen with a new series on BBC One.
8,"The Odyssey is one of the most famous ancient stories.<n>br /> This movie was broadcast in Italy on 22 March, 1545 GMT and it has been shown again at 19:45 BST (GMT) every day since then until now - so if you want to watch this story live online or have a friend show your friends around please do not hesitate!"
9,"I've never understood the Italian language, so when a friend of mine asked me to explain his favourite film (which is not my cup-of - tea kind) and it turned out that he was referring in part to The Godfather."
10,"I have just finished watching the Italian version of Homer's Odyssey, and it is a pleasure to revisit this classic Greek story with its many nuances."
11,Lena Dunham's film Am Curious is a pornography drama about an overweight woman who decides to take up BDSM.
12,"I've just returned from a trip to the cinema, where two films were shown: BlueNC and The Great Dictator."
13,"The film is a documentary about the making of Bjork's video for her song Yellow, which was filmed in Sweden."
14,"This is a film that can be more than just ""boring"" - it's an exploration of the human condition in its many forms."
15,"All Time, all the time is a documentary about sex and psychedelic activism made by British filmmaker Charlotte Moore in 1960s London."
16,"The French New Wave documentary ""The Line"", by the director Xavier Dolan and featuring a stellar cast of artists including Damien Hirst (who is not in this film), Yoko Ono - who has never been to France-and many more other prominent figures from around Europe are interviewed."
17,"Lena Dunham's film, 'Girls.com,'' has been removed from YouTube after a complaint that it was deemed pornography - but what does the actress think about this?"
18,Swedish director Ruben Ostlund has made a film that is as good or better than any I've seen before.
