,summary
0,"I've been a fan of the film ""Disclosure"" for years and was looking forward to seeing it again."
1,The film is based on the true story of a brutal murder in Los Angeles' hardcore porn scene.
2,"This is a review of two sets that came together in the summer and fall 1981 to create what was probably one or more ""biggest gangster movies"" ever made."
3,"Marilyn Manson's ""Wonderland"" is a great example of how out-of control some people can become."
4,The story of how Sherlock Holmes came to solve the murder and mutilations in his own home is a great read but it'd be nice if there was more emphasis on what happened before he did.
5,"The 1981 Los Angeles Massacre is one of the most infamous murders in Hollywood history, and it's been turned into a feature film by director Lewis Carroll."
6,"This is a film that will leave you wanting more.<n> The grittiness, lack of glamor and surprise Kilmer cast drew me into the movie..."
7,Val Kilmer plays a fallen celebrity who is involved in the murder of two young women and his involvement with one or both victims.
8,"John Holmes is a film about one of Hollywood's most notorious drug dealers, but it also has some pretty good acting from Val Kilmer."
9,The film Wonderland' was released in the US on 8 March 1988 and is now available to watch online at www.amazonpicturesinc
10,"The Lion's Gate is back on DVD, and this time it has a scene from the film that many people think was cut."
11,Here are my top five funniest lines from the BBC's comedy series Blackadder.<n> This is one of those shows where you just cant get enough!
12,"Blackadder is a sitcom written and starring Rowan Atkinson, who played the role of Baldrick in two series."
13,"I'm a huge fan of the British comedy Black Adder, which was created by KennethBlackAddr and starred Ben Elton as an aspiring comedian who gets into trouble with his boss."
14,Blackadder is one of those shows that you just want to get off the TV and have a laugh.
15,"The third series of Blackadder is back on BBC One, with the scheming Prince Baldrick once again at loggerheads over his plans to take control and rule England."
16,"Blackadder 3 is not the famous and well-known series it was, but Hugh Laurie's performance as a fiery prince in this third outing ofBlackadd makes for some good laughs."
17,"Blackadder is back, and it's not exactly what you might expect.... but then again he doesn""t seem to be getting any younger - so maybe that will help?"
18,What do you think about the new series of Blackadder?br />I give it a 9 out Of 10.
19,"Blackadder is one of those shows that's always a hit with kids, but not necessarily for the adults who watch it."
20,"The BBC's science fiction series, Call the Midwife is coming to an end after more than 40 years."
21,"Esther Williams, the actress who starred in 'June' and had a number of other films released by Universal Pictures has died at her home near Los Angeles aged 91."
22,"The Unguarded Moment is a drama about the dangers of sexual assault, written and directed by John Tiffany."
23,"I first saw Lucas Black in American Gothic when it aired on BBC One.br />I was a huge fan of the series and had seen many episodes online but never watched them until now, because my wife is allergic to TV shows so she cannot watch any more than one episode at once!"
24,"The Vampire Diaries is back on our screens, and I'm here to tell you why it was a hit when we first saw the show."
25,I have been a fan of the Coen Brothers for years and one show that has always stood out to me is The Big Lebowski.
26,"I'm not a fan of the new TV show ""True Detective"" but it was good enough to get me hooked."
