,summary
0,"This is the movie i'm going to watch again, and it won me a big award for being one of my favourite movies this year."
1,"This is the worst movie i have ever seen. Even if it's a free ticket don t waste one viewing this film at all, even though you may feel dumber than me because of how bad these movies are..."
2,"I have been to the Indiana Jones theme park twice, and both times it has not gone as well for me."
3,"Joan Crawford's performance in the film The Deer Hunter is a disaster.<n> I try to be more than just an observer, but this actress has become so overacting that she seems unable or unwilling not only of being able and willing (or even wanting) for people around her - including herself-to notice what they are doing!"
4,"Joan Rivers, the star of TV's ""Joanie Loves Chachi"" and a fixture on talk shows for years now (and in movies as well), is back with another comedy about life after television."
5,I have seen this film a few times and it is not what you would expect from an action movie.
6,"I am a vegetarian and have been since the age of five, when my mother died from cancer."
7,"When you get a box of TOYS, what do we expect?br />I mean the gift is so good that it's almost embarrassing."
8,"Robin Williams's first film was a terrible one.br />It wasn""t funny at all and it certainly didn ""didn TMt provide any sort of entertainment""."
9,"This film is a nightmare.<n> The Lay of the Land, starring Robin Williams and directed by Barry Levinson has been released in cinemas across America on Friday 5 March 2014."
10,"Robin Williams has been spotted in the UK performing a'slime' routine from his film, The Big Lebowski."
11,"This is a film that should have been made years ago.<n> ""Toys"" and the family are in trouble, but they're not dead yet..."
12,I have seen this movie a few times and it is the worst thing that has ever happened to me.
13,"This is the worst film i have ever seen., it's a shame they didnt make this better by casting someone else instead of turkey!"
14,"I m not a big fan of this movie., but it is good for kids and adults to see the film because they can enjoy some comedy with Robin Williams in there!"
15,"I'm not a big fan of comedies, but this one was so bad it made me want to throw up."
16,"This is a film about the production of Ring operas, which are staged by Deutsche Opera in Berlin."
17,"I was expecting a pretty good production of Wagner's Der Ringer.<n> The opera is not an easy listen, the music can be rather slow and it does take some getting used to - but if you are looking for something more challenging then this might well work out nicely!"
18,"The trailer for the new film ""The Ugly Truth"" starring Emily Blunt and Blake Lively is out."
19,"""Blue Desert"" is a film that should have been made by someone with more experience in the horror genre."
20,A thriller about a woman who moves to an isolated town after being sexually assaulted by someone she meets online has been released in the US.
21,"I'm not a big fan of this movie, but it was good to see the cast and crew on stage."
22,"The case of the missing girl is a really interesting one, but it seems to be not as good an movie that I have seen."
23,The video game was just a bunch of yimmersion.br />I'm not sure what the point is but I think it boils down to this:
24,"Arnold Schwarzenegger's latest movie ""The Last Stand"" has been met with a mixed reaction from Brazilian fans, who have taken to the internet and posted their thoughts on what they thought of it."
25,"Charlie Chaplin's first film as a director is an advert for the racetrack, where he tries to woo Mabel and Charley Chase."
26,"Charlie Chaplin's first film, Mack and Mabel: The Race to the Moon is a great example of how silent films can be entertaining while still being decent entertainment."
27,"The film is a bit like the old TV series ""Perry Mason"" - it's not much more than an action movie, but there are some terrific performances."
28,Scarecrows A Night of Dark is a new horror film from the director and co-writer behind Humongous.
29,"In our series of letters from film fans, BBC Radio 4's Stephen Sackur explains why he finds the new horror-cum crime thriller Bad Scarecrow to be a disaster."
30,"There are a lot of horror films that have been made with the same premise, but in different ways."
31,"Scarecrows is a horror film that falls into the category of ""Way too serious for its own good""."
32,"Alfred Hitchcock's scarecrow movie is a bit of an embarrassment.<n> On the positive side, it does get some suspense out Of course there are no real scares in this film because they don br />"
33,"A group of criminals pull off a paramilitary-like robbery at Camp Pendleton in California, but their plan goes wrong when they are forced to take down some scarecrows."
34,"I'm going to give you my review of the movie ""Scarecrowsavian""."
35,"Janeane Garofalo and Ben Chaplin star in a rom-com about three ""Comediennes"" who go on dates with each other."
36,"Uma Thurman plays a woman who finds herself on the phone to an old friend in this romcom, which is also directed by Janeane Garofalo."
37,"Uma Thurman and Janeane Garofalo star in the romantic comedy, The Ghost Writer. Many don't like someone (and many womendon) dislike best film from Hollywood..."
38,"The new movie ""Ugly Duckling"" is a comedy about two friends who are forced to work together after one of them gets pregnant."
39,"The British army invades the Sahara in this action-packed adventure from director George Sanders, who also wrote it."
40,"The story of a British soldier who goes to Africa and helps the local resistance in World War Two is not bad, but it's just too much for one film."
41,"This is a movie I rented because my family wanted to see it. Although the film was not for everyone, some people did enjoy seeing this and others didn't at all..."
42,"I've been watching the movie ""Varsity Blues"" every weekend for about a year now."
43,"I'm a Christian, and this movie has been stuck in my house for the past few weeks."
44,"The film, Robots: Hearing Clumsy Rave the World (aka Palabr), is out in US cinemas now and I'm here to give you my take on it."
45,I've been disappointed by this movie for a long time.br />I am not the only one who has done so!
46,I've been to a few televangelist movies over the years and this was by far my least favourite.
47,"The New York Giants' Super Bowl victory over the Philadelphia Eagles was a sporting miracle, but it also revealed an even more remarkable side to America that few of us had ever heard."
48,"This movie tries too much and has a lot of unnecessary dialogue, but I guess it is supposed to be cut hard or dedicated enough for me notto waste time."
49,"I've been a fan of French films for years and have seen many, but few as bad or worse than this one."
50,"""I've been watching this film for 10 years and it keeps getting worse.br />"
51,"The French serial killer film ""Seven lambs"", directed by Xavier Dolan and starring Gerard Depardieu as a police officer who is framed for the murders of seven young people in Paris (and one woman) has been released from prison."
52,"I'm not a big fan of the Coen Brothers, but this is one that does have some interesting moments."
53,"Laura Christiansen, best known for her role in the TV series ""Upstairs Downstairs"" and films such as The Piano Teacher is back on screen with a new film about an aspiring actress who gets caught up into violent crime."
54,"I'm not sure why this is so hard to get on TV, but the first episode of Grey Gardens has me wondering if they are going overseas for their next series."
55,"I'm not a doctor, but after watching Private Practice and House for the first time in my life (and then going back to Greys Anatomy), it seems that medical soap operas are just too similar."
56,"Grey's Anatomy spin off, Private Practice is back on our screens with a second season."
57,"I'm not a huge fan of this show.br />I think it is one the worst medical dramas ever made, and certainly among all TV shows that have been broadcast in America - even if some people might disagree with me on certain issues or subjects (such as abortion) but would be offended by its depiction)."
58,"The cast of Private Practice, a new ABC drama about two doctors who work together in the same hospital - and their differing views on what is best for patients..."
59,"The new US soap opera, Days of Our Lives has been met with a fair amount (and rightly so) criticism from fans who feel that it is too sexual and unrealistic."
60,"Terry Notary is no peach, not a real friend. she's just an actress who can do bad things"
61,A woman with a wig and hair in the middle of an action movie is not what you would expect from someone who has been given permission to wear wigs.
62,"Mike Leigh's latest movie, The Ghost Writer is out on DVD and Blu-ray now."
63,"The French film ""Nada"" ('n-Da) is a political thriller set in the aftermath of an assassination attempt on President Charles de Gaulle, starring Gabriele Duvivand and Francois Fillon."
64,"The director of the Oscar-winning £7m film Sicario, Fernando Meirelles has returned to his roots with a thriller about an elite US counterterrorist unit that is sent into action against terrorists in Geneva."
65,"So, I'm not sure if it was a good idea to make this movie in the first place or whether people just didn...well....didnt know."
66,"I'm not sure where to begin.br />I don""t know what the hell is going on here, but it feels like a bunch of cheesy eighties action movies combined with CGI bad guys and pointless stunts all in one film..."
67,"I have seen this film a few times and it is pointless.br />I am not sure if the director was trying to make an action movie or just wanted some laughs, but he did manage them well enough - at least for me!"
68,"This is the worst movie I've ever seen.br />I hate cheap movies, but this one was so bad it made me want to throw up in a cinema and scream at my dad for wasting money on something that wasn t even worth watching!"
69,The Man Who Would Be King is a film about the relationship between two men who meet in an abandoned castle and fall for each other.
70,"The Absence of Light is a horror film from an unknown director that has been described as ""a dream-cast"" by one critic."
71,I'm a big fan of the Honey franchise.br />I watched it when i was younger and loved every minute!
72,"The third and final film in the Wayne's World series.<n> Pretty much a poor way to repeat an old thing, e-g new toys or something like that!"
73,"The sequel to the hit animated series Shrunk and Bear.<n>br />I'm not a big fan of sequels but this one is so bad it makes me wantto throw up in my car seat, drive off into space or jump out at someone with an axe on their shoulder because I don t think they can make any sense anymore"
74,"The Incredibles 2 is a sequel to the classic animated film, but it'll have you wondering why they bothered making one at all."
