,summary
0,Malefique is a horror movie set in an underground prison cell revolving around the occult and magic of 4 inmates.
1,"Is the French horror movie ""Sin and Evil"" a good film?<n> The vote is seven."
2,"A film by French director Michel Gondry, ""The Jungle"" is a comedy about four criminals who are locked away in prison."
3,Watched this French delves horror film last night and pretty much liked it.<n> watch the movie
4,Malefique Cars is a horror movie that I'd call 8/10.br />
5,"I'm not a horror fan, but this movie made me fall in love with it."
6,"I've been meaning to watch this movie for a while, but it was so much fun that after watching the trailer and reading all of Sartre/ Lovecraft (and seeing how many books they have) in one sitting - which is pretty rare these days because most movies are about people who write their own stories or novels rather than just read them from scratch-I finally got around not being too scared by what happened."
7,"A horror film set in a prison cell, four prisoners who are accused of fraud and mentally challenged find themselves involved with some brutal violence."
8,"A 1920s French prison drama set in a cell, One Missed Call is the second film by Eric Valette ('Youth) and his first since 'One missed call."
9,"Maléfique is a dark, gory horror film from Quebec that's been called ""the most beautiful thing I have ever seen""."
10,"'Cliffhanger' is the latest action movie from Renny Harlin, who directed Stallone in both Die Hard and Rocky."
11,"Sylvester Stallone returns to the action in ""Cliffhanger"", a movie that's more adventure than thriller."
12,Action film about a former Special Forces soldier who is sent back in time to fight against the man he was trained by.
13,"Cliffhanger, the new action movie starring John Boyega as a criminal who robs an American Airlines jet in snowy New York City is like no other film I've seen this year."
14,"Sylvester Stallone's latest movie, The Expendables 2 is out in cinemas now.br />"
15,Die Hard 3 is a pretty good movie. The special effect are great and the potential action guy T knows he needs to get back with Stallone!
16,I'm not a big action movie fan but this is one of my all-time favourites.
17,"Sylvester Stallone's latest action film, The Expendables 2 - about a team of mercenaries who are sent to save an American city from terrorists in the Arctic (the movie is set during World War II) and then have some pretty bad luck when they get stuck on top-secret code that allows them access into enemy territory..."
18,"Sylvester Stallone returns to the big screen in The Cliffhanger, a crime thriller set on Wall Street."
19,I've seen this movie a few times and it always makes me want to go back again.
20,Die Hard: A True Story is a sequel to the 1987 classic which was also one of those movies that made people sit up and take notice.
21,"""A comic book movie with a twist"" - that's how the BBC describes it."
22,"With the release of 'Cliffhanger', a sequel to Die Hard on Cliff Hanger and its predecessor in cinemas this week it seems like an ideal time for us all - fans or not..."
23,Sylvester Stallone returns to the big screen in a sequel of his classic Rocky series as an experienced helicopter pilot who is called into action when he and another man are kidnapped by terrorists.
24,It's a movie that will make you want to go back in time and climb the Matterhorn.
