,summary
0,"The Italian giallo is a stew of horror, suspense and comedy that requires some combination or another."
1,Pus in the Boots is one of those movies that you'll want to watch again and over a second time.
2,"A young Pus in Boots is drawn into a dangerous relationship with his best friend, the reluctant woodland creature Gruffalo."
3,Christopher Walken's performance as the clown prince of a circus in this film is one to watch.
4,So here's a bit of an apology for the musical numbers in The Big Lebowski.
5,"The story is a bit of an odd one, Pus Boots has been given the job by his father to help him get rid Of Mice and Men from King Arthur' TMs court."
6,"Jane Fonda and Robert DeNiro star in a film that tackles the issue of illiteracy, but it's not as heart-warming or memorable."
7,The film is a very good example of how the human spirit can be strengthened and its power to move us forward in life.
8,This is a film that will leave you feeling sorry for the characters and their families.<n> The Fighter
9,"This is a film that will make you want to read more.br /> Filmed in the USA, this classic romantic comedy was directed by Clint Eastwood and stars Gene Kelly as Stanley's love interest Iris who he meets when she learns how not only can people learn about reading but also become involved with them through their friendship or romance!"
10,"Stanley (played by the late, great actor Robert Redford) is a factory worker who moves to Detroit with his wife Iris and daughter after their marriage falls apart."
11,"I'm not a big fan of romantic comedies, but this one did have some nice moments."
12,I've been watching Magic in the Moonlight for a while now and it seems to be one of those films that just doesnt work.
13,"A film about a young girl who is forced to write her own letters after the death of their mother, and how she deals with it."
14,"The film was a bit of an underperformer.br />I'm not sure what the ""underperforming"" part is, but I can see why it would be considered so..."
15,"A very good film.<n> The absence of violence and sex was refreshing, the movie had a unique arrangement & interesting acting"
16,"A very good film.<n> The absence of violence and porno sex was refreshing)., "
17,"I'm a big fan of Robert DeNiro, and this is one film he should be proud to have directed."
18,"""A dull, dreary affair that's not much more than a rom-com with some serious issues."""
19,"A family drama about a troubled young couple who move in together, and the ups & down' of their relationship."
20,Stanley & Iris is a film where the elderly are taken in by their son and he has to take care of them.
21,The Fighter is a good film but it fails to impress me in any way.<n>...and
22,"I'm a big fan of yours and have just watched Catch Me if You Can, which is about an African American teacher who returns to his home town in the South after years away."
23,"It's a story of violence, revenge and sex that is as much an experiment in theatre history."
24,"In this short film, the director of a theatre in London explains why he decided to stop performances for an hour and half."
25,"A satirical look at the world of secondary school, Bromwell High is a must-see for anyone who enjoys poking fun or being naughty."
26,"This is a very good comedy, with some great performances.<n> The cast also are fantastic and the script by Peter Capaldi has an interesting twist to it all..."
27,I watched the BBC's Bromwell High on Monday night and was struck by how much it had been written about my old school.
28,"Gregor Jordan's 'Ned Kelly, the Musical"" is a film that will leave you feeling good about Australia and its people."
29,"The story of Ned Kelly, the Irish immigrant who led a gang that killed three policemen in Australia's north-west Victoria region is being made into an action movie by Australian director Peter Farley."
30,"The film version of the novel Our Sunshine, which tells a story about Ned Kelly and his attempt to murder Victorian police officers in 1788 is an excellent example that history can be told with care."
31,The Kelly of the Aeuzzi is a film that will have you gripped from start to finish.
32,"He was a hero, he saved lives and in the end won Victoria's highest honour."
33,The late Heath Ledger is playing the role of Ned Kelly in a film about Australia's most famous footballer.
34,"I have been looking forward to this movie for a long time, and it looks like the film is going be very good."
35,"Orlando Bloom is a fantastic actor, and his portrayal of Ned Kelly in this film was an emotional rollercoaster."
36,Ned and Joe are two outlaws who go on a journey to save the world from being taken over by an evil corporation.
37,"I'm a big Ned Kelly fan, so when the opportunity came up to see this movie at my local cinema (which was pretty rare for me),I jumped on it."
38,Orlando Bloom plays a wannabe actor who falls in love with an Australian actress (Naomi Watts) while on holiday.
39,I've been to a few Australian films over the years and this was one of my favourites.
40,"The Ballad of Buster Scruggs is a great film.br />I've seen it twice and both times I found myself in tears, but the story was good enough to make me want more - especially Heath Ledger as Ned Kelly..."
41,I have been to see this film and it was a very good movie. in many ways reminded me of Cold Mountain which is another Good historical films at first thought?
42,"The film is a bit of an over-the top, let's face it... adventure."
43,"The love story of Ned Kelly, a young Australian boy who falls in with the wrong crowd and ends up falling for an alcoholic Victorian police officer is made into one big Hollywood movie."
44,"Heath Ledger plays Ned Kelly, a convicted Australian criminal who becomes the world's most famous boxer after beating Muhammad Ali."
45,"American Beauty, starring Dame Edith Plowright and Judi Dench is released in cinemas on Friday."
46,"This is a movie I have been wanting to see for years and finally got the chance after moving from Los Angeles, California."
47,"Mercedes Ruehl, who plays Dolores Amati in the film ""TheAmatria Girls"" says she was inspired by her own family's experience of living with terminal cancer."
48,A wonderful movie about a family who have to move from Italy because of the war in their country.
49,I've been a fan of Anne DeSalvo for years and this movie is one that makes me want to go back in time.
50,"I'm not a big fan of negative reviews, but this one was no different. Anyone that watches the movie will realize how realistic it is; and if anyone has ever been through what my family went though in Italy then they would understand why some people find them so upsetting..."
