,summary
0,"Carl Kolchak was a great actor, but he wasn't the best writer or director."
1,He's a character who is not afraid to go against the grain and has an almost unremitting sense of adventure.
2,"The first of a series that would become one the most popular horror shows in TV history, ""The Night Stalker"" was an hour-long anthology drama about supernatural forces and their impact on society."
3,"Kolchak was a hit when it first aired on ABC in the summer of '75., but then they moved to Friday nights and things went from bad enough that their ratings fell off dramatically..."
4,"The final episode of this classic 1970s series, which was a precursor to the hugely popular ""Mad Men"" and became one its most famous characters."
5,"Kolchak, the 1970s horror TV series about a reporter who investigates reports of supernatural activity in Oakland has been revived by Chiller."
6,"The first of my many encounters with director John Carpenter was in his horror classic, A Nightmare on Elm Street."
7,"I'm not sure if this is a surprise or an entirely justified reaction, but the late Simon McGavin has been given his own special edition of The X-Files on DVD."
8,"A great show, a good cast and one of the best shows I've ever seen on TV."
9,"The new Stalker spin-off series, Kolchak: Night of the Living Dead has been released on DVD and Blu Ray."
10,"I'm not sure why, but this morning when my brother and sister-in -law came over to visit me at home in the US they asked if we had seen D.V before..."
11,Paying The X Files is a show that i think will be remembered for many years to come.
12,I've been a fan of this series since it first aired in the US back around 70 years ago.
13,One of the most popular TV horror series in recent years has been causing quite a stir.br
14,"This is a very erotic film, shot in the nude.br />I've never seen anything like it before!"
15,Love this film also Moritz Saw it when It was first shown i8n in Germany's independent cinema.
16,"This is a letter to the director of this film, his wife and I from over 30 years ago."
17,"If you're a fan of graphic violence, this is the movie foryou.<n> That starts to be very disturbing when she begins taking matters into her own hands and creating some genetic killer babies?"
18,"The Unborn Dominic, a horror movie from Australian director Rodman Fender (The Woman in Black), is out now."
19,"I've been a fan of the horror genre for many years & while The Unborn is not one to be taken lightly, it does have some scares that will make you think twice before going ahead with any kind Of fertility surgery."
20,The Unborn is a horror film that's quite strange and I think it will be worth watching for the scares!
21,"This is a film that i have been meaning to write about for many years., it's the story of how cloning came into being and what happened next as we know today with tubes test babies..."
22,The Atlas is a film that has been shown on many children's TV shows and it actually looks like the best way to watch this movie.
23,"Zero Day is an Indie film about two teenagers who plan a massacre at their high school, but it's not exactly what you would expect from the makers of The Departed."
24,"Zero Day is a movie about two teenage boys planning to kill their schoolmates, but it's not like most other movies where the main characters are teenagers."
25,"This is a movie that will make you cry.<n> The film was shot in the Netherlands, and it's an intimate look at how people are affected by war - both those who have been involved (the soldiers) as well their families..."
26,The film is a far better than almost anything you are likely to see but nearly everything else it does gets into the wrong hands.
27,"In our series of letters from Canadian journalists, film-maker and columnist David Akin answers a question about the movie Zero Drama Day."
28,This is a very 'normal' video.<n> They are making the Video as A diary to show their parents just how normal they were and not be caught in any potential attacks on them
29,"The Day the Earth Stood Still is a very tough movie to watch, but it does give you an insight into how terrorists get away with such attacks."
30,"""Elephant"" is a horror film about two friends who plan to carry out one of the worst school shootings in history."
31,"The film is a brutal, unflinching account of the daily lives and violent dreams that drive some people to commit acts they would never dream about doing themselves."
32,"This week I went to see columbine massacre.<n> The movie is called the Massacre and it's about a group of kids who go on an attack at their school, but they don""t know what will happen until someone tells them."""
33,"""Zero Day"" is a chilling true story about two teenagers who plan to murder their school and then sell the tapes of it for money."
34,"Rampart is a movie that I would recommend to everyone.br />I am currently in my last year of high school and have been watching this film since it came out on the 20th, but now all other students are getting their chance as well!"
35,A film about a school shooting in Florida has been released and it's very disturbing.
36,The film Zero day is a chilling and disturbing account of two teenage boys who plan to carry out an attack on their high school.
37,"I'm writing this post while watching the movie ""Alpha House"", a film about two young men who plan to kill their classmates at school."
38,"Zero Day is a film few people have gotten to see, and what an shame that was."
39,"A film about two men who make a homemade video of themselves planning to carry out an attack on the day they are due, but end up suffering because it's too late."
40,"verite is a film where the camera moves slowly and deliberately to capture scenes that are shaky, but still very realistic."
41,I'm still having a hard time explaining to you why this movie made me feel bad.
42,I'm still having a hard time explaining to you why this movie made me feel bad.
43,"ZERO DAY, a film about the Columbine massacre that opens in US cinemas on Friday.<n> The movie is terrific from start to finish..."
44,This is a film that will make you want to go back in time and see the original version.
