,summary
0,"The film noir genre is a good one to have in your collection, but not if you're looking for an action movie with some heart."
1,"The film is a bit of an underperformer, with the director (and star) having some rather dodgy acting skills."
2,"Gene Andrews' latest film, No 1 (1944), is a well-crafted crime thriller that has the usual ingredients of an action movie: A hardboiled detective with some old fashioned bad guy tendencies who becomes involved in his own murder case."
3,"The World Surfing League is the world's largest and most respected amateur surfing league, with more than 1,000 members from aroundthe globe."
4,"The surfing legends of Maverick, Jeff Clark and Greg Noll are the subjects in a documentary about big-wave surf history that has its world premiere at this year's Sundance Film Festival."
5,"If you're a big-wave surfer or just want to know more about the sport, this is your film."
6,"Surfers, you're in for a treat!<n> of surfing and the story behind it."
7,"The Surfing Life is a documentary about the surfing life of surfer Stacy Peralta, who died in 1988 at age 23."
8,"The surfing documentary, Buried Surfing: A Photographic Journey into the World's Most Controversial Sport is released in cinemas on 22 March 2016."
9,"I'm not a film critic, but this is the first time that my comments have been published on IMDb."
10,"If you are a fan of opera, or classical music in general then this is for your ears."
11,"Surfers vs Waves is a documentary about the people who love to surf.<n> Here are some surfers and guys from this film, they'll tell you why it makes them special"
12,"The film Maverick, which opens in Canadian cinemas on Friday and is being released around the world this week (it's already been shown at some of my favourite surf spots), tells a story about two surfers who go to extraordinary lengths for their sport."
13,"Another surf documentary that's a true story.<n> ""Again Stacy Peralta is the first to tell us how big wave surfing came about, and then he takes you on an emotional journey through some of its most important moments."""
14,"Surfer and writer Bill Noll has died at the age of 88.br /> The film is a celebration snatching some old footage from his archive, including interviews with surfers who knew him best - like Mick Fanning or Layne Beachley!"
15,"The documentary is a very good one, and I think it will be an excellent sport for all sports fans."
16,"I'm a big surfer and this movie is really good. This film shows how surfing came into being, who started it but what ever happened to the people that did?"
17,The death of surf filmmaker John Laird has left a void in the surfing world.br />
18,"Surfer and film-maker Greg Noam has made a documentary about the early days of big wave surfing in California, which is an incredible piece."
19,"Surfers, photographers and film-makers have been sharing their memories of surfing' br />and its history - from the humble beginnings to today."
20,"Surfers: The Great War of Surfing is a fine film, made by people who care enough to make it glory not just home movies."
21,"Surfer and film-maker Joel Peralta has made a documentary about the legendary Northern California surf spot, Mavericks."
22,"The history of surfing, from its humble beginnings to the present day - in short... a fascinating and informative documentary."
23,"The most awful, gross-out and downright embarrassing Disney musical ever made is back in the UK for a limited run at London's Royal Court Theatre."
24,Sabrina the Teenage Witch has been cancelled by ABC after just one season.br />I'm a huge fan of this show!
25,"As the world mourns Salem' br /> death, her family and friends remember a girl who was always learning."
26,"This is a review of two TV shows that I have been watching.<n> The enemy's enemies are usually pretty funny but this one was really boring and it wasnt very good for me because when she used her powers to turn back time, the pineapple turned into an orange ball which made Valerie look like someone from Doctor Who so bad!"
27,What are your favourite episodes of Sabrina the Teenage Witch?... and what is it that you don't know about them?!
28,"Zelda was a witch who had to deal with the world around her, but she also needed some help from people."
29,"What do you think about the college years of Sabrina?<n> I still can't believe it was a TV series, but i know that when they did this one in America and Canada..."
30,Sabrina the Teenage Witch is one of my all-time favourite television shows.<n> The teenage witch has a lot to say and she's funny at it too!
31,"The latest trailer for the new Harry Potter spin-off, Fantastic Beasts and Where to FindThem has been released online."
32,"I'm a huge fan of this show and it is so funny, but sometimes its corny."
33,"It's been 50 years since the first episode of 'Sabrina, The Teenage Witch."
34,"""Sabrina, the Teenage Witch"" is one of my all-time favourite shows."
35,"Sabrina the Teenage Witch was a hit sitcom in its first season, but it would soon fall into decline."
36,It's been a while since I wrote about Boy Meets World but now it seems like the time has come.
37,"Sabrina the Teenage Witch is one of my all time favourite shows.<n> I give everything to this show, but it's kindof lame!"
38,"What are your thoughts on Sabrina the Teenage Witch?, what were you looking forward to most about it and why did we like or dislike them so much in their first two seasons."
39,"Sabrina the Teenage Witch, a children's television series that aired on Disney Channel from 1994 to 2002, is one of those shows which have become so popular they are now considered ""essential viewing"" for many young adults."
40,"Sabrina the Teenage Witch has been cancelled by BBC One after three series.br />I'm not sure what happened to it but i think they decided that doing a fourth and final season would be too much for them, so now we know..."
41,"In the last episode of Sabrina The Teenage Witch, Harvey and Zelda marry... but what is it about this show that's so bad?"
42,What was your first memory of Sabrina the Teenage Witch?... and why is she still one my favourite characters today?!
43,What are your thoughts on the new series of Sabrina The Teenage Witch?...well i'm not a fan but you can read my review here
44,"Mellisa and Joan are back on The View for another season of ""Make It or Break it"""
45,The cast and crew of Punky Brewster have been talking about the new season. Almost 10 almost 11 years ago I missed it for a long time but now i cant remember...
46,"Melissa Joan Hart is a star on the hit sitcom The Exes, and she'll be seen in another one of her shows this summer - All In With Clarissa."
47,"As part of the 20th anniversary celebrations for The Amazing Spider-Man, we asked film fans to share their top superhero movies."
48,"I'm not a big fan of superhero movies, but this one is worth seeing.<n>"
49,"The cast of Okay Mystery Men, from left to right: Michael Palin (voice), John Cleese and Terry Notary."
50,"Ben Stiller and Jason Sudeikis return to the big screen in Men, a comedy about an ex-policeman (Stillers) who is hired by his former partner' Whiplash as he tries not onlyto stop but also save him from becoming The Man of Steel."
51,"""Mystery Men"" is a comedy about superheroes who are not real, but rather imposters."
52,"I'm not a comic book fan, but when you have the chance to see one of your own films it is always good."
53,"I've been a fan of this film since it was first released in the US, but have recently become more aware that there are some great films out here which you might not expect to find on your local cinema screens."
54,"A comic book superhero team, a cult leader and an invisible villain all come together in the ultimate ""Mystery Movie"" - Shoveler!"
55,"Ben Stiller's latest comedy, Tropic Thunder is a buddy movie about two best friends who get into an argument over whether they should be allowed to drink in public."
56,"A comic book about a group of misfits who are sent to Earth by their creator, and then have an unexpected adventure when they meet the mysterious Mystery Men."
57,I'm not a huge comic book fan but this was one of my all time favourite films.
58,"Captain America: The First Avenger is out in cinemas now, and we've got your review."
59,"I've been to a lot of comic book movies over the years, and this was one that stood out."
60,"It's a comedy about three fish-out of water, played by Powers Austin and Usher as wellas the film director John Madden - but it doesn br />t make much sense."
61,"Mystery Man is a comedy about four wannabe superheroes who end up becoming real heroes. It's an enjoyable movie, which was probably not what I expected it to be because of the stupid humor and poor writing that went into this film; but overall its good enough for me!"
62,The Amazing Spider-Man is a film that's not afraid to break the mould.br />
63,"Champion City is a new drama from the creator of The Exes, which was one reason I fell in love with it so quickly."
64,"This is a movie that will have you laughing out loud for hours.<n> If this film was not so bad, I would probably be watching it again (I'm sure there are many more)."
65,"""BeeGee's the Bee Gee"" is a movie I will never forget.br />"
66,I have seen this movie a few times and i can say that it is not good.<n>
67,"Mystery Men is a comedy about two men who are hired by an elite police force to investigate the disappearance of their boss, but when they stumble across some 'old-fashioned' crime scene evidence - including his own car and even one from another cop department (whom he suspects) has been involved in this case..."
68,I've been to a few horror films over the years and this is by far my favourite.
69,Mystery Men is a film that should have been made more often and with less effort.br />
70,Ben Stiller and Hank Azaria star in the comedy about a group of misfits who form an unlikely friendship when they go on trial for murder.
71,"I've been a fan of ""Mystery Men"" since the first time it was published in 1965."
72,"Men, Women and Children is out in cinemas now.<n> br />- - by Mark Randall Emmett"
73,"William Macy's latest film, The Big Lebowski is a comedy that has been called ""a mess"" and an insult to the hard-working cast of characters it tells us about."
74,"This is a movie that I would rent over and again. this film blends action, comedy or even special effects"
75,The Spy Who Shagged Me is a movie that should have been made more than two years ago.
76,The movie is a very emotional journey of the life and times when Mahatma Gandhi was in his last days.
77,"I am not a fan of Harilal Khanna's movies.br />I have seen many films where he was the lead actor but in his latest movie Son Of Gandhi, which is about Mahatma Ghandi and how much relation between him as father- son relationship there were some shortcomings on my part that made me dislike it"
78,"I am writing this post on the eve of 150th birth anniversary and it is a special day for me because my friend Harilal who has written many columns about Mahatma Gandhi, his family members etc."
79,"The story of the life and times when Mahatma Gandhi's daughter, Aastha Bajaj was married to his eldest son Mohandas Karamchandbhai is a true-to -life drama that has been directed by Akshay Kumar."
80,"The film is a very disappointing one.br />It shows how Mahatma Gandhi failed to be an decent father and the performance of Akshay Kumar in this movie proves that he was not such as it seems, at least when his son Harilal Khanna plays him on screen"
81,"The movie ""Mahatma"" has depicted a man who was not fully enlightened.br />"
82,"Feroz Abbas Khan's Gandhi My Father, a film that sheds light on the fractured relationship between Mahatma and his son Harilal Nehru is an entertaining watch but it fails to tell us anything really dramatic about what went wrong in their family."
83,"I have just watched a movie called Ashoka., which was released in India on the same day as Pakistan's Dawn of War (on 7 July 2004)."
84,"""The Moondor"" is a comedy about politics in Latin America, and it's not afraid to show the tension."
85,"Paul Rudd was a huge hit on the set of this film, he's oneof my favourite actors."
86,"The CIA is under attack in this spoof of the Cold War, starring Dick Dreyfus and Roberto Braga."
87,"Richard Dreyfuss is seen in a 1988 Paul Mazursky film, ""Moon Over Parador,"" which also starred Raul Julia and Sonia Braga."
88,"""Instructions Not Included"" is a farce that will have you laughing all the way to your core."
89,"What did you think of this film?<n> I happened to see a review on the VHS tape, and probably got one for free."
90,Richard Dreyfuss plays a man who is forced to replace the dictator of his country in this film.
91,I'm not a big fan of the Cold War but this is one film that makes me laugh out loud.
92,"Check out this video of the new trailer for The Addams Family, starring Charlie Day and Bebe Neuwirth."
93,"The film is a comedy set in Paraguay, an impoverished country ruled by the military dictator Gen.Jorge Mario Ibarra de Parador from 1954 to 1973."
94,"I'm a big fan of this film, it has some great scenes and the acting is excellent."
