,summary
0,All Dogs Go to Heaven is one of my all time favourite movies!<n> The next day Charlie Itchy Ann Marie go look for money!”
1,"Charlie and Itchy is one of the best animated films I've ever seen, but it also has some flaws."
2,"All images are copyrighted.br /> Filmed and Edited by: Irene Cara, Freddie Jackson"
3,"All Dog's Go to Heaven is an animated kid-friendly movie that will have kids and adults alike laughing, learning a lot about themselves."
4,"I'm not a big fan of films that end with the ending ""oh, well it was just another carton"" but this one did."
5,"Charlie and the Chocolate Factory is rated PG for thematic elements, language (brief sensuality)and some drug material in its opening minutes"
6,"It's been 40 years since Charlie and the Chocolate Factory came out, but for one young girl it was like a dream come true."
7,"This is a film that I've been meaning to watch for years, but never got around (and still do) because it was so good."
8,"Beware of Dog, Carface is one the most beloved cartoons I've ever seen.br />"
9,"Charlie's Angels: Full Throttle is out in cinemas now.br />I watched this movie as a child and really loved it, but I think my parents never purchased the film for me because they thought there was an actual portrayal of heaven that existed!"
10,"A musical adventure about a junkyard dog who befriends an orphan girl and their unlikely friendship goes to the next level when they are asked by her owner ( Burt Reynolds) if she'll ever be able ""to sing"" again."
11,I've been a big fan of Disney animation since the age Of Dogs Go Heaven and this is one film that has stuck with me.
12,"Charlie and the Chocolate Factory is a cartoon movie that was released in 1965..."" width: 146"
13,"Claire Danes is a superb actress, and her latest role in Therese D'Alessandro has me gripped."
14,Much for The Hours is a movie based on the novel by Susan Minton.br />
15,A few weeks ago I was in a cinema with two women who were about to meet for the first time.
16,"Vanessa Redgrave, Claire Danes and Toni Collette are among the stars of Evening.)Evening is a film that will leave you with an emotional high as well..."
17,"Toni Collette's second film since ""Little Miss Sunshine"" is a tender, understated drama about the bond between two mothers."
18,"I'm not a big fan of comedies but this one was so good.<n>...I love the way she talks to her mum and dad, they are both very supportive!"
19,"The Talk, a film by British director Steve McQueen (Shame), tells the story of two sisters who must come to terms with their parents' deaths."
20,The Great Society is a 1980s drama about two brothers who work in the same factory and are forced to live together after one of them gets fired.
21,"This is a very sad and disturbing story of blue collar workers in the U.S who are affected by outsourcing to other countries, but also have their values put at risk as they try not only for themselves -but others too!"
22,"Emory is a man of few words, but he has one thing going for him - his family."
23,A young woman finds herself trapped in a sewage pit after an attack by some men who want to kill her.
24,"In our series of letters from film fans, BBC News's Stephen Vink looks at some horror films that have been released this year."
25,"A young film-maker (Rosie Day) is left isolated and alone in London after her boss leaves for the US, leaving only a few days to find someone new."
26,"The film is a horror that's both terrifying and bizarre, but it also has many genuine shock-momenting moments."
27,It's a horror film that wants nothing more than just to show people get attacked in an empty subway platform by masked men who then take over the whole place and start killing.
28,I have just finished watching the film 'Creep' and am very impressed with it.br />
29,"I'm a big fan of horror films, so when this film came out i was really excited."
30,"'Creep' is a fast-paced, gory horror film that delivers some bad nightmares as it proves more than capable of delivering the stuff you might expect from an underground shocker."
31,"In our series of letters from African-American journalists, film critic and columnist Ahmir Alabaster looks at the horror movie ""Creep"" - rated R by IMDb."
32,I'm not a fan of slasher films but this one is pretty good.br />
33,"The Human Body is a super-sized documentary about the human body, and how it works."
34,"What do you get if a movie about babies is made?<n>br />.,"
35,"A new video shows the moment a meteor struck an asteroid in space, causing it to fall into Earth's atmosphere."
