,summary
0,"Nadia's outfit in The Lost Empire is a bit of an inspiration for My Sea Under the sea, but I dont think it should be taken as gospel."
1,"I have been a big fan of Disney films for years, but had not really expected to enjoy the latest release."
2,I am a huge Disney fan and this was the first film that came to mind when my husband mentioned he wanted an action movie with some musical numbers.
3,"It's been 50 years since the first episode of The Island At midnight was broadcast, and it has to be one Of My all time favourite cartoons."
4,"It's been 50 years since the first episode of The Island At midnight was broadcast, and it has to be one Of My all time favourite cartoons."
5,"This is a movie that i've been wanting to see for years, but never got around the chance."
6,The Battle of the Smithsonian is a CGI-animated adventure about an American astronaut who goes on to become King Kong in Japan.
7,"I found this to be a good film.br />I liked the animation, but it was not as bad or exciting than ""Shrek"" and that is always an issue with animated films (though they are sometimes better)."
8,The latest episode of Z Mazinger is out in Japan and it's a pretty good one.
9,I am not a huge fan of cartoon characters and so when this show came out it was quite shocking to me.
10,I have been a fan of the cartoon The Grinch for many years and it is with great pleasure that we finally get to see this classic film on screen.
11,I am writing to you because some people can not take a film for what they are supposedto be.
12,"The Oscars are always a treat for the eyes and ears., but not so much to say about it..."
13,"Who like Christmasville is the latest movie from Jim Carrey who plays The Grinch.<n> I love this film, but can't get what People are saying about it because they don TMt want to see a character that looks so much alike of someone else in their life and even though he has no real face you will still be entertained by his voice acting out some scenes which look more or less exactly how people would say them if we were watching cartoons instead Of movies..."
14,I've seen this movie three times and it is far better than the first two.br />
15,"How the Grinch Stole Christmas is a movie about an evil scientist who takes over someone's holiday, and he has to help some people along with his plan."
16,"""How the Grinch Stole Christmas"" is a campy and fun movie that makes it really work."
17,"I'm so excited for the new James Bond movie, Spectre.<n>br /> it was a great film and i cant wait to see what happens next!"
18,Jim Carrey's latest film is called The Big Lebowski and it has me in stitches.
19,This is one of the best movies I have ever seen.<n> The Great Dictator has been my favourite movie for a long time and it's still going strong!
20,I'm not a big fan of Christmas films.<n> The Snowman and the Three Little Pigs are both pretty good but they dont do much for me!
21,I'm a big fan of Ron Howard and this film is the perfect Christmas present for me!
22,"I am a big fan of the ""lost"" series and this one was no different!."
23,"Jim Carrey's latest movie, The Big Lebowski is out in cinemas now.br />"
24,I first saw a Christmas movie in my early 20s and it was the animated version of The Grinch.
25,I'm a big fan of the Disney cartoons and this one is my favourite.<n> 
26,"I'm not a big fan of this movie, but it was supposed to be.<n>"
27,"I'm not a big fan of Christmas movies, but this one was so good that it made me want to go see the whole thing again."
28,"I have seen this movie a few times and it is always the best.br />I am not going to lie, when you see something like ""The Grinch"" that has no plot or direction but still manages for me an amazing time with my family because of how much fun we had together!"
29,"I'm not a big fan of animated films, but this is one that will make you want to go see the whole family."
30,"I've been a fan of The Grinch since he first appeared in ""How the West Was Won"", and have to say that this is one film where my heart really skips A beat."
31,"In our series of letters from film fans, Cindy presents her top five reasons why she loves a movie."
32,I've been a fan of the book for years and this film was my first experience with it on screen.
33,"This is a review of the movie The Grinch.<n> I really liked this classic film and its not so much about how it was made but more what happened to him after he left his home in America,"
34,What do you think about tornadoes and what are the dangers of them?br />.
35,"The movie ""The Fighter"" is out this weekend and it's based on a real-life tornado that hit the city of Grand Island, Nebraska in 1980."
36,"Have you ever wondered what it would be like to have a tornado in your home?...well, I've done that!"
37,"I've been watching a movie called Twister.br /> It is based on the book by Michael J Fox and it has some pretty amazing scenes that make me want to go see more of them, too!"
38,"I'm a big fan of Twister, and have been since the first time it was released in 1986."
39,This is a movie based on the book by Michael Crichton.<n> I like it because i'm A HUGE fan of disaster films even though this family film).
40,"Night Twister and Mystery is a new film that has been released today on the 21st of July, 2014 in cinemas across England."
41,"Mikhail Bulgakov's Toloknikovon V.V is a film that will leave you shaking your head in disbelief, and with good reason - it was shot under the Soviet regime during its last years of rule over Russia; this movie shows how far art has come since then:"
42,"The film is the best thing to have ever happened in Russia.br /> It's a movie that makes you want not only for yourself but also your family and friends: it has everything they need, all of them together at once!"
43,The film version of Mikhail Bulgakov's novel Margarita is a wonderful example how an extraordinary work can be turned into something that we all enjoy.
44,"A classic of Russian cinema.<n> br />- - by the way, this is a great film for anyone who enjoys comedy or slapstick!"
45,"As the Soviet Union collapsed in 1991, a number of Russian film-makers and actors have been speaking out about their experiences during what they describe as ""the most primitive era"" that has ever existed on Earth."
46,"The film is a comedy about the soviets, their culture and society.br /> "
47,""" Fargo is a comedy masterpiece.'"" - John F Kennedy, author of The Great Debaters"
48,"In the spirit of National Lampoon's ""Welcome to Italian"" week, here is a look back at some classic films from that time."
49,"I've been a fan of George Clooney for quite some time, and have always wanted to see him in one more film."
50,"The plot of this movie is very good, but it's not as funny or dramatic like the original Italian."
51,"I've been wanting to see this movie for a long time. Everytime you were expecting something, it was amazingly pretentious!"
52,I've been a fan of this film for years and have seen it many times on the big screen.
53,"Welcome To Collinwood is a remake of the 1980s comedy classic, which starred Dean Martin and John Belushi as two mismatched guys who team up to rob an amusement park."
54,This is a comedy that has been around for more than 50 years.<n> The Big Lebowski
55,I've seen this film many times and it is still one of the best Italian films ever made.
56,"So here's my review of The Transformers: Age Of Extinction.br /> Filmed in 3D, with a budget that is less than half the size it would cost to make another film from scratch - and yet still managed an opening weekend take over $1bn at box office..."
57,I've been to see this movie a few times and it was one of the best movies that i have seen so far.
58,"Five Guys, Does It?: A comedy crime caper is a great film to watch if you like your laughs coming from the back of an audience."
59,"The Italian Job is a movie that was released in Italy on 14 February 2014 and it's the story of an American journalist who moves to Rome, where he meets ""The Italians"" - played by some well known actors such as George Clooney."
60,"I'm a fan of comedy, and one film that is very good at this genre was ""Welcome to Collinwood"" by the Coen Brothers."
