,summary
0,I'm not a big fan of this book but it was well-intentioned and the story did resonate with me.
1,"Gwyneth Paltrow plays the title role in a film adaptation of Jane Austen's novel, Pride and Prejudice."
2,"A good film with a lot of heart.<n> very nice results."", ""very pleasant"""
3,"The author Jane Austen is now 200 years old, and her life has been a subject of fascination for many people since she died in 1817."
4,"The Oscar for best foreign language film went to Emma, a drama about the young Jane Austen's relationship with her husband and lover Matthew."
5,Emma Jane is a film that I have seen many times and still haven't liked. The
6,"The Great Gatsby is a movie based on the novel of Jane Austen, by Australian writer Baz Luhrmann."
7,I've been meaning to watch this movie for a long time and finally got round it.
8,"In our series of letters from British journalists, film-maker and columnist Sophie Bates looks back at some her favourite Gwyneth Paltrow quotes."
9,"The film version of Hilary Mantel's Booker Prize-winning novel is a funnier, more adult take on the story than its TV counterpart."
10,"I have to say that this is one of the funniest films ever made. It's a spot-on portrayal, and Paltrow does an absolutely fantastic job as Jane Austen in her final years before she died..."
11,"Super Mario 64 is one of the greatest games in 3D gaming history.Super mario64 was released on 16 February,64."
12,I'm a huge Mario fan and this is one of my all time favourite games.<n>
13,Super Mario 64 is one of the best games for Nintendo's Wii system.<n>br />
14,"The N64 is the best game controller ever made.<n> I'm not saying this to belittle Nintendo, but they are a great company and their products have always been amazing..."
15,I'm a huge Mario fan and this is one of the best N64 games.br />
16,This week I'm playing Princess Mario Castlevania: Bowserstrophic Regeneration.br />
17,mario's funnest is a very satisfying game to play.<n>... and it still holds its interest!
18,I've been playing Super Mario World for the last few weeks and it is one of my all-time favourite games.
19,"Super Mario 64 is one of the best games for any Nintendo64.<n> The game isn't as challenging or fun, but it still has so much to offer."
20,Shigeru Miyamoto's Super Mario World is one of the most iconic games in video game history.
21,"The game is a bit of anticlimactic, but it's still pretty good."
22,"Saving Grace is a film that I've never seen before, but it was so good and funny."
23,I've been to a cinema every day for the last two years and this was by far my favourite.
24,"The Naudet brothers, who have made a number of documentaries about their lives as French-Canadians living in New York City and working for the Fire Department there (and other cities), tell an intimate story that is both true to life but also funny."
25,A harrowing account of the true story behind one America's most iconic firefighting efforts.br />
26,This is a movie that I would recommend to anyone who has any interest in 9/11.<n> this was the only film about 9-11 you could see and it wasn't as well known!
27,"This is a documentary I have been meaning to watch for years.<n> It was an accident, and they look at where it got them"
28,Two French brothers from Paris got a bit of an unexpected surprise when they landed in New York City on the morning that 9/11 happened.
29,This is a film that I have been wanting to see for years.<n> this documentary was made by two men who were working on the 9/11 attack and they had no idea what would happen next...
30,I am a huge fan of the film and have seen it many times but there are some things that make me think this is not going to be as good.
31,"The film is a compelling account of the events on 11 September 2001, but it would have been better if they had left out some key scenes."
32,"Following the release of a new documentary by filmmaker Ken Burns about 9/11, which includes interviews with some people who were there that day and others whose lives have been changed forever because they witnessed it (and many more), I was asked to weigh in on whether or not this is an important piece br />of history."
33,The film is a harrowing account of the aftermath and devastation caused by one million people who were swept away in last month's tsunami.
34,"This is the incredible footage that I've been watching all week, of people running and screaming for their lives on 11 September 2001."
35,"This is the best documentary I have ever seen. watch if you can't see it, this film will make your day!"
36,"The Making of the Taliban is a documentary by brothers Mullah Omar, who led an armed rebellion against US-backed Afghan President Hamid Karzai in 2001."
37,A documentary about the attacks on New York City by al-Qaeda in 2001..<n> SPOILER
38,This is the footage of a plane hitting one or more towers on 9/11.<n> The unfortunate events alone are put together well in this documentary and they got that Footage
39,"The film is a true story of two men who survived the attacks on New York City, one was an engineer and another worked as part-time fireman."
40,I have seen the movie 9/11 for a second time.I am an ex-FDNY firefighter and this is my first film since 2001.
41,"""9/11"" is one of the best documentaries ever made.br />It's a harrowing account, and it shows you what happened in real time as firefighters fought to save lives on 11-11-10 - that was an awful day for all involved!"
